source,trial,sep
mc,6,3.48738
mc,7,1.00688
mc,7,1.95251
mc,7,5.31724
mc,7,0.354994
mc,7,0.128594
mc,7,5.34377
mc,7,0.623857
mc,7,2.47836
mc,7,0.259553
mc,7,3.31051
mc,7,0.150661
mc,7,2.59672
mc,7,0.0647742
mc,7,4.04004
mc,7,1.59794
mc,7,2.42673
mc,7,0.395038
mc,7,7.95184
mc,8,4.98334
mc,8,6.78662
mc,8,0.213477
mc,8,0.337281
mc,8,1.04488
mc,8,3.46428
mc,8,1.60903
mc,8,8.55419
mc,8,1.25361
mc,8,1.25325
mc,8,0.461073
mc,8,0.16863
mc,8,6.11671
mc,8,3.75363
mc,9,0.0648877
mc,9,2.40272
mc,9,0.0180383
mc,9,2.84039
mc,9,0.0294829
mc,9,1.75634
mc,9,3.14563
mc,9,0.0428908
mc,9,0.221543
mc,9,2.22276
mc,9,0.327256
mc,9,1.15708
mc,9,0.0265195
mc,9,0.452558
mc,9,0.788295
mc,9,4.48316
mc,9,0.00408966
mc,9,1.29343
mc,9,5.56609
mc,9,1.91305
mc,9,3.73095
mc,9,7.51284
mc,10,9.14039
mc,10,0.582953
mc,10,0.244802
mc,10,0.0193808
mc,10,0.713879
mc,10,10.3614
mc,10,1.63006
mc,10,5.45939
mc,10,0.818234
mc,10,0.671397
mc,10,1.61122
mc,10,6.55069
mc,10,0.740698
mc,10,1.45553
mc,11,5.73356
mc,11,1.42799
mc,11,0.165419
mc,11,0.0643232
mc,11,1.00161
mc,11,0.00146847
mc,11,0.0920799
mc,11,12.3538
mc,11,8.30024
mc,11,2.3105
mc,11,0.0497904
mc,11,4.1574
mc,11,0.567475
mc,11,3.77432
mc,12,0.0150074
mc,12,2.05967
mc,12,0.143187
mc,12,8.11456
mc,12,0.0600589
mc,12,0.823785
mc,12,2.44115
mc,12,0.251667
mc,12,5.84899
mc,12,1.6563
mc,12,0.228854
mc,12,0.18816
mc,12,1.16312
mc,12,2.26808
mc,12,2.11629
mc,12,9.41361
mc,12,1.17671
mc,12,0.202106
mc,12,0.313414
mc,12,1.51529
mc,13,2.5992
mc,13,1.15266
mc,13,12.8
mc,13,0.0836803
