source,trial,sep
mc,73,0.505513
mc,73,4.76337
mc,73,0.0323266
mc,73,1.09099
mc,73,0.930374
mc,73,2.90182
mc,73,0.0341664
mc,73,0.642303
mc,73,1.37283
mc,73,3.17434
mc,73,5.94332
mc,73,1.26322
mc,73,0.341901
mc,73,2.7876
mc,73,0.603019
mc,73,4.01341
mc,73,0.27286
mc,73,0.345955
mc,73,0.639607
mc,74,3.32301
mc,74,1.15712
mc,74,0.273882
mc,74,1.09692
mc,74,0.115021
mc,74,3.30397
mc,74,4.43822
mc,74,0.286027
mc,74,3.22922
mc,74,3.89163
mc,74,0.192962
mc,74,1.78416
mc,74,2.02164
mc,74,2.45034
mc,74,0.0785759
mc,74,0.567853
mc,74,3.1374
mc,74,8.65204
mc,75,6.77488
mc,75,3.60415
mc,75,1.33873
mc,75,0.222804
mc,75,0.1267
mc,75,2.93113
mc,75,0.818794
mc,75,0.108196
mc,75,1.95083
mc,75,0.192365
mc,75,0.024416
mc,75,0.318745
mc,75,0.04709
mc,75,0.107336
mc,75,0.144821
mc,75,0.807885
mc,75,0.0644753
mc,75,0.262215
mc,75,0.0689228
mc,75,0.603767
mc,75,0.0323051
mc,75,0.624368
mc,75,2.23438
mc,75,3.71796
mc,75,10.9284
mc,75,1.94439
mc,76,3.61716
mc,76,1.39713
mc,76,11.0131
mc,76,0.0966543
mc,76,4.57994
mc,76,0.463747
mc,76,0.180868
mc,76,0.0344549
mc,76,0.424365
mc,76,0.0667647
mc,76,0.441151
mc,76,1.44321
mc,76,8.35799
mc,76,6.00351
mc,76,0.0163963
mc,76,1.86361
mc,77,0.121643
mc,77,0.852781
mc,77,0.959129
mc,77,0.0678245
mc,77,0.336696
mc,77,5.33929
mc,77,0.136428
mc,77,0.00475677
mc,77,2.05393
mc,77,1.38136
mc,77,2.76375
mc,77,5.54377
mc,77,0.57713
mc,77,1.81484
mc,77,2.08495
mc,77,0.111181
mc,77,5.08956
mc,77,10.761
mc,78,0.225293
mc,78,0.068391
mc,78,0.986097
mc,78,4.82624
mc,78,1.66146
mc,78,1.35729
mc,78,0.141477
mc,78,1.4631
mc,78,2.32651
mc,78,0.0366994
mc,78,0.893873
mc,78,5.16474
mc,78,1.9784
mc,78,0.0267063
mc,78,0.478685
mc,78,0.00771063
mc,78,0.335885
mc,78,0.0313193
mc,78,5.72958
mc,78,2.64405
mc,78,0.35486
mc,78,9.26162
mc,79,0.656964
mc,79,3.04496
mc,79,0.103652
mc,79,0.454008
mc,79,2.35385
mc,79,0.0548827
mc,79,0.0685064
mc,79,0.0689394
mc,79,0.755125
mc,79,0.239949
mc,79,0.0605019
mc,79,4.19986
mc,79,1.63756
mc,79,0.113183
mc,79,2.09441
mc,79,0.868067
mc,79,0.218304
mc,79,0.027068
mc,79,0.253753
mc,79,0.0842687
mc,79,0.234347
mc,79,0.337766
mc,79,0.178762
mc,79,2.61993
mc,79,0.0238993
mc,79,0.0647174
mc,79,1.3101
mc,79,0.151783
mc,79,6.25695
mc,79,0.0702074
mc,79,7.45636
mc,79,1.43324
mc,79,0.0053882
mc,79,2.49873
mc,80,0.945319
mc,80,4.02467
mc,80,0.696071
mc,80,1.079
mc,80,0.894841
mc,80,2.48298
mc,80,2.09647
mc,80,0.0882754
mc,80,6.48792
mc,80,8.8758
mc,80,10.105
mc,80,0.34877
mc,80,1.6406
mc,80,0.234308
mc,81,0.612546
mc,81,0.262984
mc,81,0.205277
mc,81,0.0543335
mc,81,0.421211
mc,81,0.0250726
mc,81,4.04666
mc,81,0.363824
mc,81,1.04545
mc,81,2.76609
mc,81,0.520504
mc,81,0.673978
mc,81,1.53866
mc,81,0.995221
mc,81,0.0685391
mc,81,0.784253
mc,81,2.33524
mc,81,2.99152
mc,81,1.27816
mc,81,0.382154
mc,81,1.39234
mc,81,0.47057
mc,81,2.47975
mc,81,3.8417
mc,81,9.26005
mc,81,0.111799
mc,81,0.574312
mc,81,0.497801
mc,82,0.511205
mc,82,0.701057
mc,82,1.57191
mc,82,5.70401
mc,82,0.889134
mc,82,6.86788
mc,82,0.06969
mc,82,3.28202
mc,82,1.33994
mc,82,0.696956
mc,82,1.29369
mc,82,4.96131
mc,82,0.195171
mc,82,1.12438
mc,82,0.885844
mc,82,0.424675
mc,82,0.642006
mc,82,8.83912
mc,83,7.24977
mc,83,7.53275
mc,83,0.657114
mc,83,0.0382192
mc,83,0.206403
mc,83,2.1922
mc,83,0.439699
mc,83,3.47596
mc,83,0.203444
mc,83,0.0312564
mc,83,0.26974
mc,83,0.220166
mc,83,0.190992
mc,83,0.000841702
mc,83,0.26131
mc,83,0.830834
mc,83,0.288734
mc,83,2.58097
mc,83,0.19525
mc,83,0.0652084
mc,83,10.9035
mc,83,2.16566
mc,84,2.8527
mc,84,3.71673
mc,84,1.58928
mc,84,0.0419977
mc,84,0.278601
mc,84,4.51995
mc,84,1.12937
mc,84,8.52196
mc,84,0.230154
mc,84,7.78298
mc,84,0.529781
mc,84,0.0425581
mc,84,6.11852
mc,84,0.0143259
mc,84,2.36965
mc,84,0.261452
mc,85,0.334983
mc,85,0.463816
mc,85,5.81031
mc,85,0.0764874
mc,85,1.94168
mc,85,0.108222
mc,85,0.110034
mc,85,1.66446
mc,85,0.135108
mc,85,0.369795
mc,85,0.336705
mc,85,0.338472
mc,85,0.251704
mc,85,0.0775978
mc,85,7.90582
mc,85,1.29265
mc,85,0.200791
mc,85,1.24236
mc,85,0.156883
mc,85,0.0997202
mc,85,6.35005
mc,85,0.279207
mc,85,3.03924
mc,85,1.0695
mc,85,0.13257
mc,85,0.784509
mc,85,0.112716
mc,85,5.31461
mc,86,0.080201
mc,86,3.92433
mc,86,1.14688
mc,86,4.16852
mc,86,0.641923
mc,86,0.601849
mc,86,0.550881
mc,86,1.71666
mc,86,0.0574895
mc,86,1.54216
mc,86,4.11143
mc,86,4.8562
mc,86,0.0464699
mc,86,1.34976
mc,86,0.0445595
mc,86,0.149836
mc,86,0.0330616
mc,86,0.785991
mc,86,1.05945
mc,86,3.92555
mc,86,2.44739
mc,86,0.0862062
mc,86,0.12935
mc,86,0.161098
mc,86,0.0507312
mc,86,6.33201
mc,87,9.275
mc,87,4.20326
mc,87,0.205514
mc,87,2.96985
mc,87,0.202734
mc,87,1.91985
mc,87,0.180794
mc,87,2.43504
mc,87,3.88417
mc,87,14.7238
mc,88,0.224114
mc,88,0.811917
mc,88,0.0568834
mc,88,2.66899
mc,88,0.0824009
mc,88,0.608109
mc,88,1.108
mc,88,1.0099
mc,88,1.10364
mc,88,3.8151
mc,88,0.237492
mc,88,0.167233
mc,88,4.79692
mc,88,0.565702
mc,88,0.312144
mc,88,0.054732
mc,88,2.21438
mc,88,0.140906
mc,88,3.39565
mc,88,0.493666
mc,88,0.348587
mc,88,0.228029
mc,88,3.74655
mc,88,5.33451
mc,88,0.306051
mc,88,1.70857
mc,88,0.211144
mc,88,4.2487
mc,89,0.183203
mc,89,0.259563
mc,89,3.30141
mc,89,0.754893
mc,89,3.83582
mc,89,0.30526
mc,89,0.0870121
mc,89,10.8956
mc,89,0.234955
mc,89,6.24998
mc,89,0.0269704
mc,89,0.743353
mc,89,0.108848
mc,89,2.50474
mc,89,1.48366
mc,89,2.37642
mc,89,0.460343
mc,89,6.18802
mc,90,0.0584435
mc,90,4.23668
mc,90,0.594806
mc,90,4.82784
mc,90,4.35027
mc,90,0.0190432
mc,90,0.900753
mc,90,0.330415
mc,90,0.0224008
mc,90,5.57599
mc,90,6.67347
mc,90,4.47412
mc,90,0.512205
mc,90,1.12275
mc,90,1.32116
mc,90,0.0838448
mc,90,0.0394845
mc,90,4.85632
mc,91,0.247925
mc,91,3.5168
mc,91,0.237548
mc,91,2.40413
mc,91,0.133615
mc,91,0.0972602
mc,91,10.2262
mc,91,0.318818
mc,91,0.861326
mc,91,4.20769
mc,91,2.25873
mc,91,2.64644
mc,91,8.65898
mc,91,2.29978
mc,91,0.0863701
mc,91,1.79835
mc,92,2.37273
mc,92,0.222322
mc,92,1.35359
mc,92,12.704
mc,92,0.0281738
mc,92,6.48044
mc,92,0.137644
mc,92,0.0299826
mc,92,0.147985
mc,92,2.8046
mc,92,0.197586
mc,92,2.79827
mc,92,0.599761
mc,92,0.280887
mc,92,0.0396355
mc,92,1.0133
mc,92,0.238449
mc,92,8.55069
mc,93,0.112731
mc,93,1.67092
mc,93,3.27035
mc,93,3.23734
mc,93,0.05003
mc,93,0.779087
mc,93,1.30453
mc,93,6.71797
mc,93,3.90813
mc,93,9.60147
mc,93,2.67592
mc,93,6.67153
mc,94,0.205714
mc,94,0.644424
mc,94,0.573133
mc,94,2.75801
mc,94,0.098439
mc,94,0.514075
mc,94,0.126866
mc,94,8.05284
mc,94,0.957245
mc,94,2.2647
mc,94,4.18506
mc,94,0.166396
mc,94,2.5362
mc,94,0.212933
mc,94,0.021274
mc,94,4.41249
mc,94,7.82056
mc,94,4.44963
mc,95,0.140326
mc,95,0.130413
mc,95,5.96827
mc,95,1.79699
mc,95,0.100959
mc,95,6.00865
mc,95,0.124741
mc,95,0.164366
mc,95,2.95742
mc,95,0.0820397
mc,95,5.73248
mc,95,0.0845181
mc,95,0.209477
mc,95,3.07244
mc,95,1.00542
mc,95,1.39875
mc,95,0.0899468
mc,95,10.9328
mc,96,1.85198
mc,96,4.48494
mc,96,0.829732
mc,96,10.4231
mc,96,4.81672
mc,96,0.0288492
mc,96,0.0653037
mc,96,4.66399
mc,96,0.0756518
mc,96,2.02151
mc,96,2.03041
mc,96,0.103714
mc,96,0.122028
mc,96,8.48211
mc,97,0.126578
mc,97,1.79185
mc,97,0.183895
mc,97,2.65277
mc,97,1.87587
mc,97,1.47905
mc,97,0.623943
mc,97,8.53374
mc,97,0.0919027
mc,97,1.92829
mc,97,3.79859
mc,97,0.247159
mc,97,1.09722
mc,97,3.4993
mc,97,0.0676247
mc,97,0.102635
mc,97,0.407717
mc,97,1.20506
mc,97,1.12598
mc,97,9.16083
mc,98,0.050423
mc,98,0.536569
mc,98,0.0928908
mc,98,0.226038
mc,98,0.139595
mc,98,7.74615
mc,98,0.711824
mc,98,0.196124
mc,98,0.417984
mc,98,0.195781
mc,98,0.972772
mc,98,1.52957
mc,98,2.48802
mc,98,1.66093
mc,98,1.02086
mc,98,1.75015
mc,98,3.23554
mc,98,0.0231867
mc,98,0.42779
mc,98,5.99919
mc,98,3.49841
mc,98,0.393729
mc,98,0.289229
mc,98,0.0906057
mc,98,2.11073
mc,98,0.587218
mc,98,0.480304
mc,98,0.0111851
mc,98,0.93217
mc,98,2.18505
mc,99,4.10372
mc,99,0.275273
mc,99,1.90639
mc,99,3.96377
mc,99,4.76547
mc,99,4.86184
mc,99,0.408622
mc,99,4.40592
mc,99,1.28624
mc,99,2.12827
mc,99,0.595524
mc,99,0.171044
mc,99,5.60255
mc,99,0.0361348
mc,99,2.29174
mc,99,0.657622
mc,99,2.26915
mc,99,0.270728
mc,100,0.142896
mc,100,0.112226
mc,100,0.488812
mc,100,8.4868
mc,100,0.497683
mc,100,0.313411
mc,100,0.0641708
mc,100,0.278877
mc,100,0.157595
mc,100,0.280763
mc,100,0.22281
mc,100,0.999621
mc,100,0.0803834
mc,100,0.667861
mc,100,0.291476
mc,100,0.032833
mc,100,7.96637
mc,100,0.521176
mc,100,0.0210578
mc,100,1.20937
mc,100,5.41201
mc,100,0.0231304
mc,100,0.91222
mc,100,0.739361
mc,100,1.22179
mc,100,8.85529
mc,101,2.0319
mc,101,0.217419
mc,101,6.32998
mc,101,0.00599346
mc,101,8.7177
mc,101,0.23121
mc,101,0.194388
mc,101,1.18869
mc,101,2.70151
mc,101,4.97268
mc,101,1.14437
mc,101,0.300607
mc,101,1.49366
mc,101,4.23415
mc,101,3.30071
mc,101,0.0862956
mc,101,1.36886
mc,101,1.47987
mc,102,9.08119
mc,102,0.0961196
mc,102,7.00919
mc,102,1.17714
mc,102,0.0950738
mc,102,12.8394
mc,102,0.456027
mc,102,4.38632
mc,102,0.159888
mc,102,4.69966
mc,103,2.7819
mc,103,2.32538
mc,103,0.0682525
mc,103,1.81299
mc,103,5.0677
mc,103,0.198937
mc,103,1.23847
mc,103,3.27303
mc,103,12.0586
mc,103,0.229517
mc,103,2.16362
mc,103,0.397632
mc,103,1.57919
mc,103,0.317959
mc,103,1.80355
mc,103,0.0834378
mc,103,0.394519
mc,103,0.786248
mc,103,0.0858133
mc,103,3.33325
mc,104,0.447427
mc,104,1.1455
mc,104,0.97696
mc,104,0.254507
mc,104,0.504174
mc,104,8.09097
mc,104,11.2913
mc,104,0.102724
mc,104,0.332839
mc,104,0.337172
mc,104,0.159977
mc,104,0.409267
mc,104,2.37196
mc,104,2.38605
mc,104,4.08563
mc,104,0.764037
mc,104,4.02798
mc,104,2.31148
mc,105,0.0619856
mc,105,0.668348
mc,105,2.48192
mc,105,0.830506
mc,105,0.225089
mc,105,0.0156718
mc,105,0.12591
mc,105,3.95031
mc,105,9.96543
mc,105,4.13038
mc,105,0.0166581
mc,105,12.587
mc,105,4.08999
mc,105,0.850837
mc,106,0.505304
mc,106,0.80423
mc,106,0.601435
mc,106,1.57856
mc,106,5.60261
mc,106,0.149451
mc,106,2.3557
mc,106,0.285854
mc,106,0.218417
mc,106,0.459367
mc,106,11.7003
mc,106,2.79777
mc,106,0.075328
mc,106,0.0426615
mc,106,2.67434
mc,106,0.354745
mc,106,4.28066
mc,106,5.51327
mc,107,0.241833
mc,107,1.89086
mc,107,13.3827
mc,107,0.0652984
mc,107,0.116761
mc,107,4.49163
mc,107,1.23052
mc,107,0.667491
mc,107,1.89107
mc,107,1.11866
mc,107,1.16764
mc,107,0.14719
mc,107,0.2402
mc,107,2.90546
mc,107,3.74499
mc,107,2.17596
mc,107,0.670446
mc,107,3.85126
mc,108,3.43204
mc,108,5.30921
mc,108,0.328786
mc,108,0.133921
mc,108,0.138886
mc,108,0.124338
mc,108,1.20843
mc,108,5.22905
mc,108,0.00330379
mc,108,0.133697
mc,108,6.21642
mc,108,0.112018
mc,108,0.93098
mc,108,4.75296
mc,108,1.87257
mc,108,0.228209
mc,108,0.229188
mc,108,9.616
mc,109,0.22932
mc,109,5.6578
mc,109,5.87145
mc,109,3.45928
mc,109,0.140269
mc,109,3.794
mc,109,0.131664
mc,109,2.58653
mc,109,3.99697
mc,109,6.59261
mc,109,0.0136974
mc,109,0.402691
mc,109,4.81019
mc,109,2.31352
mc,110,0.0726281
mc,110,0.00796261
mc,110,7.70071
mc,110,0.245172
mc,110,2.54984
mc,110,6.44545
mc,110,0.00826857
mc,110,1.89317
mc,110,0.0142618
mc,110,0.121598
mc,110,1.59905
mc,110,9.29321
mc,110,0.134442
mc,110,3.57283
mc,110,1.50205
mc,110,4.83936
mc,111,0.179973
mc,111,2.23938
mc,111,3.12065
mc,111,0.0195551
mc,111,6.22379
mc,111,2.22484
mc,111,2.0586
mc,111,1.34673
mc,111,1.59006
mc,111,4.51337
mc,111,4.6244
mc,111,4.4055
mc,111,0.599011
mc,111,6.85413
mc,112,0.95016
mc,112,10.2991
mc,112,0.153836
mc,112,2.39705
mc,112,1.14795
mc,112,6.52982
mc,112,0.260266
mc,112,0.0696392
mc,112,4.93337
mc,112,1.72034
mc,112,1.5931
mc,112,0.00764276
mc,112,1.69078
mc,112,8.24699
mc,113,0.500864
mc,113,2.93498
mc,113,0.0467409
mc,113,2.02095
mc,113,0.446915
mc,113,2.47002
mc,113,0.402363
mc,113,6.4013
mc,113,0.072197
mc,113,0.17032
mc,113,8.24308
mc,113,5.99059
mc,113,1.76738
mc,113,0.950347
mc,113,2.67775
mc,113,4.90421
mc,114,0.00984932
mc,114,0.683891
mc,114,0.579336
mc,114,0.0665363
mc,114,2.27741
mc,114,0.0485847
mc,114,0.229072
mc,114,1.21386
mc,114,0.208177
mc,114,1.93648
mc,114,3.03563
mc,114,0.650307
mc,114,3.20548
mc,114,0.143948
mc,114,4.22552
mc,114,4.7468
mc,114,12.8146
mc,114,3.92455
mc,115,0.516366
mc,115,0.0530052
mc,115,2.79095
mc,115,3.57756
mc,115,5.05643
mc,115,12.7812
mc,115,0.233932
mc,115,0.11296
mc,115,7.64265
mc,115,4.42265
mc,115,0.870246
mc,115,1.94206
mc,116,0.552318
mc,116,0.209395
mc,116,3.91927
mc,116,6.80763
mc,116,5.63229
mc,116,5.38194
mc,116,0.435852
mc,116,0.251715
mc,116,0.337219
mc,116,0.00692387
mc,116,2.84393
mc,116,13.6215
mc,117,0.203123
mc,117,0.739887
mc,117,5.19566
mc,117,0.187077
mc,117,0.0654727
mc,117,0.588123
mc,117,1.96808
mc,117,0.288436
mc,117,0.65589
mc,117,4.51161
mc,117,0.779189
mc,117,1.85095
mc,117,0.289258
mc,117,8.16839
mc,117,0.355714
mc,117,0.57746
mc,117,0.0974237
mc,117,6.14519
mc,117,4.21147
mc,117,3.1216
mc,118,0.581628
mc,118,7.19376
mc,118,1.39016
mc,118,0.0441459
mc,118,1.87535
mc,118,0.0131781
mc,118,0.0800898
mc,118,11.0699
mc,118,4.54245
mc,118,1.54178
mc,118,0.497674
mc,118,0.186186
mc,118,2.65909
mc,118,0.0404503
mc,118,1.8359
mc,118,6.44828
mc,119,14.256
mc,119,1.04049
mc,119,2.20242
mc,119,0.563385
mc,119,0.00435778
mc,119,1.68535
mc,119,0.434323
mc,119,0.0637327
mc,119,3.73973
mc,119,3.16508
mc,119,1.77977
mc,119,0.262672
mc,119,3.44475
mc,119,2.96045
mc,119,0.0534321
mc,119,0.373325
mc,119,2.7686
mc,119,1.2021
mc,120,0.0591534
mc,120,4.41705
mc,120,0.116313
mc,120,1.24985
mc,120,0.362241
mc,120,0.0821495
mc,120,3.57351
mc,120,2.44586
mc,120,0.231263
mc,120,0.384703
mc,120,3.97138
mc,120,1.88246
mc,120,0.333533
mc,120,0.0709775
mc,120,1.58266
mc,120,3.11447
mc,120,0.638363
mc,120,0.135299
mc,120,0.0490902
mc,120,3.75971
mc,120,6.1248
mc,120,5.41517
mc,121,2.37514
mc,121,4.53348
mc,121,2.45674
mc,121,9.10899
mc,121,0.233209
mc,121,5.34088
mc,121,5.18427
mc,121,0.110169
mc,121,4.74534
mc,121,5.91177
mc,122,0.209244
mc,122,0.0196405
mc,122,0.502505
mc,122,0.0872583
mc,122,3.4342
mc,122,1.97316
mc,122,0.231456
mc,122,1.38061
mc,122,0.731159
mc,122,1.35698
mc,122,3.03614
mc,122,2.39596
mc,122,0.0971905
mc,122,1.94095
mc,122,1.99676
mc,122,10.2102
mc,122,0.121226
mc,122,10.2754
mc,123,0.0421415
mc,123,0.371712
mc,123,1.48942
mc,123,0.0746704
mc,123,1.89215
mc,123,0.114587
mc,123,0.617253
mc,123,1.07902
mc,123,11.0846
mc,123,5.36467
mc,123,0.121434
mc,123,0.125562
mc,123,3.79103
mc,123,2.86319
mc,123,1.31951
mc,123,2.69803
mc,123,0.368468
mc,123,0.0114457
mc,123,3.98076
mc,123,2.59037
mc,124,1.48379
mc,124,10.7239
mc,124,0.342034
mc,124,6.49422
mc,124,2.58288
mc,124,0.0517696
mc,124,0.0476548
mc,124,0.104548
mc,124,0.156176
mc,124,0.940069
mc,124,0.895467
mc,124,16.1775
mc,125,0.0230452
mc,125,1.02109
mc,125,0.190436
mc,125,1.57661
mc,125,13.8597
mc,125,0.372398
mc,125,0.0908647
mc,125,0.0777071
mc,125,2.88161
mc,125,1.47872
mc,125,2.3772
mc,125,0.0333394
mc,125,4.27389
mc,125,0.416314
mc,125,0.195152
mc,125,11.1319
mc,126,0.0318665
mc,126,0.180149
mc,126,7.96385
mc,126,9.85167
mc,126,0.0827049
mc,126,1.31745
mc,126,1.1223
mc,126,0.715205
mc,126,3.12199
mc,126,2.02999
mc,126,3.50303
mc,126,0.26711
mc,126,0.0730012
mc,126,0.99924
mc,126,1.28696
mc,126,3.77474
mc,126,0.0892284
mc,126,0.182927
mc,126,0.468553
mc,126,2.93804
mc,127,0.0944916
mc,127,0.2239
mc,127,0.927165
mc,127,0.0610387
mc,127,0.0811663
mc,127,7.10811
mc,127,0.127664
mc,127,2.55403
mc,127,1.46705
mc,127,0.169074
mc,127,0.187115
mc,127,2.14756
mc,127,3.34812
mc,127,0.011216
mc,127,1.17003
mc,127,0.201276
mc,127,0.21905
mc,127,0.31661
mc,127,0.0862732
mc,127,0.116186
mc,127,1.47581
mc,127,1.8413
mc,127,0.0255567
mc,127,1.62241
mc,127,0.350116
mc,127,3.81687
mc,127,0.6486
mc,127,0.562042
mc,127,2.86931
mc,127,6.17085
mc,128,1.59894
mc,128,5.76622
mc,128,1.06824
mc,128,0.0749877
mc,128,0.107897
mc,128,0.924682
mc,128,0.280742
mc,128,0.758491
mc,128,6.66942
mc,128,0.095746
mc,128,4.65496
mc,128,0.120315
mc,128,2.84404
mc,128,6.6292
mc,128,0.0923805
mc,128,8.31375
mc,129,12.7703
mc,129,0.109168
mc,129,0.0195442
mc,129,11.2515
mc,129,1.65835
mc,129,0.172537
mc,129,3.51832
mc,129,10.5003
mc,130,0.486254
mc,130,4.75777
mc,130,2.79057
mc,130,1.82688
mc,130,0.0121287
mc,130,0.149798
mc,130,3.01748
mc,130,7.89451
mc,130,2.92104
mc,130,1.50296
mc,130,1.63646
mc,130,1.46266
mc,130,0.096241
mc,130,9.27054
mc,130,1.05699
mc,130,1.11773
mc,131,3.41731
mc,131,5.54424
mc,131,0.612748
mc,131,5.59342
mc,131,2.03644
mc,131,6.02734
mc,131,3.7829
mc,131,0.0811563
mc,131,0.642868
mc,131,2.04594
mc,131,0.628915
mc,131,6.85981
mc,131,1.50646
mc,131,1.22045
mc,132,0.336738
mc,132,4.99407
mc,132,0.651721
mc,132,0.0223585
mc,132,6.03779
mc,132,2.88487
mc,132,3.33972
mc,132,0.459021
mc,132,9.66124
mc,132,0.386694
mc,132,0.493823
mc,132,1.47549
mc,132,0.826841
mc,132,3.61499
mc,132,0.226717
mc,132,0.85535
mc,132,0.210012
mc,132,0.0186987
mc,132,0.278977
mc,132,3.2249
mc,133,0.169635
mc,133,0.564459
mc,133,2.70759
mc,133,0.17388
mc,133,5.52968
mc,133,4.84986
mc,133,0.106051
mc,133,1.06882
mc,133,2.13801
mc,133,1.10149
mc,133,0.0562156
mc,133,6.727
mc,133,2.06011
mc,133,12.7472
mc,134,0.481665
mc,134,0.0968449
mc,134,1.80724
mc,134,0.287287
mc,134,0.164346
mc,134,0.734733
mc,134,1.53968
mc,134,17.3239
mc,134,6.72297
mc,134,0.377548
mc,134,2.7907
mc,134,7.67304
mc,135,9.62009
mc,135,3.51272
mc,135,5.37278
mc,135,3.05372
mc,135,1.86063
mc,135,0.597002
mc,135,0.264633
mc,135,3.80874
mc,135,1.36172
mc,135,3.00702
mc,135,4.66712
mc,135,2.87383
mc,136,0.677623
mc,136,2.43351
mc,136,6.66093
mc,136,0.601505
mc,136,0.365788
mc,136,0.89724
mc,136,5.02319
mc,136,1.08511
mc,136,0.966949
mc,136,1.86048
mc,136,0.146339
mc,136,2.03833
mc,136,0.383816
mc,136,8.78152
mc,136,0.152531
mc,136,7.92514
mc,137,1.15189
mc,137,1.41272
mc,137,0.0246592
mc,137,0.0458548
mc,137,0.137187
mc,137,6.79417
mc,137,0.0729984
mc,137,9.35018
mc,137,0.0380622
mc,137,0.300682
mc,137,4.90616
mc,137,1.00629
mc,137,7.63514
mc,137,2.08559
mc,137,0.251545
mc,137,4.78687
mc,138,1.90686
mc,138,0.130479
mc,138,1.91146
mc,138,0.383046
mc,138,0.737015
mc,138,2.27149
mc,138,4.07451
mc,138,0.10681
mc,138,0.318564
mc,138,2.99055
mc,138,2.98545
mc,138,0.227596
mc,138,0.422827
mc,138,0.262801
mc,138,0.17145
mc,138,2.60374
mc,138,4.64862
mc,138,2.1158
mc,138,0.21256
mc,138,11.5184
mc,139,1.64042
mc,139,0.0843988
mc,139,0.122052
mc,139,0.372694
mc,139,0.856283
mc,139,0.11751
mc,139,1.3485
mc,139,0.391872
mc,139,4.94972
mc,139,3.15166
mc,139,4.74639
mc,139,4.56037
mc,139,0.16063
mc,139,0.0274273
mc,139,8.68018
mc,139,1.49326
mc,139,0.0520957
mc,139,1.04618
mc,139,0.520032
mc,139,0.461593
mc,139,0.193512
mc,139,5.02322
mc,140,0.0121381
mc,140,3.96856
mc,140,1.3571
mc,140,0.0300813
mc,140,4.01087
mc,140,5.02178
mc,140,1.84112
mc,140,0.171901
mc,140,2.3181
mc,140,0.185167
mc,140,0.415086
mc,140,4.87213
mc,140,4.98053
mc,140,0.407524
mc,140,0.475571
mc,140,0.192493
mc,140,0.207
mc,140,9.53284
mc,141,0.409662
mc,141,3.37665
mc,141,0.227648
mc,141,1.81889
mc,141,0.259338
mc,141,0.376513
mc,141,9.95695
mc,141,2.62285
mc,141,0.0020199
mc,141,0.408758
mc,141,1.47475
mc,141,5.27174
mc,141,4.92804
mc,141,0.153977
mc,141,0.0550699
mc,141,1.43693
mc,141,2.11649
mc,141,5.10373
mc,142,0.77151
mc,142,0.106531
mc,142,0.0980617
mc,142,1.30172
mc,142,3.81786
mc,142,0.447477
mc,142,0.011853
mc,142,1.76855
mc,142,0.139653
mc,142,0.759991
mc,142,0.338302
mc,142,0.0493666
mc,142,6.65184
mc,142,2.07318
mc,142,0.0178545
mc,142,1.77353
mc,142,0.0478219
mc,142,0.769663
mc,142,0.135058
mc,142,0.78378
mc,142,0.0611301
mc,142,3.08385
mc,142,1.30379
mc,142,1.77119
mc,142,0.705475
mc,142,0.475356
mc,142,0.335818
mc,142,2.38224
mc,142,1.84014
mc,142,6.17741
mc,143,2.17676
mc,143,6.71468
mc,143,0.00454452
mc,143,1.94862
mc,143,2.93362
mc,143,0.51401
mc,143,11.1567
mc,143,0.170269
mc,143,0.192009
mc,143,1.00801
mc,143,0.379053
mc,143,1.85202
mc,143,0.402811
mc,143,10.5469
mc,144,0.0125894
mc,144,3.70908
mc,144,1.17428
mc,144,6.3025
mc,144,3.99512
mc,144,0.104152
mc,144,0.0377607
mc,144,3.0583
mc,144,2.24006
mc,144,0.632549
mc,144,0.257841
mc,144,12.1692
mc,144,0.398264
mc,144,2.60635
mc,144,0.656222
mc,144,2.64576
mc,145,0.010546
mc,145,2.20756
mc,145,3.61124
mc,145,0.104683
mc,145,0.488716
mc,145,6.15107
mc,145,1.3142
mc,145,0.377686
mc,145,0.707252
mc,145,2.91924
mc,145,8.74046
mc,145,0.125298
mc,145,0.475823
mc,145,4.90612
mc,145,1.9572
mc,145,0.0393562
mc,145,0.0284321
mc,145,5.83512
mc,146,4.30874
mc,146,0.312241
mc,146,8.32945
mc,146,0.377401
mc,146,2.50535
mc,146,0.16539
mc,146,0.189859
mc,146,0.00520421
mc,146,0.97829
mc,146,0.144839
mc,146,0.194084
mc,146,0.5043
mc,146,0.102057
mc,146,9.27311
mc,146,0.146904
mc,146,0.0290067
mc,146,0.0312063
mc,146,6.0096
mc,146,0.678803
mc,146,5.71415
mc,147,0.193968
mc,147,0.0795734
mc,147,0.0521987
mc,147,0.554931
mc,147,1.21111
mc,147,11.9366
mc,147,6.56233
mc,147,0.0865089
mc,147,6.64708
mc,147,3.91493
mc,147,0.351337
mc,147,4.89565
mc,147,0.376058
mc,147,3.13776
mc,148,1.95491
mc,148,8.3667
mc,148,3.15506
mc,148,0.146168
mc,148,0.817284
mc,148,4.50652
mc,148,0.159504
mc,148,6.09043
mc,148,2.02376
mc,148,5.79492
mc,148,0.0292046
mc,148,0.255838
mc,148,0.0790368
mc,148,3.00061
mc,148,0.125101
mc,148,3.49495
mc,149,4.88349
mc,149,8.08711
mc,149,3.3122
mc,149,4.47321
mc,149,0.199415
mc,149,1.02172
mc,149,0.16943
mc,149,1.69281
mc,149,3.02685
mc,149,0.0153816
mc,149,0.77862
