eta,conf,n_cool,n_inst,density,action,s_per_inst
1.4,13,33,12,0.3,68.8067,5.73389
1.4,13,34,12,0.3,67.7596,5.64663
1.4,13,35,12,0.3,66.8233,5.5686
1.4,13,36,12,0.3,65.25,5.4375
1.4,13,37,12,0.3,64.3386,5.36155
1.4,13,38,10,0.25,63.5809,6.35809
1.4,13,39,10,0.25,62.3453,6.23453
1.4,13,40,10,0.25,61.4969,6.14969
1.4,13,41,10,0.25,60.766,6.0766
1.4,13,42,10,0.25,60.0575,6.00575
1.4,13,43,10,0.25,58.9799,5.89799
1.4,13,44,10,0.25,58.364,5.8364
1.4,13,45,10,0.25,57.806,5.7806
1.4,13,46,10,0.25,57.0377,5.70377
1.4,13,47,10,0.25,56.4498,5.64498
1.4,13,48,10,0.25,55.8133,5.58133
1.4,13,49,10,0.25,55.3289,5.53289
1.4,13,50,10,0.25,54.742,5.4742
1.4,13,51,10,0.25,54.176,5.4176
1.4,13,52,10,0.25,53.6112,5.36112
1.4,13,53,10,0.25,53.1157,5.31157
1.4,13,54,10,0.25,52.6316,5.26316
1.4,13,55,10,0.25,52.2042,5.22042
1.4,13,56,10,0.25,51.7365,5.17365
1.4,13,57,10,0.25,51.4154,5.14154
1.4,13,58,10,0.25,51.0389,5.10389
1.4,13,59,10,0.25,50.6429,5.06429
1.4,13,60,10,0.25,50.2671,5.02671
1.4,13,61,10,0.25,49.8958,4.98958
1.4,13,62,10,0.25,49.6605,4.96605
1.4,13,63,10,0.25,49.3581,4.93581
1.4,13,64,10,0.25,49.0483,4.90483
1.4,13,65,8,0.2,48.7037,6.08796
1.4,13,66,8,0.2,48.4112,6.0514
1.4,13,67,8,0.2,48.1307,6.01634
1.4,13,68,8,0.2,47.7638,5.97048
1.4,13,69,8,0.2,47.4214,5.92767
1.4,13,70,8,0.2,47.1509,5.89386
1.4,13,71,8,0.2,46.8324,5.85404
1.4,13,72,8,0.2,46.5858,5.82323
1.4,13,73,8,0.2,46.3301,5.79127
1.4,13,74,8,0.2,46.1844,5.77304
1.4,13,75,8,0.2,45.9332,5.74165
1.4,13,76,8,0.2,45.7032,5.7129
1.4,13,77,8,0.2,45.5223,5.69029
1.4,13,78,8,0.2,45.3463,5.66829
1.4,13,79,8,0.2,45.1412,5.64265
1.4,13,80,8,0.2,44.9708,5.62135
1.4,13,81,8,0.2,44.8275,5.60344
1.4,13,82,8,0.2,44.6135,5.57669
1.4,13,83,8,0.2,44.425,5.55313
1.4,13,84,8,0.2,44.229,5.52862
1.4,13,85,8,0.2,44.0563,5.50703
1.4,13,86,8,0.2,43.8694,5.48368
1.4,13,87,8,0.2,43.7075,5.46344
1.4,13,88,8,0.2,43.5026,5.43783
1.4,13,89,8,0.2,43.3593,5.41991
1.4,13,90,8,0.2,43.1928,5.3991
1.4,13,91,8,0.2,43.0376,5.3797
1.4,13,92,8,0.2,42.846,5.35575
1.4,13,93,8,0.2,42.6688,5.3336
1.4,13,94,8,0.2,42.4645,5.30806
1.4,13,95,8,0.2,42.3289,5.29111
1.4,13,96,8,0.2,42.1565,5.26956
1.4,13,97,8,0.2,41.9881,5.24851
1.4,13,98,8,0.2,41.8755,5.23444
1.4,13,99,8,0.2,41.7311,5.21638
1.4,13,100,8,0.2,41.6183,5.20228
1.4,13,101,8,0.2,41.4629,5.18286
1.4,13,102,8,0.2,41.2771,5.15964
1.4,13,103,8,0.2,41.1477,5.14346
1.4,13,104,8,0.2,41.0251,5.12813
1.4,13,105,8,0.2,40.8612,5.10765
1.4,13,106,8,0.2,40.7621,5.09526
1.4,13,107,8,0.2,40.6611,5.08264
1.4,13,108,8,0.2,40.5705,5.07131
1.4,13,109,8,0.2,40.4297,5.05371
1.4,13,110,8,0.2,40.3178,5.03973
1.4,13,111,8,0.2,40.1839,5.02299
1.4,13,112,8,0.2,40.0788,5.00984
1.4,13,113,8,0.2,40.0074,5.00093
1.4,13,114,8,0.2,39.9171,4.98963
1.4,13,115,8,0.2,39.8205,4.97757
1.4,13,116,8,0.2,39.7275,4.96593
1.4,13,117,8,0.2,39.6367,4.95459
1.4,13,118,8,0.2,39.5379,4.94224
1.4,13,119,8,0.2,39.3925,4.92407
1.4,13,120,8,0.2,39.2873,4.91092
1.4,13,121,8,0.2,39.1938,4.89922
1.4,13,122,8,0.2,39.1058,4.88822
1.4,13,123,8,0.2,39.0454,4.88067
1.4,13,124,8,0.2,38.9647,4.87059
1.4,13,125,8,0.2,38.8581,4.85727
1.4,13,126,8,0.2,38.758,4.84475
1.4,13,127,8,0.2,38.6575,4.83219
1.4,13,128,8,0.2,38.5721,4.82152
1.4,13,129,8,0.2,38.4748,4.80935
1.4,13,130,8,0.2,38.3597,4.79496
1.4,13,131,8,0.2,38.2967,4.78709
1.4,13,132,8,0.2,38.2348,4.77935
1.4,13,133,8,0.2,38.1715,4.77143
1.4,13,134,8,0.2,38.0682,4.75853
1.4,13,135,8,0.2,37.9943,4.74928
1.4,13,136,8,0.2,37.9279,4.74098
1.4,13,137,8,0.2,37.8512,4.7314
1.4,13,138,8,0.2,37.7209,4.71511
1.4,13,139,8,0.2,37.6535,4.70668
1.4,13,140,8,0.2,37.5846,4.69807
1.4,13,141,8,0.2,37.5249,4.69061
1.4,13,142,8,0.2,37.4475,4.68094
1.4,13,143,8,0.2,37.3228,4.66535
1.4,13,144,8,0.2,37.2883,4.66104
1.4,13,145,8,0.2,37.1853,4.64816
1.4,13,146,8,0.2,37.1211,4.64013
1.4,13,147,8,0.2,37.0437,4.63047
1.4,13,148,8,0.2,36.9651,4.62063
1.4,13,149,8,0.2,36.9013,4.61266
1.4,13,150,8,0.2,36.8366,4.60458
1.4,13,151,8,0.2,36.7655,4.59569
1.4,13,152,8,0.2,36.7156,4.58945
1.4,13,153,8,0.2,36.6513,4.58142
1.4,13,154,8,0.2,36.6147,4.57683
1.4,13,155,8,0.2,36.5369,4.56711
1.4,13,156,8,0.2,36.4983,4.56229
1.4,13,157,8,0.2,36.4278,4.55347
1.4,13,158,8,0.2,36.3783,4.54728
1.4,13,159,8,0.2,36.3334,4.54167
1.4,13,160,8,0.2,36.2765,4.53456
1.4,13,161,8,0.2,36.2324,4.52905
1.4,13,162,8,0.2,36.1713,4.52141
1.4,13,163,8,0.2,36.0966,4.51207
1.4,13,164,8,0.2,36.0358,4.50448
1.4,13,165,8,0.2,35.9599,4.49499
1.4,13,166,8,0.2,35.8941,4.48676
1.4,13,167,8,0.2,35.853,4.48163
1.4,13,168,8,0.2,35.801,4.47513
1.4,13,169,8,0.2,35.7634,4.47043
1.4,13,170,8,0.2,35.6817,4.46022
1.4,13,171,8,0.2,35.647,4.45587
1.4,13,172,8,0.2,35.5965,4.44957
1.4,13,173,8,0.2,35.5512,4.4439
1.4,13,174,8,0.2,35.4741,4.43426
1.4,13,175,8,0.2,35.4428,4.43035
1.4,13,176,8,0.2,35.39,4.42376
1.4,13,177,8,0.2,35.3459,4.41823
1.4,13,178,8,0.2,35.317,4.41463
1.4,13,179,8,0.2,35.2672,4.4084
1.4,13,180,8,0.2,35.2109,4.40136
1.4,13,181,8,0.2,35.1676,4.39595
1.4,13,182,8,0.2,35.125,4.39062
1.4,13,183,8,0.2,35.0832,4.3854
1.4,13,184,8,0.2,35.0427,4.38034
1.4,13,185,8,0.2,34.9947,4.37434
1.4,13,186,8,0.2,34.9385,4.36731
1.4,13,187,8,0.2,34.9077,4.36347
1.4,13,188,8,0.2,34.8549,4.35687
1.4,13,189,8,0.2,34.796,4.3495
1.4,13,190,8,0.2,34.7664,4.3458
1.4,13,191,8,0.2,34.7215,4.34018
1.4,13,192,8,0.2,34.6728,4.33411
1.4,13,193,8,0.2,34.6378,4.32972
1.4,13,194,8,0.2,34.5953,4.32441
1.4,13,195,8,0.2,34.5599,4.31999
1.4,13,196,8,0.2,34.5248,4.3156
1.4,13,197,8,0.2,34.4862,4.31078
1.4,13,198,8,0.2,34.44,4.305
1.4,13,199,8,0.2,34.3907,4.29883
1.4,13,200,8,0.2,34.3474,4.29343
1.4,14,0,24,0.6,417.27,17.3862
1.4,14,1,22,0.55,374.241,17.011
1.4,14,2,20,0.5,335.743,16.7872
1.4,14,3,20,0.5,305.09,15.2545
1.4,14,4,20,0.5,278.953,13.9477
1.4,14,5,20,0.5,251.004,12.5502
1.4,14,6,20,0.5,231.449,11.5724
1.4,14,7,20,0.5,211.222,10.5611
1.4,14,8,20,0.5,193.459,9.67297
1.4,14,9,18,0.45,179.987,9.99925
1.4,14,10,16,0.4,167.943,10.4964
1.4,14,11,16,0.4,155.589,9.72428
1.4,14,12,12,0.3,146.154,12.1795
1.4,14,13,10,0.25,137.64,13.764
1.4,14,14,10,0.25,131.219,13.1219
1.4,14,15,10,0.25,123.956,12.3956
1.4,14,16,10,0.25,118.04,11.804
1.4,14,17,10,0.25,112.649,11.2649
1.4,14,18,10,0.25,108.221,10.8221
1.4,14,19,10,0.25,103.945,10.3945
1.4,14,20,10,0.25,100.745,10.0745
1.4,14,21,10,0.25,97.2589,9.72589
1.4,14,22,10,0.25,94.6106,9.46106
1.4,14,23,10,0.25,92.1688,9.21688
1.4,14,24,10,0.25,89.3298,8.93298
1.4,14,25,10,0.25,87.275,8.7275
1.4,14,26,10,0.25,85.2312,8.52312
1.4,14,27,10,0.25,82.8849,8.28849
1.4,14,28,10,0.25,80.933,8.0933
1.4,14,29,10,0.25,78.973,7.8973
1.4,14,30,10,0.25,77.1946,7.71946
1.4,14,31,10,0.25,75.5632,7.55632
1.4,14,32,10,0.25,73.9476,7.39476
1.4,14,33,10,0.25,72.7714,7.27714
1.4,14,34,10,0.25,71.4793,7.14793
1.4,14,35,10,0.25,70.5759,7.05759
1.4,14,36,10,0.25,69.4735,6.94735
1.4,14,37,10,0.25,68.296,6.8296
1.4,14,38,10,0.25,67.413,6.7413
1.4,14,39,10,0.25,66.6961,6.66961
1.4,14,40,10,0.25,65.7909,6.57909
1.4,14,41,10,0.25,64.935,6.4935
1.4,14,42,10,0.25,64.2399,6.42399
1.4,14,43,10,0.25,63.438,6.3438
1.4,14,44,10,0.25,62.7617,6.27617
1.4,14,45,8,0.2,61.8676,7.73345
1.4,14,46,8,0.2,61.157,7.64463
1.4,14,47,8,0.2,60.7496,7.5937
1.4,14,48,8,0.2,60.0938,7.51173
1.4,14,49,8,0.2,59.4344,7.4293
1.4,14,50,8,0.2,58.8142,7.35177
1.4,14,51,8,0.2,58.2131,7.27664
1.4,14,52,8,0.2,57.6905,7.21131
1.4,14,53,8,0.2,57.216,7.152
1.4,14,54,8,0.2,56.7455,7.09319
1.4,14,55,8,0.2,56.3025,7.03781
1.4,14,56,8,0.2,55.819,6.97738
1.4,14,57,8,0.2,55.3473,6.91841
1.4,14,58,8,0.2,54.9694,6.87117
1.4,14,59,8,0.2,54.5932,6.82415
1.4,14,60,8,0.2,54.1426,6.76783
1.4,14,61,8,0.2,53.8468,6.73085
1.4,14,62,8,0.2,53.3477,6.66846
1.4,14,63,8,0.2,52.9677,6.62097
1.4,14,64,8,0.2,52.6227,6.57784
1.4,14,65,8,0.2,52.3379,6.54223
1.4,14,66,8,0.2,52.0863,6.51078
1.4,14,67,8,0.2,51.8339,6.47923
1.4,14,68,8,0.2,51.5301,6.44126
1.4,14,69,8,0.2,51.2114,6.40142
1.4,14,70,8,0.2,50.8311,6.35388
1.4,14,71,8,0.2,50.3915,6.29893
1.4,14,72,8,0.2,50.1332,6.26665
1.4,14,73,8,0.2,49.9168,6.2396
1.4,14,74,8,0.2,49.7269,6.21586
1.4,14,75,8,0.2,49.4338,6.17923
1.4,14,76,8,0.2,49.1172,6.13965
1.4,14,77,8,0.2,48.8353,6.10441
1.4,14,78,8,0.2,48.5754,6.07192
1.4,14,79,8,0.2,48.2939,6.03674
1.4,14,80,8,0.2,47.9877,5.99846
1.4,14,81,8,0.2,47.7576,5.9697
1.4,14,82,8,0.2,47.4634,5.93293
1.4,14,83,8,0.2,47.1274,5.89093
1.4,14,84,8,0.2,46.9113,5.86391
1.4,14,85,8,0.2,46.7165,5.83957
1.4,14,86,8,0.2,46.4527,5.80659
1.4,14,87,8,0.2,46.0901,5.76127
1.4,14,88,8,0.2,45.8963,5.73703
1.4,14,89,8,0.2,45.6733,5.70916
1.4,14,90,8,0.2,45.5018,5.68772
1.4,14,91,8,0.2,45.2837,5.66047
1.4,14,92,8,0.2,45.0829,5.63537
1.4,14,93,8,0.2,44.8985,5.61231
1.4,14,94,8,0.2,44.6671,5.58339
1.4,14,95,8,0.2,44.4477,5.55596
1.4,14,96,8,0.2,44.301,5.53762
1.4,14,97,8,0.2,44.0682,5.50852
1.4,14,98,8,0.2,43.9068,5.48835
1.4,14,99,8,0.2,43.693,5.46162
1.4,14,100,8,0.2,43.4026,5.42532
1.4,14,101,8,0.2,43.1726,5.39657
1.4,14,102,8,0.2,42.9826,5.37283
1.4,14,103,8,0.2,42.7877,5.34846
1.4,14,104,8,0.2,42.5571,5.31964
1.4,14,105,8,0.2,42.4145,5.30182
1.4,14,106,8,0.2,42.2585,5.28231
1.4,14,107,8,0.2,42.1231,5.26539
1.4,14,108,8,0.2,41.9106,5.23883
1.4,14,109,8,0.2,41.7067,5.21334
1.4,14,110,8,0.2,41.5633,5.19542
1.4,14,111,8,0.2,41.4616,5.18271
1.4,14,112,8,0.2,41.2809,5.16011
1.4,14,113,8,0.2,41.0946,5.13683
1.4,14,114,8,0.2,40.929,5.11613
1.4,14,115,8,0.2,40.7703,5.09629
1.4,14,116,8,0.2,40.6193,5.07741
1.4,14,117,8,0.2,40.4866,5.06082
1.4,14,118,8,0.2,40.3411,5.04264
1.4,14,119,8,0.2,40.185,5.02312
1.4,14,120,8,0.2,40.0236,5.00295
1.4,14,121,8,0.2,39.8606,4.98258
1.4,14,122,8,0.2,39.7186,4.96483
1.4,14,123,8,0.2,39.5927,4.94909
1.4,14,124,8,0.2,39.4457,4.93071
1.4,14,125,8,0.2,39.3302,4.91628
1.4,14,126,8,0.2,39.1936,4.89921
1.4,14,127,8,0.2,39.0444,4.88055
1.4,14,128,8,0.2,38.9068,4.86336
1.4,14,129,8,0.2,38.7773,4.84716
1.4,14,130,8,0.2,38.6862,4.83578
1.4,14,131,8,0.2,38.5226,4.81533
1.4,14,132,8,0.2,38.3557,4.79446
1.4,14,133,8,0.2,38.2621,4.78276
1.4,14,134,8,0.2,38.081,4.76012
1.4,14,135,8,0.2,37.9411,4.74263
1.4,14,136,8,0.2,37.789,4.72362
1.4,14,137,8,0.2,37.6826,4.71032
1.4,14,138,8,0.2,37.58,4.69749
1.4,14,139,8,0.2,37.4653,4.68316
1.4,14,140,8,0.2,37.2761,4.65951
1.4,14,141,8,0.2,37.0185,4.62731
1.4,14,142,8,0.2,36.9145,4.61432
1.4,14,143,8,0.2,36.7991,4.59988
1.4,14,144,8,0.2,36.7191,4.58988
1.4,14,145,8,0.2,36.6253,4.57816
1.4,14,146,8,0.2,36.5589,4.56987
1.4,14,147,8,0.2,36.4588,4.55735
1.4,14,148,8,0.2,36.3248,4.5406
1.4,14,149,8,0.2,36.224,4.528
1.4,14,150,8,0.2,36.1411,4.51764
1.4,14,151,8,0.2,36.0661,4.50826
1.4,14,152,8,0.2,35.9611,4.49514
1.4,14,153,8,0.2,35.8842,4.48553
1.4,14,154,8,0.2,35.7404,4.46755
1.4,14,155,8,0.2,35.6602,4.45752
1.4,14,156,8,0.2,35.5512,4.4439
1.4,14,157,8,0.2,35.4451,4.43063
1.4,14,158,8,0.2,35.3867,4.42334
1.4,14,159,8,0.2,35.2887,4.41108
1.4,14,160,8,0.2,35.1882,4.39852
1.4,14,161,8,0.2,35.1022,4.38777
1.4,14,162,8,0.2,35.021,4.37763
1.4,14,163,8,0.2,34.947,4.36837
1.4,14,164,8,0.2,34.8822,4.36027
1.4,14,165,8,0.2,34.7614,4.34518
1.4,14,166,8,0.2,34.7087,4.33859
1.4,14,167,8,0.2,34.6374,4.32968
1.4,14,168,8,0.2,34.5715,4.32144
1.4,14,169,8,0.2,34.4265,4.30331
1.4,14,170,8,0.2,34.3368,4.29211
1.4,14,171,8,0.2,34.2403,4.28004
1.4,14,172,8,0.2,34.1853,4.27316
1.4,14,173,8,0.2,34.1022,4.26277
1.4,14,174,8,0.2,34.0304,4.2538
1.4,14,175,8,0.2,33.9578,4.24472
1.4,14,176,8,0.2,33.8566,4.23207
1.4,14,177,8,0.2,33.7901,4.22376
1.4,14,178,8,0.2,33.7204,4.21505
1.4,14,179,8,0.2,33.6602,4.20752
1.4,14,180,8,0.2,33.5928,4.1991
1.4,14,181,8,0.2,33.5507,4.19384
1.4,14,182,8,0.2,33.4718,4.18398
1.4,14,183,8,0.2,33.383,4.17287
1.4,14,184,8,0.2,33.3303,4.16629
1.4,14,185,8,0.2,33.2835,4.16044
1.4,14,186,8,0.2,33.2036,4.15045
1.4,14,187,8,0.2,33.124,4.1405
1.4,14,188,8,0.2,33.0543,4.13179
1.4,14,189,8,0.2,33.0045,4.12557
1.4,14,190,8,0.2,32.9627,4.12034
1.4,14,191,8,0.2,32.9079,4.11349
1.4,14,192,8,0.2,32.855,4.10687
1.4,14,193,8,0.2,32.7874,4.09843
1.4,14,194,8,0.2,32.7354,4.09193
1.4,14,195,8,0.2,32.6689,4.08361
1.4,14,196,8,0.2,32.6244,4.07806
1.4,14,197,8,0.2,32.5751,4.07189
1.4,14,198,8,0.2,32.5046,4.06307
1.4,14,199,8,0.2,32.458,4.05725
1.4,14,200,8,0.2,32.4286,4.05357
1.4,15,0,22,0.55,438.33,19.9241
1.4,15,1,22,0.55,392.92,17.86
1.4,15,2,22,0.55,345.382,15.6992
1.4,15,3,22,0.55,311.317,14.1508
1.4,15,4,20,0.5,281.391,14.0696
1.4,15,5,18,0.45,255.788,14.2105
1.4,15,6,18,0.45,233.076,12.9486
1.4,15,7,18,0.45,213.181,11.8434
1.4,15,8,18,0.45,196.957,10.9421
1.4,15,9,14,0.35,181.578,12.9699
1.4,15,10,14,0.35,168.877,12.0626
1.4,15,11,14,0.35,157.449,11.2463
1.4,15,12,14,0.35,148.922,10.6373
1.4,15,13,14,0.35,139.808,9.98632
1.4,15,14,14,0.35,130.985,9.3561
1.4,15,15,14,0.35,124.288,8.87775
1.4,15,16,14,0.35,119.247,8.51763
1.4,15,17,14,0.35,114.283,8.16309
1.4,15,18,14,0.35,109.964,7.85457
1.4,15,19,14,0.35,106.546,7.61041
1.4,15,20,14,0.35,101.933,7.2809
1.4,15,21,14,0.35,99.5225,7.10875
1.4,15,22,14,0.35,96.3094,6.87924
1.4,15,23,14,0.35,92.7382,6.62416
1.4,15,24,14,0.35,90.0038,6.42885
1.4,15,25,14,0.35,88.1718,6.29799
1.4,15,26,14,0.35,85.3694,6.09782
1.4,15,27,14,0.35,83.1048,5.93606
1.4,15,28,14,0.35,81.5396,5.82426
1.4,15,29,14,0.35,79.6151,5.68679
1.4,15,30,14,0.35,77.7263,5.55188
1.4,15,31,14,0.35,76.2517,5.44655
1.4,15,32,14,0.35,74.9142,5.35101
1.4,15,33,14,0.35,73.8562,5.27544
1.4,15,34,14,0.35,72.931,5.20935
1.4,15,35,14,0.35,71.5487,5.11062
1.4,15,36,14,0.35,70.2814,5.0201
1.4,15,37,14,0.35,68.7423,4.91017
1.4,15,38,14,0.35,67.8363,4.84545
1.4,15,39,14,0.35,66.6237,4.75883
1.4,15,40,14,0.35,65.4789,4.67706
1.4,15,41,14,0.35,64.6962,4.62116
1.4,15,42,14,0.35,63.8944,4.56389
1.4,15,43,14,0.35,63.3161,4.52258
1.4,15,44,14,0.35,62.7551,4.4825
1.4,15,45,14,0.35,62.113,4.43664
1.4,15,46,14,0.35,61.5504,4.39646
1.4,15,47,14,0.35,60.9998,4.35713
1.4,15,48,14,0.35,60.3731,4.31236
1.4,15,49,14,0.35,59.8306,4.27362
1.4,15,50,14,0.35,59.0164,4.21546
1.4,15,51,14,0.35,58.6195,4.18711
1.4,15,52,14,0.35,58.0067,4.14334
1.4,15,53,14,0.35,57.5735,4.11239
1.4,15,54,14,0.35,57.1625,4.08304
1.4,15,55,14,0.35,56.6193,4.04424
1.4,15,56,14,0.35,56.2358,4.01684
1.4,15,57,14,0.35,55.7728,3.98377
1.4,15,58,14,0.35,55.4624,3.9616
1.4,15,59,14,0.35,54.9685,3.92632
1.4,15,60,14,0.35,54.6431,3.90308
1.4,15,61,14,0.35,54.0853,3.86324
1.4,15,62,14,0.35,53.8289,3.84492
1.4,15,63,14,0.35,53.5316,3.82368
1.4,15,64,14,0.35,53.2494,3.80353
1.4,15,65,14,0.35,53.0404,3.7886
1.4,15,66,14,0.35,52.8124,3.77232
1.4,15,67,14,0.35,52.5175,3.75125
1.4,15,68,14,0.35,52.2006,3.72862
1.4,15,69,14,0.35,51.9038,3.70742
1.4,15,70,14,0.35,51.6395,3.68853
1.4,15,71,14,0.35,51.3715,3.66939
1.4,15,72,14,0.35,51.1881,3.65629
1.4,15,73,14,0.35,51.0359,3.64542
1.4,15,74,14,0.35,50.8831,3.63451
1.4,15,75,14,0.35,50.7647,3.62605
1.4,15,76,14,0.35,50.4874,3.60624
1.4,15,77,14,0.35,50.3481,3.59629
1.4,15,78,14,0.35,50.1436,3.58169
1.4,15,79,14,0.35,49.974,3.56957
1.4,15,80,14,0.35,49.7883,3.5563
1.4,15,81,14,0.35,49.5829,3.54164
1.4,15,82,14,0.35,49.4218,3.53013
1.4,15,83,14,0.35,49.2913,3.52081
1.4,15,84,14,0.35,49.1939,3.51385
1.4,15,85,14,0.35,49.0218,3.50156
1.4,15,86,14,0.35,48.8711,3.49079
1.4,15,87,14,0.35,48.7012,3.47866
1.4,15,88,14,0.35,48.5856,3.4704
1.4,15,89,14,0.35,48.4902,3.46358
1.4,15,90,14,0.35,48.332,3.45228
1.4,15,91,14,0.35,48.184,3.44172
1.4,15,92,14,0.35,48.0705,3.43361
1.4,15,93,14,0.35,47.9641,3.42601
1.4,15,94,14,0.35,47.8009,3.41435
1.4,15,95,12,0.3,47.6619,3.97183
1.4,15,96,12,0.3,47.5543,3.96285
1.4,15,97,12,0.3,47.4283,3.95236
1.4,15,98,10,0.25,47.3079,4.73079
1.4,15,99,10,0.25,47.1942,4.71942
1.4,15,100,10,0.25,47.1103,4.71103
1.4,15,101,10,0.25,47.0034,4.70034
1.4,15,102,10,0.25,46.9107,4.69107
1.4,15,103,10,0.25,46.832,4.6832
1.4,15,104,10,0.25,46.7367,4.67367
1.4,15,105,10,0.25,46.6358,4.66358
1.4,15,106,10,0.25,46.5383,4.65383
1.4,15,107,10,0.25,46.4259,4.64259
1.4,15,108,10,0.25,46.3067,4.63067
1.4,15,109,10,0.25,46.1479,4.61479
1.4,15,110,10,0.25,46.0615,4.60615
1.4,15,111,10,0.25,45.9799,4.59799
1.4,15,112,10,0.25,45.8802,4.58802
1.4,15,113,10,0.25,45.801,4.5801
1.4,15,114,10,0.25,45.722,4.5722
1.4,15,115,10,0.25,45.6459,4.56459
1.4,15,116,10,0.25,45.5929,4.55929
1.4,15,117,10,0.25,45.527,4.5527
1.4,15,118,10,0.25,45.4125,4.54125
1.4,15,119,10,0.25,45.3315,4.53315
1.4,15,120,10,0.25,45.2419,4.52419
1.4,15,121,10,0.25,45.1508,4.51508
1.4,15,122,10,0.25,45.0575,4.50575
1.4,15,123,10,0.25,44.9459,4.49459
1.4,15,124,10,0.25,44.8581,4.48581
1.4,15,125,10,0.25,44.7573,4.47573
1.4,15,126,10,0.25,44.6498,4.46498
1.4,15,127,10,0.25,44.5898,4.45898
1.4,15,128,10,0.25,44.5244,4.45244
1.4,15,129,10,0.25,44.4583,4.44583
1.4,15,130,10,0.25,44.3582,4.43582
1.4,15,131,10,0.25,44.2468,4.42468
1.4,15,132,10,0.25,44.1475,4.41475
1.4,15,133,10,0.25,44.0841,4.40841
1.4,15,134,10,0.25,43.984,4.3984
1.4,15,135,10,0.25,43.9091,4.39091
1.4,15,136,10,0.25,43.8304,4.38304
1.4,15,137,10,0.25,43.7776,4.37776
1.4,15,138,10,0.25,43.6838,4.36838
1.4,15,139,10,0.25,43.6129,4.36129
1.4,15,140,10,0.25,43.5367,4.35367
1.4,15,141,10,0.25,43.4504,4.34504
1.4,15,142,10,0.25,43.3692,4.33692
1.4,15,143,10,0.25,43.2819,4.32819
1.4,15,144,10,0.25,43.2225,4.32225
1.4,15,145,10,0.25,43.1245,4.31245
1.4,15,146,10,0.25,43.043,4.3043
1.4,15,147,10,0.25,42.971,4.2971
1.4,15,148,10,0.25,42.8691,4.28691
1.4,15,149,10,0.25,42.7968,4.27968
1.4,15,150,10,0.25,42.7058,4.27058
1.4,15,151,10,0.25,42.6038,4.26038
1.4,15,152,10,0.25,42.5057,4.25057
1.4,15,153,10,0.25,42.4581,4.24581
1.4,15,154,10,0.25,42.3763,4.23763
1.4,15,155,10,0.25,42.279,4.2279
1.4,15,156,10,0.25,42.1863,4.21863
1.4,15,157,10,0.25,42.0997,4.20997
1.4,15,158,10,0.25,42.0318,4.20318
1.4,15,159,10,0.25,41.9935,4.19935
1.4,15,160,10,0.25,41.9296,4.19296
1.4,15,161,10,0.25,41.876,4.1876
1.4,15,162,10,0.25,41.8287,4.18287
1.4,15,163,10,0.25,41.7905,4.17905
1.4,15,164,10,0.25,41.7519,4.17519
1.4,15,165,10,0.25,41.6717,4.16717
1.4,15,166,10,0.25,41.6029,4.16029
1.4,15,167,10,0.25,41.5413,4.15413
1.4,15,168,10,0.25,41.4598,4.14598
1.4,15,169,10,0.25,41.3756,4.13756
1.4,15,170,10,0.25,41.3332,4.13332
1.4,15,171,10,0.25,41.2844,4.12844
1.4,15,172,10,0.25,41.216,4.1216
1.4,15,173,10,0.25,41.1361,4.11361
1.4,15,174,10,0.25,41.0846,4.10846
1.4,15,175,10,0.25,41.0246,4.10246
1.4,15,176,10,0.25,40.9573,4.09573
1.4,15,177,10,0.25,40.887,4.0887
1.4,15,178,10,0.25,40.8472,4.08472
1.4,15,179,10,0.25,40.7921,4.07921
1.4,15,180,10,0.25,40.7416,4.07416
1.4,15,181,10,0.25,40.658,4.0658
1.4,15,182,10,0.25,40.5762,4.05762
1.4,15,183,10,0.25,40.5235,4.05235
1.4,15,184,10,0.25,40.4697,4.04697
1.4,15,185,10,0.25,40.3683,4.03683
1.4,15,186,10,0.25,40.3248,4.03248
1.4,15,187,10,0.25,40.2194,4.02194
1.4,15,188,10,0.25,40.1381,4.01381
1.4,15,189,10,0.25,40.0605,4.00605
1.4,15,190,10,0.25,40.0094,4.00094
1.4,15,191,10,0.25,39.9489,3.99489
1.4,15,192,10,0.25,39.9297,3.99297
1.4,15,193,10,0.25,39.8661,3.98661
1.4,15,194,10,0.25,39.7954,3.97954
1.4,15,195,10,0.25,39.743,3.9743
1.4,15,196,10,0.25,39.707,3.9707
1.4,15,197,10,0.25,39.6629,3.96629
1.4,15,198,10,0.25,39.605,3.9605
1.4,15,199,10,0.25,39.5459,3.95459
1.4,15,200,10,0.25,39.4579,3.94579
1.4,16,0,36,0.9,468.262,13.0073
1.4,16,1,34,0.85,425.588,12.5173
1.4,16,2,32,0.8,377.592,11.7998
1.4,16,3,30,0.75,336.634,11.2211
1.4,16,4,30,0.75,304.997,10.1666
1.4,16,5,30,0.75,278.388,9.27961
1.4,16,6,30,0.75,253.187,8.43958
1.4,16,7,28,0.7,235.357,8.40562
1.4,16,8,28,0.7,215.72,7.70428
1.4,16,9,28,0.7,201.15,7.18393
1.4,16,10,28,0.7,187.481,6.69574
1.4,16,11,26,0.65,173.503,6.6732
1.4,16,12,24,0.6,161.235,6.71811
1.4,16,13,20,0.5,150.891,7.54457
1.4,16,14,20,0.5,141.903,7.09517
1.4,16,15,18,0.45,132.957,7.38649
1.4,16,16,18,0.45,124.644,6.92467
