eta,conf,n_cool,n_inst,density,action,s_per_inst
1.4,0,0,36,0.9,426.47,11.8464
1.4,0,1,32,0.8,378.606,11.8314
1.4,0,2,24,0.6,341.359,14.2233
1.4,0,3,24,0.6,304.86,12.7025
1.4,0,4,22,0.55,276.31,12.5595
1.4,0,5,18,0.45,252.446,14.0248
1.4,0,6,18,0.45,230.172,12.7873
1.4,0,7,16,0.4,210.842,13.1776
1.4,0,8,16,0.4,193.215,12.076
1.4,0,9,16,0.4,179.029,11.1893
1.4,0,10,16,0.4,167.083,10.4427
1.4,0,11,16,0.4,157.072,9.81698
1.4,0,12,16,0.4,149.365,9.33529
1.4,0,13,16,0.4,141.755,8.8597
1.4,0,14,16,0.4,135.634,8.47713
1.4,0,15,16,0.4,129.616,8.10101
1.4,0,16,14,0.35,125.452,8.96087
1.4,0,17,14,0.35,120.72,8.62285
1.4,0,18,14,0.35,117.011,8.35796
1.4,0,19,14,0.35,112.778,8.05558
1.4,0,20,14,0.35,108.493,7.74947
1.4,0,21,14,0.35,105.498,7.53555
1.4,0,22,14,0.35,103.077,7.36267
1.4,0,23,14,0.35,101.078,7.21988
1.4,0,24,14,0.35,98.8471,7.06051
1.4,0,25,14,0.35,96.904,6.92171
1.4,0,26,14,0.35,93.9643,6.71174
1.4,0,27,14,0.35,92.1178,6.57984
1.4,0,28,14,0.35,90.4335,6.45954
1.4,0,29,14,0.35,88.879,6.3485
1.4,0,30,14,0.35,87.1233,6.22309
1.4,0,31,14,0.35,85.6004,6.11431
1.4,0,32,14,0.35,83.5635,5.96882
1.4,0,33,14,0.35,82.4843,5.89173
1.4,0,34,14,0.35,81.1251,5.79465
1.4,0,35,14,0.35,79.7399,5.69571
1.4,0,36,14,0.35,78.7403,5.6243
1.4,0,37,14,0.35,77.4419,5.53157
1.4,0,38,14,0.35,76.4308,5.45934
1.4,0,39,14,0.35,75.5495,5.39639
1.4,0,40,14,0.35,74.6616,5.33297
1.4,0,41,14,0.35,73.7164,5.26546
1.4,0,42,14,0.35,72.8008,5.20006
1.4,0,43,14,0.35,72.0041,5.14315
1.4,0,44,14,0.35,71.0609,5.07578
1.4,0,45,14,0.35,70.3004,5.02146
1.4,0,46,14,0.35,69.7126,4.97947
1.4,0,47,14,0.35,69.148,4.93914
1.4,0,48,14,0.35,68.5553,4.89681
1.4,0,49,14,0.35,67.8785,4.84846
1.4,0,50,14,0.35,67.3715,4.81225
1.4,0,51,14,0.35,66.6674,4.76196
1.4,0,52,14,0.35,66.1496,4.72497
1.4,0,53,14,0.35,65.6576,4.68983
1.4,0,54,14,0.35,65.1746,4.65533
1.4,0,55,14,0.35,64.7561,4.62544
1.4,0,56,14,0.35,64.2684,4.5906
1.4,0,57,14,0.35,63.578,4.54128
1.4,0,58,14,0.35,63.1603,4.51145
1.4,0,59,14,0.35,62.713,4.4795
1.4,0,60,14,0.35,62.377,4.4555
1.4,0,61,14,0.35,61.9107,4.42219
1.4,0,62,14,0.35,61.4184,4.38703
1.4,0,63,14,0.35,61.0266,4.35904
1.4,0,64,14,0.35,60.6969,4.33549
1.4,0,65,14,0.35,60.3435,4.31025
1.4,0,66,14,0.35,60.0649,4.29035
1.4,0,67,14,0.35,59.7306,4.26647
1.4,0,68,14,0.35,59.3717,4.24084
1.4,0,69,14,0.35,59.0759,4.21971
1.4,0,70,14,0.35,58.7387,4.19562
1.4,0,71,14,0.35,58.4911,4.17793
1.4,0,72,14,0.35,58.1661,4.15472
1.4,0,73,14,0.35,57.8216,4.13011
1.4,0,74,14,0.35,57.5098,4.10785
1.4,0,75,14,0.35,57.2565,4.08975
1.4,0,76,14,0.35,57.0028,4.07163
1.4,0,77,14,0.35,56.7892,4.05637
1.4,0,78,14,0.35,56.496,4.03543
1.4,0,79,14,0.35,56.1951,4.01394
1.4,0,80,14,0.35,56.0171,4.00122
1.4,0,81,14,0.35,55.7055,3.97896
1.4,0,82,14,0.35,55.4362,3.95973
1.4,0,83,12,0.3,55.1442,4.59535
1.4,0,84,12,0.3,54.9508,4.57923
1.4,0,85,12,0.3,54.7023,4.55853
1.4,0,86,12,0.3,54.5047,4.54206
1.4,0,87,12,0.3,54.3649,4.53041
1.4,0,88,12,0.3,54.1473,4.51227
1.4,0,89,12,0.3,53.8743,4.48953
1.4,0,90,12,0.3,53.7137,4.47614
1.4,0,91,12,0.3,53.5197,4.45998
1.4,0,92,12,0.3,53.3,4.44167
1.4,0,93,12,0.3,53.0979,4.42483
1.4,0,94,12,0.3,52.9221,4.41017
1.4,0,95,12,0.3,52.7069,4.39224
1.4,0,96,12,0.3,52.545,4.37875
1.4,0,97,12,0.3,52.3856,4.36546
1.4,0,98,12,0.3,52.1571,4.34643
1.4,0,99,12,0.3,51.9652,4.33044
1.4,0,100,12,0.3,51.8247,4.31873
1.4,0,101,12,0.3,51.6677,4.30564
1.4,0,102,12,0.3,51.4838,4.29032
1.4,0,103,12,0.3,51.2945,4.27454
1.4,0,104,12,0.3,51.136,4.26134
1.4,0,105,12,0.3,50.9226,4.24355
1.4,0,106,12,0.3,50.7753,4.23127
1.4,0,107,12,0.3,50.6345,4.21954
1.4,0,108,12,0.3,50.4211,4.20175
1.4,0,109,12,0.3,50.219,4.18491
1.4,0,110,12,0.3,50.0491,4.17076
1.4,0,111,12,0.3,49.8797,4.15664
1.4,0,112,12,0.3,49.7408,4.14507
1.4,0,113,12,0.3,49.5643,4.13036
1.4,0,114,12,0.3,49.468,4.12233
1.4,0,115,12,0.3,49.3164,4.1097
1.4,0,116,12,0.3,49.1041,4.09201
1.4,0,117,12,0.3,48.9348,4.0779
1.4,0,118,12,0.3,48.7313,4.06094
1.4,0,119,12,0.3,48.5103,4.04252
1.4,0,120,12,0.3,48.3749,4.03124
1.4,0,121,12,0.3,48.2274,4.01895
1.4,0,122,12,0.3,48.1015,4.00845
1.4,0,123,12,0.3,47.983,3.99859
1.4,0,124,12,0.3,47.8974,3.99145
1.4,0,125,12,0.3,47.7652,3.98043
1.4,0,126,12,0.3,47.6342,3.96952
1.4,0,127,12,0.3,47.5199,3.95999
1.4,0,128,12,0.3,47.3821,3.94851
1.4,0,129,12,0.3,47.2604,3.93837
1.4,0,130,12,0.3,47.1623,3.93019
1.4,0,131,12,0.3,47.0561,3.92134
1.4,0,132,12,0.3,46.9209,3.91007
1.4,0,133,12,0.3,46.8143,3.90119
1.4,0,134,12,0.3,46.7354,3.89461
1.4,0,135,12,0.3,46.5697,3.88081
1.4,0,136,12,0.3,46.4635,3.87196
1.4,0,137,12,0.3,46.3423,3.86186
1.4,0,138,12,0.3,46.213,3.85108
1.4,0,139,12,0.3,46.1144,3.84287
1.4,0,140,12,0.3,46.0204,3.83503
1.4,0,141,12,0.3,45.9139,3.82616
1.4,0,142,12,0.3,45.8432,3.82027
1.4,0,143,12,0.3,45.7415,3.81179
1.4,0,144,12,0.3,45.5774,3.79812
1.4,0,145,12,0.3,45.468,3.789
1.4,0,146,12,0.3,45.3612,3.7801
1.4,0,147,12,0.3,45.2437,3.77031
1.4,0,148,12,0.3,45.1472,3.76226
1.4,0,149,12,0.3,45.0505,3.75421
1.4,0,150,12,0.3,44.9189,3.74324
1.4,0,151,12,0.3,44.8356,3.7363
1.4,0,152,12,0.3,44.7021,3.72518
1.4,0,153,12,0.3,44.6295,3.71913
1.4,0,154,12,0.3,44.5369,3.71141
1.4,0,155,12,0.3,44.447,3.70392
1.4,0,156,12,0.3,44.3057,3.69214
1.4,0,157,12,0.3,44.1906,3.68255
1.4,0,158,12,0.3,44.0884,3.67403
1.4,0,159,10,0.25,43.9656,4.39656
1.4,0,160,8,0.2,43.8345,5.47931
1.4,0,161,8,0.2,43.7679,5.47099
1.4,0,162,8,0.2,43.6689,5.45861
1.4,0,163,8,0.2,43.5643,5.44554
1.4,0,164,8,0.2,43.5066,5.43833
1.4,0,165,8,0.2,43.4472,5.4309
1.4,0,166,8,0.2,43.3611,5.42014
1.4,0,167,8,0.2,43.2891,5.41114
1.4,0,168,8,0.2,43.2267,5.40333
1.4,0,169,8,0.2,43.1211,5.39013
1.4,0,170,8,0.2,43.0395,5.37993
1.4,0,171,8,0.2,42.9514,5.36892
1.4,0,172,8,0.2,42.8735,5.35919
1.4,0,173,8,0.2,42.731,5.34138
1.4,0,174,8,0.2,42.6253,5.32816
1.4,0,175,8,0.2,42.5445,5.31807
1.4,0,176,8,0.2,42.4241,5.30301
1.4,0,177,8,0.2,42.2737,5.28422
1.4,0,178,8,0.2,42.1711,5.27138
1.4,0,179,8,0.2,42.0309,5.25386
1.4,0,180,8,0.2,41.9459,5.24324
1.4,0,181,8,0.2,41.8743,5.23428
1.4,0,182,8,0.2,41.754,5.21924
1.4,0,183,8,0.2,41.6745,5.20932
1.4,0,184,8,0.2,41.5556,5.19444
1.4,0,185,8,0.2,41.4817,5.18521
1.4,0,186,8,0.2,41.3556,5.16945
1.4,0,187,8,0.2,41.2711,5.15888
1.4,0,188,8,0.2,41.2195,5.15244
1.4,0,189,8,0.2,41.1412,5.14265
1.4,0,190,8,0.2,41.0497,5.13121
1.4,0,191,8,0.2,40.9918,5.12398
1.4,0,192,8,0.2,40.9055,5.11319
1.4,0,193,8,0.2,40.8395,5.10494
1.4,0,194,8,0.2,40.7138,5.08922
1.4,0,195,8,0.2,40.6132,5.07665
1.4,0,196,8,0.2,40.5031,5.06289
1.4,0,197,8,0.2,40.4301,5.05376
1.4,0,198,8,0.2,40.3699,5.04623
1.4,0,199,8,0.2,40.3019,5.03774
1.4,0,200,8,0.2,40.2172,5.02715
1.4,1,0,54,1.35,454.595,8.41842
1.4,1,1,48,1.2,404.859,8.43456
1.4,1,2,48,1.2,364.186,7.58721
1.4,1,3,46,1.15,326.608,7.10017
1.4,1,4,42,1.05,292.051,6.95359
1.4,1,5,36,0.9,268.42,7.45612
1.4,1,6,36,0.9,245.705,6.82513
1.4,1,7,34,0.85,226.228,6.65378
1.4,1,8,32,0.8,210.318,6.57243
1.4,1,9,32,0.8,196.154,6.12981
1.4,1,10,30,0.75,183.502,6.11673
1.4,1,11,26,0.65,172.938,6.65144
1.4,1,12,24,0.6,163.144,6.79766
1.4,1,13,24,0.6,153.048,6.377
1.4,1,14,22,0.55,144.015,6.54615
1.4,1,15,20,0.5,135.639,6.78197
1.4,1,16,18,0.45,128.525,7.1403
1.4,1,17,18,0.45,123.323,6.85128
1.4,1,18,18,0.45,117.452,6.52509
1.4,1,19,18,0.45,112.564,6.25353
1.4,1,20,18,0.45,107.607,5.97818
1.4,1,21,18,0.45,103.272,5.73736
1.4,1,22,18,0.45,100.476,5.58198
1.4,1,23,18,0.45,97.7269,5.42927
1.4,1,24,18,0.45,94.6904,5.26058
1.4,1,25,18,0.45,92.4799,5.13777
1.4,1,26,18,0.45,90.6916,5.03842
1.4,1,27,18,0.45,88.7003,4.9278
1.4,1,28,18,0.45,86.9909,4.83283
1.4,1,29,16,0.4,85.0435,5.31522
1.4,1,30,16,0.4,83.4689,5.21681
1.4,1,31,16,0.4,82.1761,5.13601
1.4,1,32,16,0.4,80.8247,5.05154
1.4,1,33,16,0.4,79.6405,4.97753
1.4,1,34,16,0.4,78.6432,4.9152
1.4,1,35,16,0.4,77.5072,4.8442
1.4,1,36,16,0.4,76.3957,4.77473
1.4,1,37,16,0.4,75.3175,4.70734
1.4,1,38,16,0.4,74.4158,4.65099
1.4,1,39,16,0.4,73.7005,4.60628
1.4,1,40,16,0.4,72.812,4.55075
1.4,1,41,16,0.4,71.8779,4.49237
1.4,1,42,16,0.4,71.1236,4.44523
1.4,1,43,16,0.4,70.4945,4.40591
1.4,1,44,16,0.4,69.6427,4.35267
1.4,1,45,16,0.4,69.0494,4.31558
1.4,1,46,16,0.4,68.3384,4.27115
1.4,1,47,16,0.4,67.7641,4.23525
1.4,1,48,16,0.4,67.0413,4.19008
1.4,1,49,16,0.4,66.5795,4.16122
1.4,1,50,16,0.4,66.072,4.1295
1.4,1,51,16,0.4,65.6296,4.10185
1.4,1,52,16,0.4,65.1812,4.07383
1.4,1,53,16,0.4,64.6886,4.04304
1.4,1,54,16,0.4,64.2806,4.01754
1.4,1,55,16,0.4,63.9294,3.99559
1.4,1,56,16,0.4,63.5699,3.97312
1.4,1,57,16,0.4,63.2412,3.95258
1.4,1,58,16,0.4,62.9088,3.9318
1.4,1,59,14,0.35,62.6061,4.47187
1.4,1,60,16,0.4,62.3229,3.89518
1.4,1,61,16,0.4,62.0337,3.87711
1.4,1,62,14,0.35,61.6337,4.40241
1.4,1,63,14,0.35,61.2683,4.37631
1.4,1,64,14,0.35,61.0012,4.35723
1.4,1,65,14,0.35,60.7184,4.33703
1.4,1,66,14,0.35,60.3902,4.31359
1.4,1,67,12,0.3,60.2129,5.01774
1.4,1,68,12,0.3,59.8804,4.99003
1.4,1,69,12,0.3,59.6757,4.97298
1.4,1,70,12,0.3,59.4188,4.95157
1.4,1,71,12,0.3,59.2042,4.93368
1.4,1,72,12,0.3,59.0185,4.9182
1.4,1,73,12,0.3,58.7721,4.89767
1.4,1,74,12,0.3,58.4952,4.8746
1.4,1,75,12,0.3,58.2897,4.85748
1.4,1,76,12,0.3,57.9138,4.82615
1.4,1,77,12,0.3,57.5994,4.79995
1.4,1,78,12,0.3,57.4284,4.7857
1.4,1,79,12,0.3,57.1389,4.76157
1.4,1,80,12,0.3,56.8981,4.74151
1.4,1,81,12,0.3,56.7388,4.72824
1.4,1,82,12,0.3,56.6144,4.71787
1.4,1,83,12,0.3,56.4603,4.70503
1.4,1,84,12,0.3,56.3605,4.69671
1.4,1,85,12,0.3,56.1905,4.68254
1.4,1,86,12,0.3,55.99,4.66583
1.4,1,87,12,0.3,55.7735,4.6478
1.4,1,88,12,0.3,55.5522,4.62935
1.4,1,89,12,0.3,55.4048,4.61707
1.4,1,90,12,0.3,55.2205,4.6017
1.4,1,91,12,0.3,55.0618,4.58848
1.4,1,92,12,0.3,54.8626,4.57188
1.4,1,93,12,0.3,54.6888,4.5574
1.4,1,94,12,0.3,54.4976,4.54147
1.4,1,95,12,0.3,54.3316,4.52764
1.4,1,96,12,0.3,54.2165,4.51805
1.4,1,97,12,0.3,54.0583,4.50486
1.4,1,98,12,0.3,53.8342,4.48619
1.4,1,99,12,0.3,53.6789,4.47324
1.4,1,100,12,0.3,53.469,4.45575
1.4,1,101,12,0.3,53.38,4.44834
1.4,1,102,12,0.3,53.2475,4.43729
1.4,1,103,12,0.3,53.081,4.42342
1.4,1,104,12,0.3,52.8799,4.40666
1.4,1,105,14,0.35,52.7439,3.76742
1.4,1,106,12,0.3,52.5983,4.38319
1.4,1,107,12,0.3,52.4008,4.36673
1.4,1,108,12,0.3,52.2086,4.35072
1.4,1,109,12,0.3,52.0171,4.33476
1.4,1,110,10,0.25,51.8818,5.18818
1.4,1,111,10,0.25,51.7073,5.17073
1.4,1,112,10,0.25,51.5889,5.15889
1.4,1,113,10,0.25,51.5029,5.15029
1.4,1,114,10,0.25,51.3494,5.13494
1.4,1,115,10,0.25,51.212,5.1212
1.4,1,116,10,0.25,51.0842,5.10842
1.4,1,117,10,0.25,50.9513,5.09513
1.4,1,118,10,0.25,50.8207,5.08207
1.4,1,119,10,0.25,50.6639,5.06639
1.4,1,120,10,0.25,50.5791,5.05791
1.4,1,121,10,0.25,50.3977,5.03977
1.4,1,122,10,0.25,50.2591,5.02591
1.4,1,123,10,0.25,50.1307,5.01307
1.4,1,124,10,0.25,50.0324,5.00324
1.4,1,125,10,0.25,49.928,4.9928
1.4,1,126,10,0.25,49.8336,4.98336
1.4,1,127,10,0.25,49.743,4.9743
1.4,1,128,10,0.25,49.677,4.9677
1.4,1,129,10,0.25,49.5228,4.95228
1.4,1,130,10,0.25,49.4076,4.94076
1.4,1,131,10,0.25,49.2963,4.92963
1.4,1,132,10,0.25,49.1884,4.91884
1.4,1,133,10,0.25,49.0862,4.90862
1.4,1,134,10,0.25,48.956,4.8956
1.4,1,135,10,0.25,48.8477,4.88477
1.4,1,136,10,0.25,48.7042,4.87042
1.4,1,137,10,0.25,48.6068,4.86068
1.4,1,138,10,0.25,48.5471,4.85471
1.4,1,139,10,0.25,48.4439,4.84439
1.4,1,140,10,0.25,48.3461,4.83461
1.4,1,141,10,0.25,48.2609,4.82609
1.4,1,142,10,0.25,48.0895,4.80895
1.4,1,143,10,0.25,47.9569,4.79569
1.4,1,144,10,0.25,47.8126,4.78126
1.4,1,145,10,0.25,47.7094,4.77094
1.4,1,146,10,0.25,47.6119,4.76119
1.4,1,147,10,0.25,47.4983,4.74983
1.4,1,148,10,0.25,47.4293,4.74293
1.4,1,149,10,0.25,47.3159,4.73159
1.4,1,150,10,0.25,47.2083,4.72083
1.4,1,151,10,0.25,47.1077,4.71077
1.4,1,152,10,0.25,46.9927,4.69927
1.4,1,153,10,0.25,46.8525,4.68525
1.4,1,154,10,0.25,46.7331,4.67331
1.4,1,155,10,0.25,46.6434,4.66434
1.4,1,156,10,0.25,46.552,4.6552
1.4,1,157,10,0.25,46.4135,4.64135
1.4,1,158,10,0.25,46.3519,4.63519
1.4,1,159,8,0.2,46.2266,5.77832
1.4,1,160,8,0.2,46.133,5.76663
1.4,1,161,8,0.2,46.0537,5.75671
1.4,1,162,8,0.2,45.9827,5.74784
1.4,1,163,8,0.2,45.902,5.73775
1.4,1,164,8,0.2,45.8431,5.73039
1.4,1,165,8,0.2,45.7626,5.72033
1.4,1,166,8,0.2,45.7116,5.71395
1.4,1,167,8,0.2,45.6272,5.7034
1.4,1,168,8,0.2,45.5952,5.6994
1.4,1,169,8,0.2,45.4788,5.68486
1.4,1,170,8,0.2,45.3837,5.67296
1.4,1,171,8,0.2,45.292,5.6615
1.4,1,172,8,0.2,45.2076,5.65095
1.4,1,173,8,0.2,45.1456,5.64321
1.4,1,174,8,0.2,45.0202,5.62752
1.4,1,175,8,0.2,44.9606,5.62008
1.4,1,176,8,0.2,44.9035,5.61294
1.4,1,177,8,0.2,44.8245,5.60306
1.4,1,178,8,0.2,44.7639,5.59549
1.4,1,179,8,0.2,44.6893,5.58616
1.4,1,180,8,0.2,44.5994,5.57492
1.4,1,181,8,0.2,44.5293,5.56616
1.4,1,182,8,0.2,44.4429,5.55537
1.4,1,183,8,0.2,44.309,5.53862
1.4,1,184,8,0.2,44.233,5.52913
1.4,1,185,8,0.2,44.1683,5.52104
1.4,1,186,8,0.2,44.0235,5.50294
1.4,1,187,8,0.2,43.9053,5.48817
1.4,1,188,8,0.2,43.7808,5.4726
1.4,1,189,8,0.2,43.7377,5.46721
1.4,1,190,8,0.2,43.6407,5.45509
1.4,1,191,8,0.2,43.5486,5.44358
1.4,1,192,8,0.2,43.4839,5.43549
1.4,1,193,8,0.2,43.4047,5.42558
1.4,1,194,8,0.2,43.3374,5.41717
1.4,1,195,8,0.2,43.2371,5.40463
1.4,1,196,8,0.2,43.1267,5.39083
1.4,1,197,8,0.2,43.0787,5.38483
1.4,1,198,8,0.2,42.9966,5.37457
1.4,1,199,8,0.2,42.9279,5.36598
1.4,1,200,8,0.2,42.8495,5.35618
1.4,2,0,26,0.65,458.414,17.6313
1.4,2,1,26,0.65,416.832,16.032
1.4,2,2,26,0.65,372.162,14.3139
1.4,2,3,24,0.6,334.714,13.9464
1.4,2,4,22,0.55,301.013,13.6824
1.4,2,5,22,0.55,274.462,12.4755
1.4,2,6,22,0.55,251.067,11.4122
1.4,2,7,22,0.55,229.22,10.4191
1.4,2,8,20,0.5,214.788,10.7394
1.4,2,9,20,0.5,200.029,10.0015
1.4,2,10,18,0.45,183.885,10.2158
1.4,2,11,18,0.45,172.715,9.5953
1.4,2,12,18,0.45,161.073,8.94852
1.4,2,13,18,0.45,151.106,8.39476
1.4,2,14,18,0.45,143.56,7.97558
1.4,2,15,14,0.35,136.421,9.74436
1.4,2,16,14,0.35,129.581,9.25579
1.4,2,17,14,0.35,123.476,8.8197
1.4,2,18,14,0.35,118.513,8.46521
1.4,2,19,14,0.35,114.181,8.15578
1.4,2,20,14,0.35,110.051,7.86081
1.4,2,21,14,0.35,106.609,7.61492
1.4,2,22,14,0.35,103,7.35712
1.4,2,23,14,0.35,100.15,7.15354
1.4,2,24,14,0.35,97.588,6.97057
1.4,2,25,14,0.35,95.0098,6.78641
1.4,2,26,14,0.35,92.8839,6.63457
1.4,2,27,14,0.35,91.1717,6.51226
1.4,2,28,14,0.35,89.059,6.36136
1.4,2,29,14,0.35,87.0251,6.21608
1.4,2,30,14,0.35,85.7603,6.12574
1.4,2,31,14,0.35,84.4425,6.03161
1.4,2,32,14,0.35,82.8706,5.91933
1.4,2,33,14,0.35,81.641,5.8315
1.4,2,34,14,0.35,80.4417,5.74584
1.4,2,35,14,0.35,79.5314,5.68081
1.4,2,36,14,0.35,78.2776,5.59126
1.4,2,37,14,0.35,77.3502,5.52502
1.4,2,38,14,0.35,76.2587,5.44705
1.4,2,39,14,0.35,75.3492,5.38208
1.4,2,40,14,0.35,74.527,5.32335
1.4,2,41,14,0.35,73.728,5.26629
1.4,2,42,14,0.35,72.8275,5.20196
1.4,2,43,14,0.35,71.9556,5.13969
1.4,2,44,14,0.35,71.4012,5.10009
1.4,2,45,14,0.35,70.6798,5.04856
1.4,2,46,14,0.35,70.2327,5.01662
1.4,2,47,14,0.35,69.5975,4.97125
1.4,2,48,14,0.35,68.9085,4.92203
1.4,2,49,14,0.35,68.2842,4.87745
1.4,2,50,14,0.35,67.7457,4.83898
1.4,2,51,14,0.35,67.2426,4.80304
1.4,2,52,14,0.35,66.7473,4.76767
1.4,2,53,14,0.35,66.1507,4.72505
1.4,2,54,14,0.35,65.5473,4.68195
1.4,2,55,14,0.35,65.1424,4.65303
1.4,2,56,14,0.35,64.8144,4.6296
1.4,2,57,14,0.35,64.3247,4.59462
1.4,2,58,14,0.35,63.965,4.56893
1.4,2,59,14,0.35,63.5579,4.53985
1.4,2,60,14,0.35,63.214,4.51528
1.4,2,61,14,0.35,62.7611,4.48293
1.4,2,62,14,0.35,62.4955,4.46396
1.4,2,63,12,0.3,62.1258,5.17715
1.4,2,64,12,0.3,61.8669,5.15557
1.4,2,65,12,0.3,61.4622,5.12185
1.4,2,66,12,0.3,61.1671,5.09726
1.4,2,67,12,0.3,60.8914,5.07428
1.4,2,68,12,0.3,60.5959,5.04966
1.4,2,69,12,0.3,60.3341,5.02784
1.4,2,70,12,0.3,59.9715,4.99762
1.4,2,71,12,0.3,59.7745,4.98121
1.4,2,72,12,0.3,59.4402,4.95335
1.4,2,73,12,0.3,59.2855,4.94046
1.4,2,74,12,0.3,59.0864,4.92386
1.4,2,75,12,0.3,58.7779,4.89816
1.4,2,76,12,0.3,58.516,4.87633
1.4,2,77,12,0.3,58.3199,4.85999
1.4,2,78,12,0.3,58.1354,4.84462
1.4,2,79,12,0.3,57.8988,4.8249
1.4,2,80,12,0.3,57.7397,4.81164
1.4,2,81,12,0.3,57.5622,4.79685
1.4,2,82,12,0.3,57.3643,4.78036
1.4,2,83,12,0.3,57.1675,4.76396
1.4,2,84,12,0.3,56.9801,4.74834
1.4,2,85,12,0.3,56.836,4.73633
1.4,2,86,12,0.3,56.6286,4.71905
1.4,2,87,12,0.3,56.4895,4.70746
1.4,2,88,12,0.3,56.3195,4.69329
1.4,2,89,12,0.3,56.0838,4.67365
1.4,2,90,12,0.3,55.9093,4.65911
1.4,2,91,12,0.3,55.7336,4.64447
1.4,2,92,12,0.3,55.5046,4.62538
1.4,2,93,12,0.3,55.3767,4.61472
1.4,2,94,12,0.3,55.21,4.60083
1.4,2,95,12,0.3,55.0728,4.5894
1.4,2,96,12,0.3,54.8645,4.57204
1.4,2,97,12,0.3,54.7155,4.55962
1.4,2,98,12,0.3,54.5575,4.54646
1.4,2,99,12,0.3,54.3441,4.52867
1.4,2,100,12,0.3,54.1086,4.50905
1.4,2,101,12,0.3,53.989,4.49908
1.4,2,102,12,0.3,53.8382,4.48652
1.4,2,103,12,0.3,53.6878,4.47399
1.4,2,104,12,0.3,53.6135,4.46779
1.4,2,105,12,0.3,53.4284,4.45237
1.4,2,106,12,0.3,53.3405,4.44504
1.4,2,107,12,0.3,53.1907,4.43256
1.4,2,108,12,0.3,53.0828,4.42357
1.4,2,109,12,0.3,52.9293,4.41078
1.4,2,110,12,0.3,52.7971,4.39976
1.4,2,111,12,0.3,52.6694,4.38911
1.4,2,112,12,0.3,52.5081,4.37568
1.4,2,113,12,0.3,52.4469,4.37057
1.4,2,114,12,0.3,52.3417,4.36181
1.4,2,115,12,0.3,52.2503,4.35419
1.4,2,116,12,0.3,52.1546,4.34621
1.4,2,117,12,0.3,52.0187,4.33489
1.4,2,118,12,0.3,51.8927,4.32439
1.4,2,119,12,0.3,51.805,4.31708
1.4,2,120,12,0.3,51.6514,4.30428
1.4,2,121,12,0.3,51.5192,4.29327
1.4,2,122,12,0.3,51.3929,4.28274
1.4,2,123,12,0.3,51.3171,4.27643
1.4,2,124,12,0.3,51.2349,4.26957
1.4,2,125,12,0.3,51.1582,4.26318
1.4,2,126,12,0.3,51.0574,4.25479
1.4,2,127,12,0.3,50.9886,4.24905
1.4,2,128,12,0.3,50.9025,4.24188
1.4,2,129,12,0.3,50.7788,4.23156
1.4,2,130,12,0.3,50.6547,4.22122
1.4,2,131,12,0.3,50.5325,4.21104
1.4,2,132,12,0.3,50.4505,4.20421
1.4,2,133,12,0.3,50.3724,4.1977
1.4,2,134,12,0.3,50.3171,4.19309
1.4,2,135,12,0.3,50.2326,4.18605
1.4,2,136,12,0.3,50.1669,4.18058
1.4,2,137,12,0.3,49.9832,4.16526
1.4,2,138,12,0.3,49.9073,4.15894
1.4,2,139,12,0.3,49.8379,4.15316
1.4,2,140,12,0.3,49.7647,4.14705
1.4,2,141,12,0.3,49.6686,4.13905
1.4,2,142,12,0.3,49.5371,4.12809
1.4,2,143,12,0.3,49.4284,4.11903
1.4,2,144,12,0.3,49.321,4.11008
1.4,2,145,12,0.3,49.2719,4.10599
1.4,2,146,12,0.3,49.1735,4.09779
1.4,2,147,12,0.3,49.0725,4.08937
1.4,2,148,12,0.3,49.0011,4.08343
1.4,2,149,12,0.3,48.9315,4.07763
1.4,2,150,12,0.3,48.8084,4.06737
1.4,2,151,12,0.3,48.6851,4.05709
1.4,2,152,12,0.3,48.6184,4.05153
1.4,2,153,12,0.3,48.5724,4.0477
1.4,2,154,12,0.3,48.5015,4.04179
1.4,2,155,12,0.3,48.4438,4.03698
1.4,2,156,12,0.3,48.3753,4.03128
1.4,2,157,12,0.3,48.2844,4.0237
1.4,2,158,12,0.3,48.2176,4.01814
1.4,2,159,12,0.3,48.1735,4.01446
1.4,2,160,12,0.3,48.1078,4.00899
1.4,2,161,12,0.3,48.0219,4.00183
1.4,2,162,12,0.3,47.924,3.99367
1.4,2,163,12,0.3,47.8648,3.98873
1.4,2,164,12,0.3,47.7983,3.98319
1.4,2,165,12,0.3,47.7339,3.97782
1.4,2,166,12,0.3,47.6419,3.97016
1.4,2,167,12,0.3,47.5651,3.96376
1.4,2,168,12,0.3,47.5004,3.95837
1.4,2,169,12,0.3,47.4357,3.95298
1.4,2,170,12,0.3,47.3771,3.94809
1.4,2,171,12,0.3,47.2941,3.94118
1.4,2,172,12,0.3,47.2263,3.93553
1.4,2,173,12,0.3,47.1431,3.92859
1.4,2,174,12,0.3,47.1003,3.92502
1.4,2,175,12,0.3,47.054,3.92116
1.4,2,176,12,0.3,47.0053,3.91711
1.4,2,177,12,0.3,46.9282,3.91069
1.4,2,178,12,0.3,46.8964,3.90803
1.4,2,179,12,0.3,46.8336,3.9028
1.4,2,180,12,0.3,46.7762,3.89802
1.4,2,181,12,0.3,46.7141,3.89284
1.4,2,182,12,0.3,46.6545,3.88787
1.4,2,183,12,0.3,46.5888,3.8824
1.4,2,184,12,0.3,46.5483,3.87902
