step,S
422,29.035301549038042
423,29.033870707873056
424,29.03262630957252
425,29.031664387645932
426,29.03073635478483
427,29.029806442842304
428,29.028874104506315
429,29.027973927980206
430,29.02721708928502
431,29.026939862126504
432,29.02473835122168
433,29.023952852600956
434,29.02324065380526
435,29.022501460126733
436,29.021722482324396
437,29.0208996124519
438,29.020029756674717
439,29.019109821464035
440,29.018136527877086
441,29.01710635568176
442,29.01601551108225
443,29.014859898544543
444,29.01363509387859
445,29.01233632363172
446,29.010958474860217
447,29.009496237378386
448,29.00794484578202
449,29.00630378066328
450,29.004596655762903
451,29.002989894531265
452,29.0025861910149
453,29.00081859926733
454,28.999432368298386
455,28.99820348311213
456,28.99708938274991
457,28.996168580419962
458,28.995723531320923
459,28.99264328077332
460,28.99175955090592
461,28.990917815625238
462,28.99003442423104
463,28.989101443871455
464,28.988115240224463
465,28.987072337146166
466,28.98596904603368
467,28.98480140093327
468,28.983565125192143
469,28.98225559989539
470,28.98086782958171
471,28.979396404034137
472,28.977835455427588
473,28.976178610175577
474,28.97441893491213
475,28.972548876676342
476,28.970560200646716
477,28.968443945699168
478,28.96619051205916
479,28.9637905707674
480,28.96124139937058
481,28.95859293751881
482,28.956319328130718
483,28.954669167592165
484,28.95306262089592
485,28.951516269675103
486,28.950157833770398
487,28.94937676919409
488,28.94584799161863
489,28.944603457370953
490,28.943418459622166
491,28.942175970497118
492,28.940862759856305
493,28.939473116890575
494,28.93800179877018
495,28.93644327459669
496,28.934791586763723
497,28.9330402885374
498,28.93118238944445
499,28.929210296987762
500,28.92711575177478
501,28.924889754790282
502,28.92252248650225
503,28.920003220535968
504,28.91732024823412
505,28.9144608961142
506,28.91141206603208
507,28.90816376399188
508,28.904731329192362
509,28.90130808259404
510,28.899436882642256
511,28.896833042803152
512,28.8945486237984
513,28.892537454467735
514,28.89102495431466
515,28.89075248081518
516,28.883699851057393
517,28.88192636985068
518,28.880291910134407
519,28.878578561823197
520,28.876765975606304
521,28.87484597776484
522,28.87281102104747
523,28.870653095895534
524,28.868363541135462
525,28.865932952684474
526,28.86335109903088
527,28.860606829122883
528,28.857687968750774
529,28.8545812031095
530,28.851271943518604
531,28.84774417697907
532,28.843980301093865
533,28.839960966142748
534,28.835665045902537
535,28.831070421238792
536,28.826159765292786
537,28.82095981134686
538,28.815830370638068
539,28.8138410054946
540,28.810153154500703
541,28.807142420781858
542,28.80504522747571
543,28.804915008998343
544,28.792946767994472
545,28.790381384493095
546,28.788004464220606
547,28.7855052348444
548,28.782857359555802
549,28.780048955231237
550,28.777068472724707
551,28.77390351047623
552,28.770540589056658
553,28.76696501275655
554,28.76316072862622
555,28.759110168952546
556,28.754794072251837
557,28.750191278808828
558,28.745278496454134
559,28.74003003174085
560,28.734417481645405
561,28.728409383935556
562,28.721970843495424
563,28.715063261016056
564,28.70764494938372
565,28.69967780218647
566,28.691177545255776
567,28.68261208527348
568,28.678414194235785
569,28.67316956503023
570,28.669022862154335
571,28.66694548032711
572,28.651482224771428
573,28.647678630968713
574,28.643970721462065
575,28.640051363150164
576,28.63589120001155
577,28.63147172403076
578,28.626773694390607
579,28.621776201625874
580,28.616456395834554
581,28.610789250431715
582,28.60474730173201
583,28.598300352602617
584,28.59141513297914
585,28.584054909641488
586,28.57617903634179
587,28.56774243366716
588,28.558694985990776
589,28.54898084077576
590,28.538537594899015
591,28.527295362456762
592,28.51517579256397
593,28.502091600887518
594,28.487950712300012
595,28.4726970075536
596,28.456665344837194
597,28.44394803254136
598,28.435020101023355
599,28.427143688110952
600,28.42206832019254
601,28.400864470491072
602,28.39387865345322
603,28.387032355672353
604,28.37978623435537
605,28.372076978499038
606,28.363865866881724
607,28.355113088838394
608,28.34577523738977
609,28.33580459922566
610,28.325148579182837
611,28.313749073674785
612,28.30154175570609
613,28.2884552512171
614,28.274410186607575
615,28.25931808430513
616,28.24308007959287
617,28.22558542984482
618,28.206709796457655
619,28.18631335065438
620,28.16423917769597
621,28.140315072778403
622,28.114379573640182
623,28.086486827297122
624,28.058569690412646
625,28.049415567349143
626,28.032701189427247
627,28.021217488104263
628,28.020087479922132
629,27.95256489477628
630,27.938801294729682
631,27.925835194709993
632,27.91210771762051
633,27.897479010982146
634,27.881871030787842
635,27.86520360493389
636,27.847389082689517
637,27.828330908880517
638,27.80792245223258
639,27.786045725698816
640,27.762569932143627
641,27.737349800323333
642,27.710223676979332
643,27.68101133691674
644,27.649511467993392
645,27.61549878356771
646,27.578720715526572
647,27.538893667251678
648,27.495698970232294
649,27.448779670633165
650,27.397745641468113
651,27.342240358213974
652,27.282490852754826
653,27.22406729017887
654,27.22376672571669
655,27.199041732470924
656,27.197138225771102
657,27.03980741418732
658,27.012450987688318
659,26.98640651463362
660,26.958801533041935
661,26.92939900318369
662,26.89805340091405
663,26.864613203079326
664,26.828913854110702
665,26.790775936202223
666,26.75000368074192
667,26.706383424570248
668,26.659681974390068
669,26.609644888252475
670,26.555994699294878
671,26.49842912328893
672,26.436619313184025
673,26.37020825337818
674,26.298809427381833
675,26.222005952545178
676,26.139350483001603
677,26.0503664858455
678,25.954552933699958
679,25.851403705348574
680,25.74052303221663
681,25.62251750318584
682,25.507087379396587
683,25.4963439159501
684,25.467936979715383
685,25.24443242653131
686,25.20023606304934
687,25.15663935443719
688,25.11074294677467
689,25.06233320298665
690,25.01127558804872
691,24.957436797466315
692,24.900681742730193
693,24.84087450383573
694,24.777879915087663
695,24.71156561431286
696,24.64180461280684
697,24.568478472596105
698,24.491481186934017
699,24.41072386374855
700,24.32614030964192
701,24.237693601262507
702,24.14538370763148
703,24.049256186897768
704,23.949411920882756
705,23.846017779623473
706,23.739318115321595
707,23.62964772195608
708,23.517453351339842
709,23.403385240574444
710,23.289019741321802
711,23.183893143405705
712,23.183213754661764
713,23.028178930415105
714,22.996864548935505
715,22.965950089186588
716,22.934135208948966
717,22.90140885645265
718,22.867798123437225
719,22.83333994358479
720,22.79808072373598
721,22.762077096047037
722,22.72539670862913
723,22.68811895980273
724,22.650335633711382
725,22.612151393345115
726,22.573684081025952
727,22.535064770531477
728,22.496437510355833
729,22.45795869503545
730,22.419796002030843
731,22.382126836532628
732,22.345136237083963
733,22.30901421291586
734,22.273952514428373
735,22.240140909107595
736,22.207763345410395
737,22.17699654874344
738,22.148032134612635
739,22.12132413422986
740,22.100241579999658
741,22.09014771320065
742,22.08251299768983
743,22.080581209844166
744,22.05722220984896
745,22.05061560374166
746,22.04499254554315
747,22.039451974667614
748,22.033929044756892
749,22.028429766791263
750,22.02296907115258
751,22.01756378646351
752,22.012231489902447
753,22.006990158270334
754,22.001857939602957
755,21.996852933103636
756,21.991992958668053
757,21.987295321436214
758,21.982776602391933
759,21.978452590993918
760,21.974338845113277
761,21.970454168480984
762,21.966839086944965
763,21.963660389475145
764,21.96186823495748
765,21.959624854229517
766,21.957872975847337
767,21.956348106215145
768,21.9549803057455
769,21.953784200448723
770,21.95286238697131
771,21.952512618100567
772,21.949971737881064
773,21.94926513100996
774,21.948649906461373
775,21.94804445018072
776,21.947444238979614
777,21.946850327783036
778,21.946264376334454
779,21.945688146010188
780,21.94512341863511
781,21.944571967017186
782,21.944035532506412
783,21.943515802952675
784,21.943014390136454
785,21.94253280692546
786,21.942072445048094
787,21.941634555856275
788,21.941220242333436
789,21.940830497994998
790,21.940466470609067
791,21.94013094927156
792,21.9398373357711
793,21.93966995923288
794,21.939483839387652
795,21.939334066467737
796,21.93920489791163
797,21.939094180099758
798,21.93900919330067
799,21.938973599047433
800,21.938733748727927
801,21.93867136731393
802,21.938616144469492
803,21.938561664723153
804,21.93850766503746
805,21.938454258897465
806,21.93840159587175
807,21.938349831159044
808,21.93829912069476
809,21.938249619019377
810,21.93820147744939
811,21.938154842226737
812,21.93810985261471
813,21.938066638963566
814,21.938025320788743
815,21.93798600493031
816,21.937948783942343
817,21.937913735203047
818,21.937880922928827
819,21.937850414617152
820,21.937822380765716
821,21.93779773829931
822,21.937782781498573
823,21.937768951711327
824,21.937757459642548
825,21.93774767112966
826,21.937739887060825
827,21.93773555793139
828,21.93771674175514
829,21.937711646564463
830,21.937706985384807
831,21.93770236727348
832,21.937697783606183
833,21.9376932453616
834,21.937688765266792
835,21.937684356375236
836,21.937680031811432
837,21.93767580462177
838,21.937671687630512
839,21.937667693289598
840,21.937663833522244
841,21.937660119562715
842,21.937656561795105
843,21.937653169594995
844,21.937649951178766
845,21.937646913468733
846,21.93764406199724
847,21.9376414009505
848,21.93763893390922
849,21.937636668824304
850,21.937634652474564
851,21.93763323610949
852,21.937632261866494
853,21.937631414329363
854,21.937630690130643
855,21.93763014882582
856,21.937629972601133
857,21.937628292023955
858,21.93762786787761
859,21.93762749943155
860,21.937627136898517
861,21.937626777838823
862,21.93762642292095
863,21.937626073122306
864,21.9376257294663
865,21.93762539298116
866,21.937625064684287
867,21.93762474556985
868,21.93762443659653
869,21.937624138675048
870,21.93762385265554
871,21.937623579315225
872,21.93762331934695
873,21.937623073350636
874,21.93762284183537
875,21.93762262526903
876,21.937622424376336
877,21.93762224191171
878,21.937622094270267
879,21.937622003284652
880,21.93762192121489
881,21.93762184454974
882,21.937621772661064
883,21.93762170653305
884,21.937621649467612
885,21.937621610668998
886,21.93762152757305
887,21.937621493148065
888,21.937621461689574
889,21.937621430704525
890,21.937621400059207
891,21.93762136981457
892,21.937621340054704
893,21.93762131086734
894,21.937621282340245
895,21.937621254559833
896,21.93762122760999
897,21.937621201571055
898,21.937621176518697
899,21.937621152522894
900,21.93762112964697
901,21.93762110794705
902,21.937621087472852
903,21.93762106827488
904,21.937621050443337
905,21.937621034327627
906,21.93762102190613
907,21.937621013148508
908,21.937621005541665
909,21.93762099852122
910,21.937620991942687
911,21.937620985836418
912,21.937620980402954
913,21.937620976209004
914,21.937620974892653
915,21.937620964614887
916,21.93762096131719
917,21.93762095855974
918,21.937620955882977
919,21.9376209532455
920,21.937620950647947
921,21.937620948096683
922,21.937620945599065
923,21.93762094316257
924,21.937620940794567
925,21.937620938502157
926,21.937620936292113
927,21.9376209341708
928,21.937620932144103
929,21.937620930217584
930,21.937620928397187
931,21.93762092669261
932,21.93762092513345
933,21.937620923855235
934,21.93762092361007
935,21.937620922256308
936,21.937620921360597
937,21.937620920644502
938,21.93762092002743
939,21.937620919496243
940,21.93762091908178
941,21.937620918887667
942,21.93762091778997
943,21.9376209174959
944,21.93762091723297
945,21.937620916973167
946,21.93762091671544
947,21.937620916460343
948,21.937620916208587
949,21.9376209159609
950,21.93762091571802
951,21.937620915480686
952,21.937620915249614
953,21.9376209150255
954,21.937620914809017
955,21.93762091460079
956,21.937620914401396
957,21.937620914211365
958,21.93762091403115
959,21.93762091386114
960,21.93762091370165
961,21.937620913552994
962,21.937620913415763
963,21.937620913292903
964,21.93762091320415
965,21.937620913140908
966,21.937620913085574
967,21.937620913036028
968,21.937620912993072
969,21.93762091296088
970,21.937620912951495
971,21.93762091285457
972,21.93762091282862
973,21.93762091280643
974,21.93762091278467
975,21.93762091276313
976,21.93762091274185
977,21.937620912720888
978,21.937620912700297
979,21.93762091268014
980,21.93762091266049
981,21.937620912641393
982,21.93762091262291
983,21.937620912605098
984,21.937620912588006
985,21.93762091257169
986,21.93762091255617
987,21.9376209125415
988,21.93762091252771
989,21.937620912514852
990,21.937620912503093
991,21.93762091249331
992,21.937620912491177
993,21.937620912483084
994,21.937620912477243
995,21.93762091247269
996,21.937620912469306
997,21.937620912467693
998,21.937620912457316
999,21.93762091245508
1000,21.93762091245303
1001,21.937620912450996
1002,21.937620912448963
1003,21.937620912446956
1004,21.937620912444963
1005,21.937620912443002
1006,21.93762091244107
1007,21.937620912439172
1008,21.937620912437325
1009,21.937620912435523
1010,21.937620912433776
1011,21.93762091243209
1012,21.93762091243047
1013,21.93762091242892
1014,21.93762091242744
1015,21.93762091242604
1016,21.93762091242472
1017,21.937620912423483
1018,21.937620912422325
1019,21.93762091242126
1020,21.937620912420275
1021,21.93762091241939
1022,21.937620912418694
1023,21.937620912418307
1024,21.937620912417955
1025,21.93762091241765
1026,21.937620912417422
1027,21.937620912417362
1028,21.93762091241667
1029,21.937620912416484
1030,21.937620912416328
1031,21.937620912416172
1032,21.937620912416016
1033,21.937620912415866
1034,21.937620912415717
1035,21.937620912415568
1036,21.937620912415426
1037,21.937620912415284
1038,21.937620912415156
1039,21.937620912415017
1040,21.93762091241489
1041,21.937620912414765
1042,21.93762091241465
1043,21.937620912414545
1044,21.937620912414438
1045,21.93762091241434
1046,21.937620912414246
1047,21.93762091241417
1048,21.93762091241411
1049,21.93762091241406
1050,21.93762091241402
1051,21.937620912413983
1052,21.93762091241395
1053,21.93762091241392
1054,21.93762091241389
1055,21.937620912413877
1056,21.937620912413877
1057,21.93762091241381
1058,21.93762091241379
1059,21.937620912413777
1060,21.937620912413763
1061,21.93762091241375
1062,21.937620912413735
1063,21.93762091241372
1064,21.937620912413713
1065,21.9376209124137
1066,21.937620912413685
1067,21.93762091241367
1068,21.937620912413657
1069,21.93762091241365
1070,21.937620912413635
1071,21.937620912413628
1072,21.93762091241362
1073,21.93762091241361
1074,21.937620912413603
1075,21.937620912413593
1076,21.937620912413593
1077,21.937620912413585
1078,21.937620912413585
1079,21.93762091241358
1080,21.93762091241357
1081,21.93762091241357
1082,21.937620912413568
1083,21.937620912413564
1084,21.93762091241356
1085,21.937620912413557
1086,21.937620912413557
1087,21.937620912413557
1088,21.937620912413557
1089,21.937620912413557
1090,21.937620912413557
1091,21.937620912413557
1092,21.937620912413557
1093,21.937620912413557
1094,21.937620912413557
1095,21.937620912413557
1096,21.937620912413557
1097,21.937620912413557
1098,21.937620912413557
1099,21.937620912413557
1100,21.937620912413557
1101,21.937620912413557
1102,21.937620912413557
1103,21.937620912413557
1104,21.937620912413557
1105,21.937620912413557
1106,21.937620912413557
1107,21.937620912413557
1108,21.937620912413557
1109,21.937620912413557
1110,21.937620912413557
1111,21.937620912413557
1112,21.937620912413557
1113,21.937620912413557
1114,21.937620912413557
1115,21.937620912413557
1116,21.937620912413557
1117,21.937620912413557
1118,21.937620912413557
1119,21.937620912413557
1120,21.937620912413557
1121,21.937620912413557
1122,21.937620912413557
1123,21.937620912413557
1124,21.937620912413557
1125,21.937620912413557
1126,21.937620912413557
1127,21.937620912413557
1128,21.937620912413557
1129,21.937620912413557
1130,21.937620912413557
1131,21.937620912413557
1132,21.937620912413557
1133,21.937620912413557
1134,21.937620912413557
1135,21.937620912413557
1136,21.937620912413557
1137,21.937620912413557
1138,21.937620912413557
1139,21.937620912413557
1140,21.937620912413557
1141,21.937620912413557
1142,21.937620912413557
1143,21.937620912413557
1144,21.937620912413557
1145,21.937620912413557
1146,21.937620912413557
1147,21.937620912413557
1148,21.937620912413557
1149,21.937620912413557
1150,21.937620912413557
1151,21.937620912413557
1152,21.937620912413557
1153,21.937620912413557
1154,21.937620912413557
1155,21.937620912413557
1156,21.937620912413557
1157,21.937620912413557
1158,21.937620912413557
1159,21.937620912413557
1160,21.937620912413557
1161,21.937620912413557
1162,21.937620912413557
1163,21.937620912413557
1164,21.937620912413557
1165,21.937620912413557
1166,21.937620912413557
1167,21.937620912413557
1168,21.937620912413557
1169,21.937620912413557
1170,21.937620912413557
1171,21.937620912413557
1172,21.937620912413557
1173,21.937620912413557
1174,21.937620912413557
1175,21.937620912413557
1176,21.937620912413557
1177,21.937620912413557
1178,21.937620912413557
1179,21.937620912413557
1180,21.937620912413557
1181,21.937620912413557
1182,21.937620912413557
1183,21.937620912413557
1184,21.937620912413557
1185,21.937620912413557
1186,21.937620912413557
1187,21.937620912413557
1188,21.937620912413557
1189,21.937620912413557
1190,21.937620912413557
1191,21.937620912413557
1192,21.937620912413557
1193,21.937620912413557
1194,21.937620912413557
1195,21.937620912413557
1196,21.937620912413557
1197,21.937620912413557
1198,21.937620912413557
1199,21.937620912413557
1200,21.937620912413557
1201,21.937620912413557
1202,21.937620912413557
1203,21.937620912413557
1204,21.937620912413557
1205,21.937620912413557
1206,21.937620912413557
1207,21.937620912413557
1208,21.937620912413557
1209,21.937620912413557
1210,21.937620912413557
1211,21.937620912413557
1212,21.937620912413557
1213,21.937620912413557
1214,21.937620912413557
1215,21.937620912413557
1216,21.937620912413557
1217,21.937620912413557
1218,21.937620912413557
1219,21.937620912413557
1220,21.937620912413557
1221,21.937620912413557
1222,21.937620912413557
1223,21.937620912413557
1224,21.937620912413557
1225,21.937620912413557
1226,21.937620912413557
1227,21.937620912413557
1228,21.937620912413557
1229,21.937620912413557
1230,21.937620912413557
1231,21.937620912413557
1232,21.937620912413557
1233,21.937620912413557
1234,21.937620912413557
1235,21.937620912413557
1236,21.937620912413557
1237,21.937620912413557
1238,21.937620912413557
1239,21.937620912413557
1240,21.937620912413557
1241,21.937620912413557
1242,21.937620912413557
1243,21.937620912413557
1244,21.937620912413557
1245,21.937620912413557
1246,21.937620912413557
1247,21.937620912413557
1248,21.937620912413557
1249,21.937620912413557
1250,21.937620912413557
1251,21.937620912413557
1252,21.937620912413557
1253,21.937620912413557
1254,21.937620912413557
1255,21.937620912413557
1256,21.937620912413557
1257,21.937620912413557
1258,21.937620912413557
1259,21.937620912413557
1260,21.937620912413557
1261,21.937620912413557
1262,21.937620912413557
1263,21.937620912413557
1264,21.937620912413557
1265,21.937620912413557
1266,21.937620912413557
1267,21.937620912413557
1268,21.937620912413557
1269,21.937620912413557
1270,21.937620912413557
1271,21.937620912413557
1272,21.937620912413557
1273,21.937620912413557
1274,21.937620912413557
1275,21.937620912413557
1276,21.937620912413557
1277,21.937620912413557
1278,21.937620912413557
1279,21.937620912413557
1280,21.937620912413557
1281,21.937620912413557
1282,21.937620912413557
1283,21.937620912413557
1284,21.937620912413557
1285,21.937620912413557
1286,21.937620912413557
1287,21.937620912413557
1288,21.937620912413557
1289,21.937620912413557
1290,21.937620912413557
1291,21.937620912413557
1292,21.937620912413557
1293,21.937620912413557
1294,21.937620912413557
1295,21.937620912413557
1296,21.937620912413557
1297,21.937620912413557
1298,21.937620912413557
1299,21.937620912413557
1300,21.937620912413557
1301,21.937620912413557
1302,21.937620912413557
1303,21.937620912413557
1304,21.937620912413557
1305,21.937620912413557
1306,21.937620912413557
1307,21.937620912413557
1308,21.937620912413557
1309,21.937620912413557
1310,21.937620912413557
1311,21.937620912413557
1312,21.937620912413557
1313,21.937620912413557
1314,21.937620912413557
1315,21.937620912413557
1316,21.937620912413557
1317,21.937620912413557
1318,21.937620912413557
1319,21.937620912413557
1320,21.937620912413557
1321,21.937620912413557
1322,21.937620912413557
1323,21.937620912413557
1324,21.937620912413557
1325,21.937620912413557
1326,21.937620912413557
1327,21.937620912413557
1328,21.937620912413557
1329,21.937620912413557
1330,21.937620912413557
1331,21.937620912413557
1332,21.937620912413557
1333,21.937620912413557
1334,21.937620912413557
1335,21.937620912413557
1336,21.937620912413557
1337,21.937620912413557
1338,21.937620912413557
1339,21.937620912413557
1340,21.937620912413557
1341,21.937620912413557
1342,21.937620912413557
1343,21.937620912413557
1344,21.937620912413557
1345,21.937620912413557
1346,21.937620912413557
1347,21.937620912413557
1348,21.937620912413557
1349,21.937620912413557
1350,21.937620912413557
1351,21.937620912413557
1352,21.937620912413557
1353,21.937620912413557
1354,21.937620912413557
1355,21.937620912413557
1356,21.937620912413557
1357,21.937620912413557
1358,21.937620912413557
1359,21.937620912413557
1360,21.937620912413557
1361,21.937620912413557
1362,21.937620912413557
