conf,kind,k,tau
693,1,2,6.41336
693,1,3,12.7439
693,1,4,17.2616
693,1,5,22.6064
693,1,6,25.6515
693,1,7,29.5053
693,1,8,33.0995
693,1,9,33.4346
693,-1,0,6.7451
693,-1,1,8.10356
693,-1,2,12.4413
693,-1,3,28.1452
693,-1,4,29.8065
693,-1,5,34.0971
693,-1,6,37.3184
693,-1,7,38.3105
694,1,0,2.57535
694,1,1,5.65326
694,1,2,6.41336
694,1,3,12.7439
694,1,4,17.2616
694,1,5,22.6064
694,1,6,25.6515
694,1,7,29.5053
694,1,8,33.0995
694,1,9,33.4346
694,-1,0,6.7451
694,-1,1,8.10356
694,-1,2,12.4413
694,-1,3,28.1452
694,-1,4,29.8065
694,-1,5,34.0971
694,-1,6,37.3184
694,-1,7,38.3105
695,1,0,2.57535
695,1,1,5.65326
695,1,2,6.41336
695,1,3,12.7439
695,1,4,17.2239
695,1,5,22.6064
695,1,6,25.6515
695,1,7,29.5053
695,1,8,33.0995
695,1,9,33.4346
695,-1,0,6.7451
695,-1,1,8.10356
695,-1,2,12.4413
695,-1,3,28.1452
695,-1,4,29.8065
695,-1,5,34.0971
695,-1,6,37.3184
695,-1,7,38.3105
696,1,0,2.57535
696,1,1,5.65326
696,1,2,6.41336
696,1,3,12.7439
696,1,4,17.2239
696,1,5,22.6064
696,1,6,25.6515
696,1,7,29.5053
696,1,8,33.0995
696,1,9,33.4346
696,-1,0,6.7451
696,-1,1,8.10356
696,-1,2,12.4413
696,-1,3,28.1452
696,-1,4,29.8065
696,-1,5,34.0971
696,-1,6,37.3184
696,-1,7,38.3105
697,1,0,2.57535
697,1,1,5.65326
697,1,2,6.41336
697,1,3,12.7439
697,1,4,17.2239
697,1,5,22.6064
697,1,6,25.6515
697,1,7,29.5053
697,1,8,33.0995
697,1,9,33.4346
697,-1,0,6.7451
697,-1,1,8.10356
697,-1,2,12.4413
697,-1,3,28.1452
697,-1,4,29.8065
697,-1,5,34.0971
697,-1,6,37.3184
697,-1,7,38.3105
698,1,0,2.57535
698,1,1,5.65326
698,1,2,6.41336
698,1,3,12.7439
698,1,4,17.2239
698,1,5,22.6064
698,1,6,25.6515
698,1,7,29.5053
698,1,8,33.0995
698,1,9,33.4346
698,-1,0,6.7451
698,-1,1,8.10356
698,-1,2,12.4413
698,-1,3,28.1452
698,-1,4,29.8065
698,-1,5,34.0971
698,-1,6,37.3184
698,-1,7,38.3105
699,1,0,2.57535
699,1,1,5.65326
699,1,2,6.41336
699,1,3,12.7439
699,1,4,17.2239
699,1,5,22.6064
699,1,6,25.6515
699,1,7,29.5053
699,1,8,33.0995
699,1,9,33.4346
699,-1,0,6.7451
699,-1,1,8.10356
699,-1,2,12.4413
699,-1,3,28.1452
699,-1,4,29.8065
699,-1,5,34.0971
699,-1,6,37.3184
699,-1,7,38.3105
700,1,0,2.57535
700,1,1,5.65326
700,1,2,6.41336
700,1,3,12.7439
700,1,4,17.2239
700,1,5,22.6064
700,1,6,25.6515
700,1,7,29.5053
700,1,8,33.0995
700,1,9,33.4346
700,-1,0,6.7451
700,-1,1,8.10356
700,-1,2,12.4413
700,-1,3,28.1452
700,-1,4,29.8065
700,-1,5,34.0971
700,-1,6,37.3184
700,-1,7,38.3105
701,1,0,2.57535
701,1,1,5.65326
701,1,2,6.41336
701,1,3,12.7439
701,1,4,17.2239
701,1,5,22.6064
701,1,6,25.6515
701,1,7,29.5053
701,1,8,33.0995
701,1,9,33.4346
701,-1,0,6.7451
701,-1,1,8.10356
701,-1,2,12.4413
701,-1,3,28.1452
701,-1,4,29.8065
701,-1,5,34.0971
701,-1,6,37.3184
701,-1,7,38.3105
702,1,0,2.57535
702,1,1,5.65326
702,1,2,6.41336
702,1,3,12.7439
702,1,4,17.2239
702,1,5,22.6064
702,1,6,25.6515
702,1,7,29.5053
702,1,8,33.0995
702,1,9,33.4346
702,-1,0,6.7451
702,-1,1,8.10356
702,-1,2,12.4413
702,-1,3,28.1452
702,-1,4,29.8065
702,-1,5,34.0971
702,-1,6,37.3184
702,-1,7,38.3105
703,1,0,2.57535
703,1,1,5.65326
703,1,2,6.41336
703,1,3,12.7439
703,1,4,17.2239
703,1,5,22.6064
703,1,6,25.6515
703,1,7,29.5053
703,1,8,33.0995
703,1,9,33.4346
703,-1,0,6.7451
703,-1,1,8.10356
703,-1,2,12.4413
703,-1,3,28.1452
703,-1,4,29.8065
703,-1,5,34.0971
703,-1,6,37.3184
703,-1,7,38.3105
704,1,0,2.57535
704,1,1,5.65326
704,1,2,6.41336
704,1,3,12.7439
704,1,4,17.2239
704,1,5,22.6064
704,1,6,25.6515
704,1,7,29.5053
704,1,8,33.0995
704,1,9,33.4346
704,-1,0,6.7451
704,-1,1,8.10356
704,-1,2,12.4413
704,-1,3,28.1452
704,-1,4,29.8065
704,-1,5,34.0971
704,-1,6,37.3184
704,-1,7,38.3105
705,1,0,2.57535
705,1,1,5.65326
705,1,2,6.41336
705,1,3,12.7439
705,1,4,17.2239
705,1,5,22.6064
705,1,6,25.6515
705,1,7,29.5053
705,1,8,33.0995
705,1,9,33.4346
705,-1,0,6.7451
705,-1,1,8.10356
705,-1,2,12.4413
705,-1,3,28.1452
705,-1,4,29.8065
705,-1,5,34.0971
705,-1,6,37.3184
705,-1,7,38.3105
706,1,0,2.57535
706,1,1,5.65326
706,1,2,6.41336
706,1,3,12.7439
706,1,4,17.2239
706,1,5,22.6064
706,1,6,25.6515
706,1,7,29.5053
706,1,8,33.0995
706,1,9,33.4346
706,-1,0,6.7451
706,-1,1,8.10356
706,-1,2,12.4413
706,-1,3,28.1452
706,-1,4,29.8065
706,-1,5,34.0971
706,-1,6,37.3184
706,-1,7,38.3105
707,1,0,2.57535
707,1,1,5.65326
707,1,2,6.41336
707,1,3,12.7439
707,1,4,17.2239
707,1,5,22.6064
707,1,6,25.6515
707,1,7,29.5053
707,1,8,33.0995
707,1,9,33.4346
707,-1,0,6.7451
707,-1,1,8.10356
707,-1,2,12.4413
707,-1,3,28.1452
707,-1,4,29.8065
707,-1,5,34.0971
707,-1,6,37.3184
707,-1,7,38.3105
708,1,0,2.57535
708,1,1,5.65326
708,1,2,6.41336
708,1,3,12.7439
708,1,4,17.2239
708,1,5,22.6064
708,1,6,25.6515
708,1,7,29.5053
708,1,8,33.0995
708,1,9,33.4346
708,-1,0,6.7451
708,-1,1,8.10356
708,-1,2,12.4413
708,-1,3,28.1452
708,-1,4,29.8065
708,-1,5,34.0971
708,-1,6,37.3184
708,-1,7,38.2747
709,1,0,2.57535
709,1,1,5.65326
709,1,2,6.41336
709,1,3,12.7439
709,1,4,17.2239
709,1,5,22.6064
709,1,6,25.6515
709,1,7,29.5053
709,1,8,33.0995
709,1,9,33.4346
709,-1,0,6.7451
709,-1,1,8.10356
709,-1,2,12.4413
709,-1,3,28.1452
709,-1,4,29.8065
709,-1,5,34.0971
709,-1,6,37.3184
709,-1,7,38.2747
710,1,0,2.57535
710,1,1,5.65326
710,1,2,6.41336
710,1,3,12.7439
710,1,4,17.2239
710,1,5,22.6064
710,1,6,25.6515
710,1,7,29.5053
710,1,8,33.0995
710,1,9,33.4346
710,-1,0,6.7451
710,-1,1,8.10356
710,-1,2,12.4413
710,-1,3,28.1452
710,-1,4,29.8065
710,-1,5,34.0971
710,-1,6,37.3184
710,-1,7,38.2747
711,1,0,2.57535
711,1,1,5.65326
711,1,2,6.41336
711,1,3,12.7439
711,1,4,17.2239
711,1,5,22.6064
711,1,6,25.6614
711,1,7,29.5053
711,1,8,33.0995
711,1,9,33.4346
711,-1,0,6.7451
711,-1,1,8.10356
711,-1,2,12.4413
711,-1,3,28.1452
711,-1,4,29.8065
711,-1,5,34.0971
711,-1,6,37.3184
711,-1,7,38.2747
712,1,0,2.57535
712,1,1,5.65326
712,1,2,6.41336
712,1,3,12.7439
712,1,4,17.2239
712,1,5,22.6064
712,1,6,25.6614
712,1,7,29.5053
712,1,8,33.0995
712,1,9,33.4346
712,-1,0,6.7451
712,-1,1,8.10356
712,-1,2,12.4413
712,-1,3,28.1452
712,-1,4,29.8065
712,-1,5,34.0971
712,-1,6,37.3184
712,-1,7,38.2747
713,1,0,2.57535
713,1,1,5.65326
713,1,2,6.41336
713,1,3,12.7439
713,1,4,17.2239
713,1,5,22.6064
713,1,6,25.6614
713,1,7,29.5053
713,1,8,33.0995
713,1,9,33.4346
713,-1,0,6.7451
713,-1,1,8.10356
713,-1,2,12.4413
713,-1,3,28.1452
713,-1,4,29.8065
713,-1,5,34.0971
713,-1,6,37.3184
713,-1,7,38.2747
714,1,0,2.57535
714,1,1,5.65326
714,1,2,6.41336
714,1,3,12.7439
714,1,4,17.2239
714,1,5,22.6064
714,1,6,25.6614
714,1,7,29.5053
714,1,8,33.0995
714,1,9,33.4346
714,-1,0,6.7451
714,-1,1,8.15433
714,-1,2,12.4413
714,-1,3,28.1452
714,-1,4,29.8065
714,-1,5,34.0971
714,-1,6,37.3184
714,-1,7,38.2747
715,1,0,2.57535
715,1,1,5.65326
715,1,2,6.41336
715,1,3,12.7439
715,1,4,17.2239
715,1,5,22.6064
715,1,6,25.723
715,1,7,29.5053
715,1,8,33.0995
715,1,9,33.4346
715,-1,0,6.7451
715,-1,1,8.15433
715,-1,2,12.4413
715,-1,3,28.1452
715,-1,4,29.8065
715,-1,5,34.0971
715,-1,6,37.3184
715,-1,7,38.2747
716,1,0,2.57535
716,1,1,5.65326
716,1,2,6.41336
716,1,3,12.7439
716,1,4,17.2239
716,1,5,22.6064
716,1,6,25.723
716,1,7,29.5053
716,1,8,33.0995
716,1,9,33.4346
716,-1,0,6.7451
716,-1,1,8.15433
716,-1,2,12.4413
716,-1,3,28.1452
716,-1,4,29.8065
716,-1,5,34.0971
716,-1,6,37.3184
716,-1,7,38.2747
717,1,0,2.57535
717,1,1,5.65326
717,1,2,6.41336
717,1,3,12.7439
717,1,4,17.2239
717,1,5,22.6064
717,1,6,25.723
717,1,7,29.5053
717,1,8,33.0995
717,1,9,33.4346
717,-1,0,6.7451
717,-1,1,8.15433
717,-1,2,12.4413
717,-1,3,28.1452
717,-1,4,29.8065
717,-1,5,34.0971
717,-1,6,37.3184
717,-1,7,38.2747
718,1,0,2.57535
718,1,1,5.65326
718,1,2,6.41336
718,1,3,12.7439
718,1,4,17.2239
718,1,5,22.6064
718,1,6,25.723
718,1,7,29.5053
718,1,8,33.0995
718,1,9,33.4346
718,-1,0,6.7451
718,-1,1,8.15433
718,-1,2,12.4413
718,-1,3,28.1452
718,-1,4,29.8065
718,-1,5,34.0971
718,-1,6,37.3184
718,-1,7,38.2747
719,1,0,2.57535
719,1,1,5.65326
719,1,2,6.41336
719,1,3,12.7439
719,1,4,17.2239
719,1,5,22.6064
719,1,6,25.723
719,1,7,29.5053
719,1,8,33.0995
719,1,9,33.4346
719,-1,0,6.7451
719,-1,1,8.15433
719,-1,2,12.4413
719,-1,3,28.1452
719,-1,4,29.8065
719,-1,5,34.0971
719,-1,6,37.3184
719,-1,7,38.2747
720,1,0,2.57535
720,1,1,5.65326
720,1,2,6.41336
720,1,3,12.7439
720,1,4,17.2239
720,1,5,22.6064
720,1,6,25.723
720,1,7,29.5053
720,1,8,33.0995
720,1,9,33.4346
720,-1,0,6.7451
720,-1,1,8.15433
720,-1,2,12.4413
720,-1,3,28.1452
720,-1,4,29.8065
720,-1,5,34.0971
720,-1,6,37.3184
720,-1,7,38.2747
721,1,0,2.57535
721,1,1,5.65326
721,1,2,6.41336
721,1,3,12.7439
721,1,4,17.2239
721,1,5,22.6064
721,1,6,25.723
721,1,7,29.5053
721,1,8,33.0995
721,1,9,33.4346
721,-1,0,6.7451
721,-1,1,8.15433
721,-1,2,12.4413
721,-1,3,28.1452
721,-1,4,29.8065
721,-1,5,34.0971
721,-1,6,37.3184
721,-1,7,38.2747
722,1,0,2.57535
722,1,1,5.65326
722,1,2,6.41336
722,1,3,12.7439
722,1,4,17.2239
722,1,5,22.6064
722,1,6,25.723
722,1,7,29.5053
722,1,8,33.0995
722,1,9,33.4346
722,-1,0,6.7451
722,-1,1,8.15433
722,-1,2,12.4413
722,-1,3,28.1452
722,-1,4,29.8065
722,-1,5,34.0971
722,-1,6,37.3184
722,-1,7,38.2747
723,1,0,2.57535
723,1,1,5.65326
723,1,2,6.41336
723,1,3,12.7439
723,1,4,17.2239
723,1,5,22.6064
723,1,6,25.723
723,1,7,29.5053
723,1,8,33.0995
723,1,9,33.4346
723,-1,0,6.7451
723,-1,1,8.15433
723,-1,2,12.4413
723,-1,3,28.1452
723,-1,4,29.8065
723,-1,5,34.0971
723,-1,6,37.3184
723,-1,7,38.2747
724,1,0,2.57535
724,1,1,5.65326
724,1,2,6.41336
724,1,3,12.7439
724,1,4,17.2239
724,1,5,22.6064
724,1,6,25.723
724,1,7,29.5053
724,1,8,33.0995
724,1,9,33.4346
724,-1,0,6.7451
724,-1,1,8.15433
724,-1,2,12.4413
724,-1,3,28.1452
724,-1,4,29.8065
724,-1,5,34.0971
724,-1,6,37.3184
724,-1,7,38.2747
725,1,0,2.57535
725,1,1,5.65326
725,1,2,6.41336
725,1,3,12.7439
725,1,4,17.2239
725,1,5,22.6064
725,1,6,25.723
725,1,7,29.5053
725,1,8,33.0995
725,1,9,33.4346
725,-1,0,6.7451
725,-1,1,8.15433
725,-1,2,12.4413
725,-1,3,28.1452
725,-1,4,29.8065
725,-1,5,34.0971
725,-1,6,37.3184
725,-1,7,38.2747
726,1,0,2.57535
726,1,1,5.65326
726,1,2,6.41336
726,1,3,12.7439
726,1,4,17.2239
726,1,5,22.6064
726,1,6,25.723
726,1,7,29.5053
726,1,8,33.0995
726,1,9,33.4346
726,-1,0,6.7451
726,-1,1,8.15433
726,-1,2,12.4413
726,-1,3,28.1452
726,-1,4,29.8065
726,-1,5,34.0971
726,-1,6,37.3184
726,-1,7,38.2747
727,1,0,2.70861
727,1,1,5.65326
727,1,2,6.41336
727,1,3,12.7439
727,1,4,17.2239
727,1,5,22.6064
727,1,6,25.723
727,1,7,29.5053
727,1,8,33.0995
727,1,9,33.4346
727,-1,0,6.7451
727,-1,1,8.15433
727,-1,2,12.4413
727,-1,3,28.1452
727,-1,4,29.8065
727,-1,5,34.0971
727,-1,6,37.3184
727,-1,7,38.2747
728,1,0,2.70861
728,1,1,5.65326
728,1,2,6.41336
728,1,3,12.7439
728,1,4,17.2239
728,1,5,22.6064
728,1,6,25.723
728,1,7,29.5053
728,1,8,33.0995
728,1,9,33.4346
728,-1,0,6.7451
728,-1,1,8.15433
728,-1,2,12.4413
728,-1,3,28.1452
728,-1,4,29.8065
728,-1,5,34.0971
728,-1,6,37.3184
728,-1,7,38.2747
729,1,0,2.70861
729,1,1,5.65326
729,1,2,6.41336
729,1,3,12.7439
729,1,4,17.2239
729,1,5,22.6064
729,1,6,25.723
729,1,7,29.5053
729,1,8,33.0995
729,1,9,33.4346
729,-1,0,6.7451
729,-1,1,8.15433
729,-1,2,12.4413
729,-1,3,28.1452
729,-1,4,29.8065
729,-1,5,34.0971
729,-1,6,37.3184
729,-1,7,38.2747
730,1,0,2.70861
730,1,1,5.65326
730,1,2,6.41336
730,1,3,12.7439
730,1,4,17.2239
730,1,5,22.6064
730,1,6,25.723
730,1,7,29.5053
730,1,8,33.0995
730,1,9,33.4346
730,-1,0,6.7451
730,-1,1,8.15433
730,-1,2,12.4413
730,-1,3,28.1452
730,-1,4,29.8318
730,-1,5,34.0971
730,-1,6,37.3184
730,-1,7,38.2747
731,1,0,2.70861
731,1,1,5.72851
731,1,2,6.41336
731,1,3,12.7439
731,1,4,17.2239
731,1,5,22.6064
731,1,6,25.723
731,1,7,29.5053
731,1,8,33.0995
731,1,9,33.4346
731,-1,0,6.7451
731,-1,1,8.15433
731,-1,2,12.4413
731,-1,3,28.1452
731,-1,4,29.8318
731,-1,5,34.0971
731,-1,6,37.3184
731,-1,7,38.2747
732,1,0,2.70861
732,1,1,5.72851
732,1,2,6.41336
732,1,3,12.7439
732,1,4,17.2239
732,1,5,22.6064
732,1,6,25.723
732,1,7,29.5053
732,1,8,33.0995
732,1,9,33.4346
732,-1,0,6.7451
732,-1,1,8.15433
732,-1,2,12.4413
732,-1,3,28.1452
732,-1,4,29.8318
732,-1,5,34.0971
732,-1,6,37.3184
732,-1,7,38.2747
733,1,0,2.70861
733,1,1,5.72851
733,1,2,6.41336
733,1,3,12.7439
733,1,4,17.2239
733,1,5,22.6064
733,1,6,25.723
733,1,7,29.5053
733,1,8,33.0995
733,1,9,33.4346
733,-1,0,6.7451
733,-1,1,8.15433
733,-1,2,12.4413
733,-1,3,28.1452
733,-1,4,29.8318
733,-1,5,34.0971
733,-1,6,37.3184
733,-1,7,38.2747
734,1,0,2.70861
734,1,1,5.72851
734,1,2,6.41336
734,1,3,12.7439
734,1,4,17.2239
734,1,5,22.6064
734,1,6,25.723
734,1,7,29.5053
734,1,8,33.0995
734,1,9,33.4346
734,-1,0,6.7451
734,-1,1,8.15433
734,-1,2,12.4413
734,-1,3,28.1452
734,-1,4,29.8318
734,-1,5,34.0971
734,-1,6,37.3184
734,-1,7,38.2747
735,1,0,2.70861
735,1,1,5.72851
735,1,2,6.41336
735,1,3,12.7439
735,1,4,17.2239
735,1,5,22.6064
735,1,6,25.723
735,1,7,29.5053
735,1,8,33.0995
735,1,9,33.4346
735,-1,0,6.7451
735,-1,1,8.15433
735,-1,2,12.4413
735,-1,3,28.1452
735,-1,4,29.8318
735,-1,5,34.0971
735,-1,6,37.3184
735,-1,7,38.2747
736,1,0,2.70861
736,1,1,5.72851
736,1,2,6.41336
736,1,3,12.7439
736,1,4,17.2239
736,1,5,22.6064
736,1,6,25.723
736,1,7,29.5053
736,1,8,33.0995
736,1,9,33.4346
736,-1,0,6.7451
736,-1,1,8.15433
736,-1,2,12.4413
736,-1,3,28.1452
736,-1,4,29.8318
736,-1,5,34.0971
736,-1,6,37.3184
736,-1,7,38.2747
737,1,0,2.70861
737,1,1,5.72851
737,1,2,6.41336
737,1,3,12.7439
737,1,4,17.2239
737,1,5,22.6064
737,1,6,25.723
737,1,7,29.5053
737,1,8,33.0995
737,1,9,33.4346
737,-1,0,6.7451
737,-1,1,8.15433
737,-1,2,12.4413
737,-1,3,28.1452
737,-1,4,29.8318
737,-1,5,34.0971
737,-1,6,37.3184
737,-1,7,38.2747
738,1,0,2.6777
738,1,1,5.72851
738,1,2,6.41336
738,1,3,12.7439
738,1,4,17.2239
738,1,5,22.6064
738,1,6,25.723
738,1,7,29.5053
738,1,8,33.0995
738,1,9,33.4346
738,-1,0,6.7451
738,-1,1,8.15433
738,-1,2,12.4413
738,-1,3,28.1452
738,-1,4,29.8318
738,-1,5,34.0971
738,-1,6,37.3184
738,-1,7,38.2747
739,1,0,2.6777
739,1,1,5.72851
739,1,2,6.41336
739,1,3,12.7439
739,1,4,17.2239
739,1,5,22.6064
739,1,6,25.723
739,1,7,29.5053
739,1,8,33.0995
739,1,9,33.4346
739,-1,0,6.7451
739,-1,1,8.15433
739,-1,2,12.4413
739,-1,3,28.1452
739,-1,4,29.8318
739,-1,5,34.0971
739,-1,6,37.3184
739,-1,7,38.2747
740,1,0,2.6777
740,1,1,5.72851
740,1,2,6.41336
740,1,3,12.7439
740,1,4,17.2239
740,1,5,22.6064
740,1,6,25.723
740,1,7,29.5053
740,1,8,33.0995
740,1,9,33.4346
740,-1,0,6.7451
740,-1,1,8.15433
740,-1,2,12.4413
740,-1,3,28.1452
740,-1,4,29.8318
740,-1,5,34.0971
740,-1,6,37.3184
740,-1,7,38.2747
741,1,0,2.6777
741,1,1,5.72851
741,1,2,6.41336
741,1,3,12.7439
741,1,4,17.2239
741,1,5,22.6064
741,1,6,25.723
741,1,7,29.5053
741,1,8,33.0995
741,1,9,33.4346
741,-1,0,6.7451
741,-1,1,8.15433
741,-1,2,12.4413
741,-1,3,28.1452
741,-1,4,29.8318
741,-1,5,34.0971
741,-1,6,37.3184
741,-1,7,38.2747
742,1,0,2.6777
742,1,1,5.72851
742,1,2,6.41336
742,1,3,12.7439
742,1,4,17.2239
742,1,5,22.6064
742,1,6,25.723
742,1,7,29.5053
742,1,8,33.0995
742,1,9,33.4346
742,-1,0,6.7451
742,-1,1,8.15433
742,-1,2,12.4413
742,-1,3,28.1452
742,-1,4,29.8318
742,-1,5,34.0971
742,-1,6,37.3184
742,-1,7,38.2747
743,1,0,2.6777
743,1,1,5.72851
743,1,2,6.41336
743,1,3,12.7439
743,1,4,17.2239
743,1,5,22.6064
743,1,6,25.723
743,1,7,29.5053
743,1,8,33.0995
743,1,9,33.4346
743,-1,0,6.7451
743,-1,1,8.15433
743,-1,2,12.4413
743,-1,3,28.1452
743,-1,4,29.8318
743,-1,5,34.0971
743,-1,6,37.3184
743,-1,7,38.2747
744,1,0,2.6777
744,1,1,5.72851
744,1,2,6.41336
744,1,3,12.7439
744,1,4,17.2239
744,1,5,22.6064
744,1,6,25.723
744,1,7,29.5053
744,1,8,33.0995
744,1,9,33.4346
744,-1,0,6.7451
744,-1,1,8.15433
744,-1,2,12.4413
744,-1,3,28.1452
744,-1,4,29.8318
744,-1,5,34.0971
744,-1,6,37.3184
744,-1,7,38.2747
745,1,0,2.6777
745,1,1,5.72851
745,1,2,6.41336
745,1,3,12.7439
745,1,4,17.2239
745,1,5,22.6064
745,1,6,25.723
745,1,7,29.5053
745,1,8,33.0995
745,1,9,33.4346
745,-1,0,6.7451
745,-1,1,8.15433
745,-1,2,12.4413
745,-1,3,28.1452
745,-1,4,29.8318
745,-1,5,34.0971
745,-1,6,37.3184
745,-1,7,38.2747
746,1,0,2.6777
746,1,1,5.72851
746,1,2,6.41336
746,1,3,12.7439
746,1,4,17.2239
746,1,5,22.6064
746,1,6,25.723
746,1,7,29.5053
746,1,8,33.0995
746,1,9,33.4346
746,-1,0,6.7451
746,-1,1,8.15433
746,-1,2,12.4413
746,-1,3,28.1452
746,-1,4,29.8318
746,-1,5,34.0971
746,-1,6,37.3184
746,-1,7,38.2747
747,1,0,2.6777
747,1,1,5.72851
747,1,2,6.41336
747,1,3,12.7439
747,1,4,17.2239
747,1,5,22.6064
747,1,6,25.723
747,1,7,29.5053
747,1,8,33.0995
747,1,9,33.4346
747,-1,0,6.7451
747,-1,1,8.15433
747,-1,2,12.4413
747,-1,3,28.1452
747,-1,4,29.8318
747,-1,5,34.0971
747,-1,6,37.3184
747,-1,7,38.2747
748,1,0,2.6777
748,1,1,5.72851
748,1,2,6.41336
748,1,3,12.7439
748,1,4,17.2239
748,1,5,22.6064
748,1,6,25.723
748,1,7,29.5053
748,1,8,33.0995
748,1,9,33.4346
748,-1,0,6.7451
748,-1,1,8.15433
748,-1,2,12.4413
748,-1,3,28.1452
748,-1,4,29.8318
748,-1,5,34.0971
748,-1,6,37.3184
748,-1,7,38.2747
749,1,0,2.6777
749,1,1,5.72851
749,1,2,6.41336
749,1,3,12.7439
749,1,4,17.2239
749,1,5,22.6064
749,1,6,25.723
749,1,7,29.5053
749,1,8,33.0995
749,1,9,33.4346
749,-1,0,6.7451
749,-1,1,8.15433
749,-1,2,12.4413
749,-1,3,28.1452
749,-1,4,29.8318
749,-1,5,34.0971
749,-1,6,37.3184
749,-1,7,38.2747
750,1,0,2.6777
750,1,1,5.72851
750,1,2,6.41336
750,1,3,12.7439
750,1,4,17.2239
750,1,5,22.6064
750,1,6,25.723
750,1,7,29.5053
750,1,8,33.0995
750,1,9,33.4346
750,-1,0,6.7451
750,-1,1,8.15433
750,-1,2,12.4413
750,-1,3,28.1452
750,-1,4,29.8318
750,-1,5,34.0971
750,-1,6,37.3184
750,-1,7,38.2747
751,1,0,2.6777
751,1,1,5.72851
751,1,2,6.41336
751,1,3,12.7439
751,1,4,17.2239
751,1,5,22.6064
751,1,6,25.723
751,1,7,29.5053
751,1,8,33.0995
751,1,9,33.4346
751,-1,0,6.7451
751,-1,1,8.15433
751,-1,2,12.4413
751,-1,3,28.1452
751,-1,4,29.8318
751,-1,5,34.0971
751,-1,6,37.3184
751,-1,7,38.2747
752,1,0,2.6777
752,1,1,5.72851
752,1,2,6.41336
752,1,3,12.7439
752,1,4,17.2239
752,1,5,22.6064
752,1,6,25.723
752,1,7,29.5053
752,1,8,33.0995
752,1,9,33.4346
752,-1,0,6.7451
752,-1,1,8.15433
752,-1,2,12.4413
752,-1,3,28.1452
752,-1,4,29.8318
752,-1,5,34.0971
752,-1,6,37.3184
752,-1,7,38.2747
753,1,0,2.6777
753,1,1,5.72851
753,1,2,6.41336
753,1,3,12.7439
753,1,4,17.0815
753,1,5,22.6064
753,1,6,25.723
753,1,7,29.5053
753,1,8,33.0995
753,1,9,33.4346
753,-1,0,6.7451
753,-1,1,8.15433
753,-1,2,12.4413
753,-1,3,28.1452
753,-1,4,29.8318
753,-1,5,34.0971
753,-1,6,37.3184
753,-1,7,38.2747
754,1,0,2.6777
754,1,1,5.72851
754,1,2,6.41336
754,1,3,12.7439
754,1,4,17.0815
754,1,5,22.6064
754,1,6,25.723
754,1,7,29.5053
754,1,8,33.0995
754,1,9,33.4346
754,-1,0,6.7451
754,-1,1,8.15433
754,-1,2,12.4413
754,-1,3,28.1452
754,-1,4,29.8318
754,-1,5,34.0971
754,-1,6,37.3184
754,-1,7,38.2747
755,1,0,2.6777
755,1,1,5.72851
755,1,2,6.41336
755,1,3,12.7439
755,1,4,17.0815
755,1,5,22.6064
755,1,6,25.723
755,1,7,29.5053
755,1,8,33.0995
755,1,9,33.4346
755,-1,0,6.7451
755,-1,1,8.15433
755,-1,2,12.4413
755,-1,3,28.1452
755,-1,4,29.8318
755,-1,5,34.0971
755,-1,6,37.3184
755,-1,7,38.2747
756,1,0,2.6777
756,1,1,5.72851
756,1,2,6.41336
756,1,3,12.7439
756,1,4,17.0815
756,1,5,22.6064
756,1,6,25.723
756,1,7,29.5053
756,1,8,33.0995
756,1,9,33.4346
756,-1,0,6.7451
756,-1,1,8.15433
756,-1,2,12.4413
756,-1,3,28.1452
756,-1,4,29.8318
756,-1,5,34.0971
756,-1,6,37.3184
756,-1,7,38.2747
757,1,0,2.6777
757,1,1,5.72851
757,1,2,6.41336
757,1,3,12.7439
757,1,4,17.0815
757,1,5,22.6064
757,1,6,25.723
757,1,7,29.5053
757,1,8,33.0995
757,1,9,33.4346
757,-1,0,6.7451
757,-1,1,8.15433
757,-1,2,12.4413
757,-1,3,28.1452
757,-1,4,29.8318
757,-1,5,34.0971
757,-1,6,37.3184
757,-1,7,38.2747
758,1,0,2.6777
758,1,1,5.72851
758,1,2,6.41336
758,1,3,12.7439
758,1,4,17.0815
758,1,5,22.6064
758,1,6,25.723
758,1,7,29.5053
758,1,8,33.0995
758,1,9,33.4346
758,-1,0,6.7451
758,-1,1,8.15433
758,-1,2,12.4413
758,-1,3,28.1452
758,-1,4,29.8318
758,-1,5,34.0971
758,-1,6,37.3184
758,-1,7,38.2747
759,1,0,2.6777
759,1,1,5.72851
759,1,2,6.41336
759,1,3,12.7439
759,1,4,17.0815
759,1,5,22.6064
759,1,6,25.723
759,1,7,29.5053
759,1,8,33.0995
759,1,9,33.4346
759,-1,0,6.7451
759,-1,1,8.15433
759,-1,2,12.4413
759,-1,3,28.1452
759,-1,4,29.8318
759,-1,5,34.0971
759,-1,6,37.3184
759,-1,7,38.2747
760,1,0,2.6777
760,1,1,5.72851
760,1,2,6.41336
760,1,3,12.7439
760,1,4,17.0815
760,1,5,22.735
760,1,6,25.723
760,1,7,29.5053
760,1,8,33.0995
760,1,9,33.4346
760,-1,0,6.7451
760,-1,1,8.15433
760,-1,2,12.4413
760,-1,3,28.1452
760,-1,4,29.8318
760,-1,5,34.0971
760,-1,6,37.3184
760,-1,7,38.2747
761,1,0,2.6777
761,1,1,5.72851
761,1,2,6.41336
761,1,3,12.7439
