conf,kind,k,tau
67,-1,1,7.5798
67,-1,2,11.6601
67,-1,3,28.8651
67,-1,4,29.8513
67,-1,5,35.3807
67,-1,6,38.3709
67,-1,7,39.5836
68,1,0,1.06567
68,1,1,5.40295
68,1,2,6.42629
68,1,3,12.9566
68,1,4,18.2925
68,1,5,23.6779
68,1,6,26.0829
68,1,7,29.5227
68,1,8,31.7988
68,1,9,32.5379
68,-1,0,6.7492
68,-1,1,7.5798
68,-1,2,11.6601
68,-1,3,28.8651
68,-1,4,29.8513
68,-1,5,35.3421
68,-1,6,38.3709
68,-1,7,39.5836
69,1,0,1.10573
69,1,1,5.40295
69,1,2,6.42629
69,1,3,12.9566
69,1,4,18.2925
69,1,5,23.6779
69,1,6,26.0829
69,1,7,29.5227
69,1,8,31.7988
69,1,9,32.5379
69,-1,0,6.7492
69,-1,1,7.5798
69,-1,2,11.6601
69,-1,3,28.8651
69,-1,4,29.8513
69,-1,5,35.3421
69,-1,6,38.3709
69,-1,7,39.5836
70,1,0,1.10573
70,1,1,5.40295
70,1,2,6.42629
70,1,3,12.9566
70,1,4,18.2925
70,1,5,23.6779
70,1,6,26.0829
70,1,7,29.5227
70,1,8,31.7988
70,1,9,32.5379
70,-1,0,6.7492
70,-1,1,7.5798
70,-1,2,11.6601
70,-1,3,28.8651
70,-1,4,29.8513
70,-1,5,35.3421
70,-1,6,38.3709
70,-1,7,39.5836
71,1,0,1.10573
71,1,1,5.40295
71,1,2,6.42629
71,1,3,12.9566
71,1,4,18.2925
71,1,5,23.6779
71,1,6,26.0829
71,1,7,29.5227
71,1,8,31.7988
71,1,9,32.5379
71,-1,0,6.7492
71,-1,1,7.5798
71,-1,2,11.6601
71,-1,3,28.8651
71,-1,4,29.8513
71,-1,5,35.3421
71,-1,6,38.3709
71,-1,7,39.5836
72,1,0,1.10573
72,1,1,5.40295
72,1,2,6.42629
72,1,3,12.9566
72,1,4,18.2925
72,1,5,23.6779
72,1,6,26.0829
72,1,7,29.5227
72,1,8,31.7988
72,1,9,32.5379
72,-1,0,6.7492
72,-1,1,7.5798
72,-1,2,11.6601
72,-1,3,28.8651
72,-1,4,29.8513
72,-1,5,35.3421
72,-1,6,38.3709
72,-1,7,39.5836
73,1,0,1.10573
73,1,1,5.40295
73,1,2,6.42629
73,1,3,12.9566
73,1,4,18.2925
73,1,5,23.6779
73,1,6,26.0829
73,1,7,29.5227
73,1,8,31.7988
73,1,9,32.5379
73,-1,0,6.7492
73,-1,1,7.5798
73,-1,2,11.6601
73,-1,3,28.8651
73,-1,4,29.8513
73,-1,5,35.3421
73,-1,6,38.2823
73,-1,7,39.5836
74,1,0,1.10573
74,1,1,5.40295
74,1,2,6.42629
74,1,3,12.9566
74,1,4,18.2009
74,1,5,23.6779
74,1,6,26.0829
74,1,7,29.5227
74,1,8,31.7988
74,1,9,32.5379
74,-1,0,6.7492
74,-1,1,7.5798
74,-1,2,11.6601
74,-1,3,28.8651
74,-1,4,29.8513
74,-1,5,35.3421
74,-1,6,38.2823
74,-1,7,39.5836
75,1,0,1.10573
75,1,1,5.40295
75,1,2,6.42629
75,1,3,12.9566
75,1,4,18.2009
75,1,5,23.6779
75,1,6,26.0829
75,1,7,29.5227
75,1,8,31.7988
75,1,9,32.5379
75,-1,0,6.7492
75,-1,1,7.5798
75,-1,2,11.6601
75,-1,3,28.8651
75,-1,4,29.8513
75,-1,5,35.3421
75,-1,6,38.2823
75,-1,7,39.5836
76,1,0,1.10573
76,1,1,5.40295
76,1,2,6.42629
76,1,3,12.9566
76,1,4,18.2009
76,1,5,23.6779
76,1,6,26.0829
76,1,7,29.5227
76,1,8,31.7988
76,1,9,32.5379
76,-1,0,6.7492
76,-1,1,7.5798
76,-1,2,11.6601
76,-1,3,28.8651
76,-1,4,29.8513
76,-1,5,35.3421
76,-1,6,38.2823
76,-1,7,39.5836
77,1,0,1.10573
77,1,1,5.40295
77,1,2,6.42629
77,1,3,12.9566
77,1,4,18.2009
77,1,5,23.6779
77,1,6,26.0829
77,1,7,29.5227
77,1,8,31.7988
77,1,9,32.5379
77,-1,0,6.7492
77,-1,1,7.5798
77,-1,2,11.6601
77,-1,3,28.8651
77,-1,4,29.8513
77,-1,5,35.3421
77,-1,6,38.2823
77,-1,7,39.5836
78,1,0,1.10573
78,1,1,5.40295
78,1,2,6.42629
78,1,3,12.9566
78,1,4,18.2009
78,1,5,23.6779
78,1,6,26.0829
78,1,7,29.5227
78,1,8,31.8468
78,1,9,32.5379
78,-1,0,6.7492
78,-1,1,7.5798
78,-1,2,11.6601
78,-1,3,28.8651
78,-1,4,29.8513
78,-1,5,35.3421
78,-1,6,38.2823
78,-1,7,39.5836
79,1,0,1.10573
79,1,1,5.40295
79,1,2,6.42629
79,1,3,12.9414
79,1,4,18.2009
79,1,5,23.6779
79,1,6,26.0829
79,1,7,29.5227
79,1,8,31.8468
79,1,9,32.5379
79,-1,0,6.7492
79,-1,1,7.5798
79,-1,2,11.6601
79,-1,3,28.8651
79,-1,4,29.8513
79,-1,5,35.3421
79,-1,6,38.2823
79,-1,7,39.5836
80,1,0,1.10573
80,1,1,5.40295
80,1,2,6.42629
80,1,3,12.9414
80,1,4,18.2009
80,1,5,23.6779
80,1,6,26.0829
80,1,7,29.5227
80,1,8,31.8468
80,1,9,32.5379
80,-1,0,6.7492
80,-1,1,7.5798
80,-1,2,11.6601
80,-1,3,28.8651
80,-1,4,29.8513
80,-1,5,35.3421
80,-1,6,38.2823
80,-1,7,39.5836
81,1,0,1.10573
81,1,1,5.40295
81,1,2,6.42629
81,1,3,12.9414
81,1,4,18.2009
81,1,5,23.6779
81,1,6,26.0829
81,1,7,29.5227
81,1,8,31.8468
81,1,9,32.5379
81,-1,0,6.7492
81,-1,1,7.5798
81,-1,2,11.6601
81,-1,3,28.8651
81,-1,4,29.8513
81,-1,5,35.3421
81,-1,6,38.2823
81,-1,7,39.5836
82,1,0,1.10573
82,1,1,5.40295
82,1,2,6.42629
82,1,3,12.9414
82,1,4,18.2009
82,1,5,23.6779
82,1,6,26.0829
82,1,7,29.5227
82,1,8,31.8468
82,1,9,32.5379
82,-1,0,6.7492
82,-1,1,7.61727
82,-1,2,11.6601
82,-1,3,28.8651
82,-1,4,29.8513
82,-1,5,35.3421
82,-1,6,38.2823
82,-1,7,39.5836
83,1,0,1.10573
83,1,1,5.40295
83,1,2,6.42629
83,1,3,12.9414
83,1,4,18.2009
83,1,5,23.6779
83,1,6,26.0829
83,1,7,29.5227
83,1,8,31.8468
83,1,9,32.5379
83,-1,0,6.7492
83,-1,1,7.61727
83,-1,2,11.6601
83,-1,3,28.8651
83,-1,4,29.8513
83,-1,5,35.3421
83,-1,6,38.2823
83,-1,7,39.5836
84,1,0,1.10573
84,1,1,5.40295
84,1,2,6.42629
84,1,3,12.9003
84,1,4,18.2009
84,1,5,23.6779
84,1,6,26.0829
84,1,7,29.5227
84,1,8,31.8468
84,1,9,32.5379
84,-1,0,6.7492
84,-1,1,7.61727
84,-1,2,11.6601
84,-1,3,28.8651
84,-1,4,29.8513
84,-1,5,35.3421
84,-1,6,38.2823
84,-1,7,39.5836
85,1,0,1.10573
85,1,1,5.40295
85,1,2,6.42629
85,1,3,12.9003
85,1,4,18.2009
85,1,5,23.6779
85,1,6,26.0829
85,1,7,29.5227
85,1,8,31.8468
85,1,9,32.5379
85,-1,0,6.7492
85,-1,1,7.61727
85,-1,2,11.6601
85,-1,3,28.8651
85,-1,4,29.8513
85,-1,5,35.3421
85,-1,6,38.2823
85,-1,7,39.5836
86,1,0,1.10573
86,1,1,5.40295
86,1,2,6.42629
86,1,3,12.9003
86,1,4,18.2009
86,1,5,23.6779
86,1,6,26.0829
86,1,7,29.5227
86,1,8,31.8468
86,1,9,32.5379
86,-1,0,6.7492
86,-1,1,7.61727
86,-1,2,11.6601
86,-1,3,28.8651
86,-1,4,29.8513
86,-1,5,35.2967
86,-1,6,38.2823
86,-1,7,39.5836
87,1,0,1.10573
87,1,1,5.40295
87,1,2,6.42629
87,1,3,12.9003
87,1,4,18.2009
87,1,5,23.6585
87,1,6,26.0829
87,1,7,29.5227
87,1,8,31.8468
87,1,9,32.5379
87,-1,0,6.7492
87,-1,1,7.61727
87,-1,2,11.6601
87,-1,3,28.8651
87,-1,4,29.8513
87,-1,5,35.2967
87,-1,6,38.2823
87,-1,7,39.5836
88,1,0,1.10573
88,1,1,5.40295
88,1,2,6.42629
88,1,3,12.9003
88,1,4,18.2009
88,1,5,23.6585
88,1,6,26.0829
88,1,7,29.5227
88,1,8,31.8468
88,1,9,32.5379
88,-1,0,6.7492
88,-1,1,7.61727
88,-1,2,11.6601
88,-1,3,28.8651
88,-1,4,29.8513
88,-1,5,35.2967
88,-1,6,38.2823
88,-1,7,39.5836
89,1,0,1.10573
89,1,1,5.40295
89,1,2,6.42629
89,1,3,12.9003
89,1,4,18.2009
89,1,5,23.6585
89,1,6,26.0829
89,1,7,29.5227
89,1,8,31.8468
89,1,9,32.5379
89,-1,0,6.7492
89,-1,1,7.61727
89,-1,2,11.8093
89,-1,3,28.8651
89,-1,4,29.8513
89,-1,5,35.2967
89,-1,6,38.2823
89,-1,7,39.5836
90,1,0,1.10573
90,1,1,5.40295
90,1,2,6.42629
90,1,3,12.9003
90,1,4,18.2009
90,1,5,23.6359
90,1,6,26.0829
90,1,7,29.5227
90,1,8,31.8468
90,1,9,32.5379
90,-1,0,6.7492
90,-1,1,7.61727
90,-1,2,11.8093
90,-1,3,28.8651
90,-1,4,29.8513
90,-1,5,35.2967
90,-1,6,38.2823
90,-1,7,39.5836
91,1,0,1.10573
91,1,1,5.40295
91,1,2,6.42629
91,1,3,12.9003
91,1,4,18.2009
91,1,5,23.6359
91,1,6,26.0829
91,1,7,29.5227
91,1,8,31.8468
91,1,9,32.5379
91,-1,0,6.7492
91,-1,1,7.61727
91,-1,2,11.8093
91,-1,3,28.8651
91,-1,4,29.8513
91,-1,5,35.2967
91,-1,6,38.2823
91,-1,7,39.5836
92,1,0,1.10573
92,1,1,5.40295
92,1,2,6.42629
92,1,3,12.9003
92,1,4,18.2009
92,1,5,23.6359
92,1,6,26.0829
92,1,7,29.5227
92,1,8,31.8468
92,1,9,32.5379
92,-1,0,6.7492
92,-1,1,7.61727
92,-1,2,11.8093
92,-1,3,28.8651
92,-1,4,29.8513
92,-1,5,35.2967
92,-1,6,38.2823
92,-1,7,39.5836
93,1,0,1.10573
93,1,1,5.40295
93,1,2,6.42629
93,1,3,12.9003
93,1,4,18.2009
93,1,5,23.6359
93,1,6,26.0829
93,1,7,29.5227
93,1,8,31.8468
93,1,9,32.5379
93,-1,0,6.7492
93,-1,1,7.61727
93,-1,2,11.8093
93,-1,3,28.8651
93,-1,4,29.8513
93,-1,5,35.2967
93,-1,6,38.2823
93,-1,7,39.5836
94,1,0,1.10573
94,1,1,5.40295
94,1,2,6.42629
94,1,3,12.9003
94,1,4,18.2009
94,1,5,23.6359
94,1,6,26.0829
94,1,7,29.5227
94,1,8,31.8468
94,1,9,32.5379
94,-1,0,6.72958
94,-1,1,7.61727
94,-1,2,11.8093
94,-1,3,28.8651
94,-1,4,29.8513
94,-1,5,35.2967
94,-1,6,38.2823
94,-1,7,39.5836
95,1,0,1.10573
95,1,1,5.40295
95,1,2,6.42629
95,1,3,12.9003
95,1,4,18.2009
95,1,5,23.6359
95,1,6,26.0829
95,1,7,29.5227
95,1,8,31.943
95,1,9,32.5379
95,-1,0,6.72958
95,-1,1,7.61727
95,-1,2,11.8093
95,-1,3,28.8651
95,-1,4,29.8513
95,-1,5,35.2967
95,-1,6,38.2823
95,-1,7,39.5836
96,1,0,1.16678
96,1,1,5.40295
96,1,2,6.42629
96,1,3,12.9003
96,1,4,18.2009
96,1,5,23.6359
96,1,6,26.0829
96,1,7,29.5227
96,1,8,31.943
96,1,9,32.5379
96,-1,0,6.72958
96,-1,1,7.61727
96,-1,2,11.8093
96,-1,3,28.8651
96,-1,4,29.8513
96,-1,5,35.2967
96,-1,6,38.2823
96,-1,7,39.5836
97,1,0,1.16678
97,1,1,5.40295
97,1,2,6.42629
97,1,3,12.9003
97,1,4,18.2009
97,1,5,23.5162
97,1,6,26.0829
97,1,7,29.5227
97,1,8,31.943
97,1,9,32.5379
97,-1,0,6.72958
97,-1,1,7.61727
97,-1,2,11.8093
97,-1,3,28.8651
97,-1,4,29.8513
97,-1,5,35.2967
97,-1,6,38.2823
97,-1,7,39.5836
98,1,0,1.16678
98,1,1,5.40295
98,1,2,6.42629
98,1,3,12.9003
98,1,4,18.2009
98,1,5,23.5162
98,1,6,26.0829
98,1,7,29.5227
98,1,8,31.943
98,1,9,32.5379
98,-1,0,6.72958
98,-1,1,7.61727
98,-1,2,11.8093
98,-1,3,28.8651
98,-1,4,29.8513
98,-1,5,35.2967
98,-1,6,38.2823
98,-1,7,39.5836
99,1,0,1.16678
99,1,1,5.40295
99,1,2,6.42629
99,1,3,12.9003
99,1,4,18.2009
99,1,5,23.4364
99,1,6,26.0829
99,1,7,29.5227
99,1,8,31.943
99,1,9,32.5379
99,-1,0,6.72958
99,-1,1,7.61727
99,-1,2,11.8093
99,-1,3,28.8651
99,-1,4,29.8513
99,-1,5,35.2967
99,-1,6,38.2823
99,-1,7,39.5836
100,1,0,1.16678
100,1,1,5.40295
100,1,2,6.42629
100,1,3,12.9003
100,1,4,18.2009
100,1,5,23.4364
100,1,6,26.0829
100,1,7,29.5227
100,1,8,31.943
100,1,9,32.5379
100,-1,0,6.72958
100,-1,1,7.61727
100,-1,2,11.8093
100,-1,3,28.8651
100,-1,4,29.8513
100,-1,5,35.2967
100,-1,6,38.2823
100,-1,7,39.5836
101,1,0,1.16678
101,1,1,5.40295
101,1,2,6.42629
101,1,3,12.9003
101,1,4,18.2009
101,1,5,23.4364
101,1,6,26.0829
101,1,7,29.5227
101,1,8,31.943
101,1,9,32.5379
101,-1,0,6.72958
101,-1,1,7.61727
101,-1,2,11.8093
101,-1,3,28.8651
101,-1,4,29.8513
101,-1,5,35.2967
101,-1,6,38.2823
101,-1,7,39.5676
102,1,0,1.16678
102,1,1,5.40295
102,1,2,6.42629
102,1,3,12.9003
102,1,4,18.2009
102,1,5,23.2867
102,1,6,26.0829
102,1,7,29.5227
102,1,8,31.943
102,1,9,32.5379
102,-1,0,6.72958
102,-1,1,7.61727
102,-1,2,11.8093
102,-1,3,28.8651
102,-1,4,29.8513
102,-1,5,35.2967
102,-1,6,38.2823
102,-1,7,39.5676
103,1,0,1.16678
103,1,1,5.40295
103,1,2,6.42629
103,1,3,12.9003
103,1,4,18.2009
103,1,5,23.2867
103,1,6,26.0829
103,1,7,29.5227
103,1,8,31.943
103,1,9,32.5379
103,-1,0,6.72958
103,-1,1,7.61727
103,-1,2,11.8093
103,-1,3,28.8651
103,-1,4,29.8513
103,-1,5,35.2967
103,-1,6,38.2823
103,-1,7,39.5676
104,1,0,1.16678
104,1,1,5.40295
104,1,2,6.42629
104,1,3,12.9003
104,1,4,18.1935
104,1,5,23.2867
104,1,6,26.0829
104,1,7,29.5227
104,1,8,31.943
104,1,9,32.5379
104,-1,0,6.72958
104,-1,1,7.61727
104,-1,2,11.8093
104,-1,3,28.8651
104,-1,4,29.8513
104,-1,5,35.2967
104,-1,6,38.2823
104,-1,7,39.5676
105,1,0,1.23254
105,1,1,5.40295
105,1,2,6.42629
105,1,3,12.9003
105,1,4,18.1935
105,1,5,23.2867
105,1,6,26.0829
105,1,7,29.5227
105,1,8,31.943
105,1,9,32.5379
105,-1,0,6.72958
105,-1,1,7.61727
105,-1,2,11.8093
105,-1,3,28.8651
105,-1,4,29.8513
105,-1,5,35.2967
105,-1,6,38.2823
105,-1,7,39.5676
106,1,0,1.23254
106,1,1,5.40295
106,1,2,6.42629
106,1,3,12.9003
106,1,4,18.1935
106,1,5,23.2867
106,1,6,26.0829
106,1,7,29.5227
106,1,8,31.943
106,1,9,32.5379
106,-1,0,6.72958
106,-1,1,7.61727
106,-1,2,11.8093
106,-1,3,28.863
106,-1,4,29.8513
106,-1,5,35.2967
106,-1,6,38.2823
106,-1,7,39.5676
107,1,0,1.27142
107,1,1,5.40295
107,1,2,6.42629
107,1,3,12.9003
107,1,4,18.1935
107,1,5,23.2867
107,1,6,26.0829
107,1,7,29.5227
107,1,8,31.943
107,1,9,32.5379
107,-1,0,6.72958
107,-1,1,7.61727
107,-1,2,11.8093
107,-1,3,28.863
107,-1,4,29.8513
107,-1,5,35.2967
107,-1,6,38.2823
107,-1,7,39.5676
108,1,0,1.27142
108,1,1,5.40295
108,1,2,6.42629
108,1,3,12.9003
108,1,4,18.1935
108,1,5,23.2867
108,1,6,26.0829
108,1,7,29.5227
108,1,8,31.943
108,1,9,32.5379
108,-1,0,6.72958
108,-1,1,7.61727
108,-1,2,11.8684
108,-1,3,28.863
108,-1,4,29.8513
108,-1,5,35.2967
108,-1,6,38.2823
108,-1,7,39.5676
109,1,0,1.27142
109,1,1,5.40295
109,1,2,6.42629
109,1,3,12.9003
109,1,4,18.1935
109,1,5,23.2867
109,1,6,26.0829
109,1,7,29.5227
109,1,8,31.943
109,1,9,32.5379
109,-1,0,6.72958
109,-1,1,7.61727
109,-1,2,11.8684
109,-1,3,28.8523
109,-1,4,29.8513
109,-1,5,35.2967
109,-1,6,38.2823
109,-1,7,39.5676
110,1,0,1.27142
110,1,1,5.40295
110,1,2,6.42629
110,1,3,12.9003
110,1,4,18.1935
110,1,5,23.2867
110,1,6,26.0829
110,1,7,29.5227
110,1,8,31.943
110,1,9,32.5379
110,-1,0,6.72958
110,-1,1,7.61727
110,-1,2,11.8684
110,-1,3,28.8523
110,-1,4,29.8513
110,-1,5,35.2967
110,-1,6,38.2823
110,-1,7,39.5676
111,1,0,1.27142
111,1,1,5.40295
111,1,2,6.42629
111,1,3,12.8006
111,1,4,18.1935
111,1,5,23.2867
111,1,6,26.0829
111,1,7,29.5227
111,1,8,31.943
111,1,9,32.5379
111,-1,0,6.72958
111,-1,1,7.61727
111,-1,2,11.8684
111,-1,3,28.8523
111,-1,4,29.8513
111,-1,5,35.2967
111,-1,6,38.2823
111,-1,7,39.5676
112,1,0,1.27142
112,1,1,5.40295
112,1,2,6.42629
112,1,3,12.8006
112,1,4,18.1935
112,1,5,23.2867
112,1,6,26.0829
112,1,7,29.5227
112,1,8,31.943
112,1,9,32.5379
112,-1,0,6.72958
112,-1,1,7.61727
112,-1,2,11.8684
112,-1,3,28.8523
112,-1,4,29.8513
112,-1,5,35.2967
112,-1,6,38.1758
112,-1,7,39.5676
113,1,0,1.2744
113,1,1,5.40295
113,1,2,6.42629
113,1,3,12.8006
113,1,4,18.1935
113,1,5,23.2867
113,1,6,26.0829
113,1,7,29.5227
113,1,8,31.943
113,1,9,32.5379
113,-1,0,6.72958
113,-1,1,7.61727
113,-1,2,11.8684
113,-1,3,28.8523
113,-1,4,29.8513
113,-1,5,35.2967
113,-1,6,38.1758
113,-1,7,39.5676
114,1,0,1.2744
114,1,1,5.40295
114,1,2,6.42629
114,1,3,12.8006
114,1,4,18.1935
114,1,5,23.2867
114,1,6,26.0829
114,1,7,29.5227
114,1,8,31.943
114,1,9,32.5379
114,-1,0,6.72958
114,-1,1,7.61727
114,-1,2,11.8684
114,-1,3,28.8523
114,-1,4,29.8513
114,-1,5,35.2967
114,-1,6,38.1758
114,-1,7,39.5676
115,1,0,1.2744
115,1,1,5.40295
115,1,2,6.42629
115,1,3,12.8006
115,1,4,18.1935
115,1,5,23.2867
115,1,6,26.0829
115,1,7,29.5227
115,1,8,31.943
115,1,9,32.5379
115,-1,0,6.72958
115,-1,1,7.70214
115,-1,2,11.8684
115,-1,3,28.8523
115,-1,4,29.8513
115,-1,5,35.2967
115,-1,6,38.1758
115,-1,7,39.5676
116,1,0,1.2744
116,1,1,5.40295
116,1,2,6.42629
116,1,3,12.8006
116,1,4,18.1935
116,1,5,23.2867
116,1,6,26.0829
116,1,7,29.5227
116,1,8,31.943
116,1,9,32.5379
116,-1,0,6.72958
116,-1,1,7.70214
116,-1,2,11.8684
116,-1,3,28.8523
116,-1,4,29.8513
116,-1,5,35.2967
116,-1,6,38.1758
116,-1,7,39.5676
117,1,0,1.2744
117,1,1,5.40295
117,1,2,6.42629
117,1,3,12.8006
117,1,4,18.1935
117,1,5,23.2867
117,1,6,26.0829
117,1,7,29.5227
117,1,8,31.943
117,1,9,32.5379
117,-1,0,6.72958
117,-1,1,7.70214
117,-1,2,11.8706
117,-1,3,28.8523
117,-1,4,29.8513
117,-1,5,35.2967
117,-1,6,38.1758
117,-1,7,39.5676
118,1,0,1.2744
118,1,1,5.40295
118,1,2,6.42629
118,1,3,12.8006
118,1,4,18.1935
118,1,5,23.2867
118,1,6,26.0829
118,1,7,29.5227
118,1,8,31.943
118,1,9,32.5379
118,-1,0,6.72958
118,-1,1,7.70214
118,-1,2,11.8706
118,-1,3,28.8523
118,-1,4,29.8513
118,-1,5,35.2967
118,-1,6,38.1758
118,-1,7,39.5676
119,1,0,1.2744
119,1,1,5.40295
119,1,2,6.42629
119,1,3,12.8006
119,1,4,18.1935
119,1,5,23.2867
119,1,6,26.0829
119,1,7,29.5227
119,1,8,31.943
119,1,9,32.5379
119,-1,0,6.72958
119,-1,1,7.70214
119,-1,2,11.8706
119,-1,3,28.8523
119,-1,4,29.8513
119,-1,5,35.2967
119,-1,6,38.1758
119,-1,7,39.5676
120,1,0,1.2744
120,1,1,5.40295
120,1,2,6.42629
120,1,3,12.8006
120,1,4,18.1935
120,1,5,23.2867
120,1,6,26.0829
120,1,7,29.5227
120,1,8,31.943
120,1,9,32.5379
120,-1,0,6.72958
120,-1,1,7.70214
120,-1,2,11.973
120,-1,3,28.8523
120,-1,4,29.8513
120,-1,5,35.2967
120,-1,6,38.1758
120,-1,7,39.5676
121,1,0,1.2744
121,1,1,5.40295
121,1,2,6.42629
121,1,3,12.8006
121,1,4,18.1935
121,1,5,23.2867
121,1,6,26.0829
121,1,7,29.5227
121,1,8,31.943
121,1,9,32.5379
121,-1,0,6.72958
121,-1,1,7.70214
121,-1,2,12.0681
121,-1,3,28.8523
121,-1,4,29.8513
121,-1,5,35.2967
121,-1,6,38.1758
121,-1,7,39.5676
122,1,0,1.2744
122,1,1,5.40295
122,1,2,6.42629
122,1,3,12.8006
122,1,4,18.1935
122,1,5,23.2867
122,1,6,26.0829
122,1,7,29.5227
122,1,8,31.943
122,1,9,32.5379
122,-1,0,6.72958
122,-1,1,7.70214
122,-1,2,12.0681
122,-1,3,28.8233
122,-1,4,29.8513
122,-1,5,35.2967
122,-1,6,38.1758
122,-1,7,39.5676
123,1,0,1.2744
123,1,1,5.40295
123,1,2,6.42629
123,1,3,12.8006
123,1,4,18.1935
123,1,5,23.2867
123,1,6,26.0829
123,1,7,29.5227
123,1,8,31.943
123,1,9,32.5379
123,-1,0,6.72958
123,-1,1,7.70214
123,-1,2,12.0681
123,-1,3,28.8233
123,-1,4,29.8513
123,-1,5,35.2967
123,-1,6,38.1758
123,-1,7,39.5676
124,1,0,1.2744
124,1,1,5.40295
124,1,2,6.42629
124,1,3,12.8006
124,1,4,18.1935
124,1,5,23.2867
124,1,6,26.0829
124,1,7,29.5227
124,1,8,31.943
124,1,9,32.5379
124,-1,0,6.72958
124,-1,1,7.70214
124,-1,2,12.0681
124,-1,3,28.8233
124,-1,4,29.8513
124,-1,5,35.2967
124,-1,6,38.1758
124,-1,7,39.5676
125,1,0,1.2744
125,1,1,5.40295
125,1,2,6.42629
125,1,3,12.8006
125,1,4,18.1935
125,1,5,23.2867
125,1,6,26.0829
125,1,7,29.5227
125,1,8,31.943
125,1,9,32.5801
125,-1,0,6.72958
125,-1,1,7.70214
125,-1,2,12.0681
125,-1,3,28.8233
125,-1,4,29.8513
125,-1,5,35.2967
125,-1,6,38.1758
125,-1,7,39.5676
126,1,0,1.2744
126,1,1,5.40295
126,1,2,6.42629
126,1,3,12.8006
126,1,4,18.1935
126,1,5,23.2867
126,1,6,26.0829
126,1,7,29.5227
126,1,8,31.943
126,1,9,32.5801
126,-1,0,6.72958
126,-1,1,7.70214
126,-1,2,12.0681
126,-1,3,28.8233
126,-1,4,29.8513
126,-1,5,35.2967
126,-1,6,38.1758
126,-1,7,39.5676
127,1,0,1.2744
127,1,1,5.40295
127,1,2,6.42629
127,1,3,12.8006
127,1,4,18.1935
127,1,5,23.2867
127,1,6,26.0829
127,1,7,29.5227
127,1,8,31.9874
127,1,9,32.5801
127,-1,0,6.72958
127,-1,1,7.70214
127,-1,2,12.0681
127,-1,3,28.8233
127,-1,4,29.8513
127,-1,5,35.2967
127,-1,6,38.1758
127,-1,7,39.5676
128,1,0,1.2744
128,1,1,5.40295
128,1,2,6.42629
128,1,3,12.8006
128,1,4,18.1935
128,1,5,23.2867
128,1,6,26.0829
128,1,7,29.5227
128,1,8,31.9874
128,1,9,32.5801
128,-1,0,6.72958
128,-1,1,7.70214
128,-1,2,12.0681
128,-1,3,28.8233
128,-1,4,29.8513
128,-1,5,35.2967
128,-1,6,38.1758
128,-1,7,39.4977
129,1,0,1.2744
129,1,1,5.40295
129,1,2,6.42629
129,1,3,12.8006
129,1,4,18.1935
129,1,5,23.2867
129,1,6,26.0829
129,1,7,29.5227
129,1,8,31.9874
129,1,9,32.5801
129,-1,0,6.72958
129,-1,1,7.70214
129,-1,2,12.0681
129,-1,3,28.8233
129,-1,4,29.8513
129,-1,5,35.2967
129,-1,6,38.1758
129,-1,7,39.4977
130,1,0,1.2744
130,1,1,5.40295
130,1,2,6.42629
130,1,3,12.8006
130,1,4,18.1935
130,1,5,23.2867
130,1,6,26.0829
130,1,7,29.5227
130,1,8,31.9874
130,1,9,32.5801
130,-1,0,6.72958
130,-1,1,7.70214
130,-1,2,12.0681
130,-1,3,28.8233
130,-1,4,29.8513
130,-1,5,35.2967
130,-1,6,38.1758
130,-1,7,39.4977
131,1,0,1.2744
131,1,1,5.40295
131,1,2,6.42629
131,1,3,12.8006
131,1,4,18.1935
131,1,5,23.3
131,1,6,26.0829
131,1,7,29.5227
131,1,8,31.9874
131,1,9,32.5801
131,-1,0,6.72958
131,-1,1,7.70214
131,-1,2,12.0681
131,-1,3,28.8233
131,-1,4,29.8513
131,-1,5,35.2967
131,-1,6,38.1758
131,-1,7,39.4977
132,1,0,1.2744
132,1,1,5.40295
132,1,2,6.42629
132,1,3,12.8006
132,1,4,18.1935
132,1,5,23.3
132,1,6,26.0829
132,1,7,29.5227
132,1,8,31.9874
132,1,9,32.5801
132,-1,0,6.72958
132,-1,1,7.70214
132,-1,2,12.0681
132,-1,3,28.8233
132,-1,4,29.8513
132,-1,5,35.2967
132,-1,6,38.1758
132,-1,7,39.4977
133,1,0,1.2744
133,1,1,5.40295
133,1,2,6.42629
133,1,3,12.8006
133,1,4,18.1935
133,1,5,23.3
133,1,6,26.0481
133,1,7,29.5227
133,1,8,31.9874
133,1,9,32.5801
133,-1,0,6.72958
133,-1,1,7.70214
133,-1,2,12.0681
133,-1,3,28.8233
133,-1,4,29.8513
133,-1,5,35.2967
133,-1,6,38.1758
133,-1,7,39.4977
134,1,0,1.2744
134,1,1,5.40295
134,1,2,6.42629
134,1,3,12.8006
134,1,4,18.1935
134,1,5,23.3
134,1,6,26.0481
134,1,7,29.5227
134,1,8,31.9874
134,1,9,32.5801
134,-1,0,6.72958
134,-1,1,7.70214
134,-1,2,12.0681
134,-1,3,28.8233
134,-1,4,29.8513
134,-1,5,35.2967
134,-1,6,38.1758
134,-1,7,39.4977
135,1,0,1.2744
135,1,1,5.40295
135,1,2,6.42629
135,1,3,12.8006
135,1,4,18.1935
135,1,5,23.3
135,1,6,26.0481
135,1,7,29.5227
135,1,8,31.9874
135,1,9,32.5801
135,-1,0,6.72958
135,-1,1,7.70214
