tau,x
0,-1.41841
0.05,-1.41753
0.1,-1.41574
0.15,-1.41606
0.2,-1.41
0.25,-1.40384
0.3,-1.39537
0.35,-1.39407
0.4,-1.38703
0.45,-1.38855
0.5,-1.3922
0.55,-1.3986
0.6,-1.40355
0.65,-1.40636
0.7,-1.40855
0.75,-1.40741
0.8,-1.40376
0.85,-1.39932
0.9,-1.39248
0.95,-1.38742
1,-1.38318
1.05,-1.37639
1.1,-1.37103
1.15,-1.37434
1.2,-1.37085
1.25,-1.37817
1.3,-1.37741
1.35,-1.37415
1.4,-1.37613
1.45,-1.38098
1.5,-1.39038
1.55,-1.39775
1.6,-1.40252
1.65,-1.4072
1.7,-1.40749
1.75,-1.40876
1.8,-1.40792
1.85,-1.40808
1.9,-1.41041
1.95,-1.41374
2,-1.41438
2.05,-1.414
2.1,-1.41258
2.15,-1.40664
2.2,-1.39985
2.25,-1.39355
2.3,-1.3833
2.35,-1.37181
2.4,-1.36013
2.45,-1.34837
2.5,-1.34341
2.55,-1.34293
2.6,-1.33197
2.65,-1.32201
2.7,-1.32359
2.75,-1.31993
2.8,-1.3174
2.85,-1.31026
2.9,-1.30282
2.95,-1.31267
3,-1.31544
3.05,-1.31622
3.1,-1.31893
3.15,-1.31449
3.2,-1.31372
3.25,-1.31107
3.3,-1.32266
3.35,-1.31874
3.4,-1.31995
3.45,-1.32594
3.5,-1.32724
3.55,-1.32702
3.6,-1.32325
3.65,-1.32431
3.7,-1.33143
3.75,-1.34177
3.8,-1.34443
3.85,-1.34842
3.9,-1.35489
3.95,-1.36297
4,-1.36085
4.05,-1.36172
4.1,-1.35608
4.15,-1.34958
4.2,-1.34422
4.25,-1.3425
4.3,-1.3439
4.35,-1.34771
4.4,-1.35052
4.45,-1.35098
4.5,-1.34748
4.55,-1.34876
4.6,-1.34973
4.65,-1.35056
4.7,-1.34599
4.75,-1.3506
4.8,-1.35485
4.85,-1.35954
4.9,-1.36454
4.95,-1.36671
5,-1.36818
5.05,-1.37051
5.1,-1.37187
5.15,-1.37038
5.2,-1.37617
5.25,-1.38156
5.3,-1.38835
5.35,-1.39025
5.4,-1.39564
5.45,-1.40026
5.5,-1.4045
5.55,-1.41184
5.6,-1.41657
5.65,-1.42146
5.7,-1.42204
5.75,-1.42232
5.8,-1.42166
5.85,-1.4157
5.9,-1.40881
5.95,-1.40049
6,-1.39429
6.05,-1.38279
6.1,-1.36987
6.15,-1.35411
6.2,-1.34738
6.25,-1.34964
6.3,-1.33161
6.35,-1.32891
6.4,-1.31503
6.45,-1.29938
6.5,-1.27486
6.55,-1.26207
6.6,-1.25117
6.65,-1.23463
6.7,-1.22513
6.75,-1.21136
6.8,-1.20706
6.85,-1.19654
6.9,-1.18206
6.95,-1.18166
7,-1.17116
7.05,-1.17933
7.1,-1.18181
7.15,-1.17829
7.2,-1.18077
7.25,-1.18278
7.3,-1.17924
7.35,-1.17828
7.4,-1.16099
7.45,-1.14296
7.5,-1.10881
7.55,-1.06399
7.6,-0.998313
7.65,-0.911108
7.7,-0.804913
7.75,-0.674676
7.8,-0.527129
7.85,-0.359261
7.9,-0.17909
7.95,0.0100981
8,0.199348
8.05,0.382114
8.1,0.545471
8.15,0.686184
8.2,0.80965
8.25,0.906948
8.3,0.991212
8.35,1.05427
8.4,1.09934
8.45,1.13553
8.5,1.17398
8.55,1.2002
8.6,1.21281
8.65,1.2349
8.7,1.24469
8.75,1.25698
8.8,1.26723
8.85,1.26844
8.9,1.27369
8.95,1.28604
9,1.29752
9.05,1.2979
9.1,1.30521
9.15,1.31384
9.2,1.31417
9.25,1.32426
9.3,1.33874
9.35,1.35175
9.4,1.36467
9.45,1.37312
9.5,1.37918
9.55,1.38736
9.6,1.39386
9.65,1.39853
9.7,1.40121
9.75,1.39693
9.8,1.38839
9.85,1.37591
9.9,1.35292
9.95,1.32333
10,1.29025
10.05,1.24412
10.1,1.18738
10.15,1.11769
10.2,1.02816
10.25,0.91927
10.3,0.79134
10.35,0.64666
10.4,0.487547
10.45,0.312979
10.5,0.137661
10.55,-0.0486705
10.6,-0.226356
10.65,-0.392625
10.7,-0.541937
10.75,-0.673252
10.8,-0.783556
10.85,-0.871922
10.9,-0.942846
10.95,-1.00463
11,-1.04682
11.05,-1.08216
11.1,-1.11042
11.15,-1.14731
11.2,-1.17751
11.25,-1.16564
11.3,-1.18475
11.35,-1.20959
11.4,-1.22017
11.45,-1.22343
11.5,-1.24058
11.55,-1.24815
11.6,-1.27801
11.65,-1.25636
11.7,-1.25642
11.75,-1.24551
11.8,-1.25082
11.85,-1.24076
11.9,-1.25558
11.95,-1.25849
12,-1.23798
12.05,-1.24227
12.1,-1.23135
12.15,-1.24051
12.2,-1.24159
12.25,-1.25651
12.3,-1.25993
12.35,-1.27609
12.4,-1.28293
12.45,-1.28637
12.5,-1.30906
12.55,-1.31254
12.6,-1.3244
12.65,-1.34413
12.7,-1.35426
12.75,-1.36606
12.8,-1.38504
12.85,-1.39809
12.9,-1.41022
12.95,-1.41649
13,-1.41666
13.05,-1.41978
13.1,-1.41726
13.15,-1.42086
13.2,-1.40544
13.25,-1.39318
13.3,-1.38098
13.35,-1.36955
13.4,-1.35817
13.45,-1.34139
13.5,-1.33171
13.55,-1.3182
13.6,-1.32372
13.65,-1.32826
13.7,-1.32865
13.75,-1.33353
13.8,-1.34275
13.85,-1.34852
13.9,-1.35068
13.95,-1.3575
14,-1.36729
14.05,-1.37283
14.1,-1.37812
14.15,-1.3879
14.2,-1.39562
14.25,-1.40458
14.3,-1.41161
14.35,-1.42054
14.4,-1.42358
14.45,-1.42545
14.5,-1.42882
14.55,-1.43
14.6,-1.42913
14.65,-1.42677
14.7,-1.42772
14.75,-1.43078
14.8,-1.43578
14.85,-1.43851
14.9,-1.43314
14.95,-1.43789
15,-1.43546
15.05,-1.43631
15.1,-1.43869
15.15,-1.43846
15.2,-1.43823
15.25,-1.42977
15.3,-1.42447
15.35,-1.41732
15.4,-1.41196
15.45,-1.40723
15.5,-1.40295
15.55,-1.39786
15.6,-1.39203
15.65,-1.38752
15.7,-1.38472
15.75,-1.38278
15.8,-1.38205
15.85,-1.37848
15.9,-1.38128
15.95,-1.38416
16,-1.38996
16.05,-1.39207
16.1,-1.39542
16.15,-1.39845
16.2,-1.40027
16.25,-1.40087
16.3,-1.40275
16.35,-1.40258
16.4,-1.40149
16.45,-1.39842
16.5,-1.39476
16.55,-1.3896
16.6,-1.3832
16.65,-1.37545
16.7,-1.36648
16.75,-1.36242
16.8,-1.35895
16.85,-1.35511
16.9,-1.34036
16.95,-1.33672
17,-1.33217
17.05,-1.33481
17.1,-1.33941
17.15,-1.33442
17.2,-1.33205
17.25,-1.3289
17.3,-1.33244
17.35,-1.3385
17.4,-1.34722
17.45,-1.34913
17.5,-1.36062
17.55,-1.37596
17.6,-1.37697
17.65,-1.38841
17.7,-1.39559
17.75,-1.401
17.8,-1.41056
17.85,-1.42296
17.9,-1.43002
17.95,-1.44218
18,-1.44336
18.05,-1.44181
18.1,-1.43369
18.15,-1.4399
18.2,-1.44299
18.25,-1.44281
18.3,-1.44463
18.35,-1.44452
18.4,-1.44016
18.45,-1.43998
18.5,-1.43987
18.55,-1.43736
18.6,-1.43805
18.65,-1.43772
18.7,-1.4388
18.75,-1.43823
18.8,-1.44174
18.85,-1.44372
18.9,-1.44622
18.95,-1.44713
19,-1.44974
19.05,-1.45408
19.1,-1.44857
19.15,-1.44363
19.2,-1.44044
19.25,-1.43524
19.3,-1.43492
19.35,-1.43256
19.4,-1.42072
19.45,-1.40667
19.5,-1.39641
19.55,-1.38162
19.6,-1.35806
19.65,-1.33053
19.7,-1.29808
19.75,-1.27941
19.8,-1.25185
19.85,-1.20977
19.9,-1.17785
19.95,-1.1509
20,-1.11891
20.05,-1.08918
20.1,-1.04702
20.15,-1.00545
20.2,-0.964175
20.25,-0.918828
20.3,-0.873207
20.35,-0.851552
20.4,-0.859434
20.45,-0.847404
20.5,-0.84016
20.55,-0.825379
20.6,-0.826799
20.65,-0.8273
20.7,-0.838225
20.75,-0.834564
20.8,-0.834623
20.85,-0.834956
20.9,-0.816433
20.95,-0.799584
21,-0.758712
21.05,-0.704289
21.1,-0.670781
21.15,-0.619563
21.2,-0.552935
21.25,-0.45849
21.3,-0.350049
21.35,-0.216387
21.4,-0.0547277
21.45,0.107258
21.5,0.280163
21.55,0.437724
21.6,0.590593
21.65,0.741242
21.7,0.859042
21.75,0.974705
21.8,1.06983
21.85,1.14883
21.9,1.21112
21.95,1.261
22,1.29734
22.05,1.32777
22.1,1.35116
22.15,1.36897
22.2,1.37735
22.25,1.38389
22.3,1.3866
22.35,1.38568
22.4,1.3879
22.45,1.38249
22.5,1.37853
22.55,1.37336
22.6,1.36821
22.65,1.36239
22.7,1.36338
22.75,1.36826
22.8,1.37613
22.85,1.37717
22.9,1.37864
22.95,1.38258
23,1.38556
23.05,1.38844
23.1,1.38989
23.15,1.38706
23.2,1.38103
23.25,1.37262
23.3,1.36845
23.35,1.36531
23.4,1.3641
23.45,1.35673
23.5,1.3579
23.55,1.35748
23.6,1.35374
23.65,1.35297
23.7,1.35293
23.75,1.34985
23.8,1.35081
23.85,1.34165
23.9,1.33242
23.95,1.32737
24,1.32415
24.05,1.32554
24.1,1.32296
24.15,1.31865
24.2,1.30408
24.25,1.30249
24.3,1.3058
24.35,1.29094
24.4,1.28442
24.45,1.25994
24.5,1.24476
24.55,1.22332
24.6,1.21809
24.65,1.18645
24.7,1.14618
24.75,1.09714
24.8,1.03744
24.85,0.968877
24.9,0.87566
24.95,0.767092
25,0.646547
25.05,0.506379
25.1,0.356593
25.15,0.191801
25.2,0.0247981
25.25,-0.142542
25.3,-0.303449
25.35,-0.461829
25.4,-0.603622
25.45,-0.729501
25.5,-0.83673
25.55,-0.92659
25.6,-1.00826
25.65,-1.0846
25.7,-1.14072
25.75,-1.1773
25.8,-1.21327
25.85,-1.24602
25.9,-1.2697
25.95,-1.28796
26,-1.29875
26.05,-1.31285
26.1,-1.32538
26.15,-1.33622
26.2,-1.34904
26.25,-1.36056
26.3,-1.36952
26.35,-1.37698
26.4,-1.37967
26.45,-1.3827
26.5,-1.37855
26.55,-1.37442
26.6,-1.3646
26.65,-1.36539
26.7,-1.35601
26.75,-1.3477
26.8,-1.34004
26.85,-1.34032
26.9,-1.33861
26.95,-1.34026
27,-1.33842
27.05,-1.33704
27.1,-1.33554
27.15,-1.33831
27.2,-1.34454
27.25,-1.34902
27.3,-1.35271
27.35,-1.35616
27.4,-1.35615
27.45,-1.35953
27.5,-1.35881
27.55,-1.35264
27.6,-1.35077
27.65,-1.35424
27.7,-1.35355
27.75,-1.35247
27.8,-1.35095
27.85,-1.34765
27.9,-1.35691
27.95,-1.36399
28,-1.36863
28.05,-1.37765
28.1,-1.39032
28.15,-1.40261
28.2,-1.41132
28.25,-1.42086
28.3,-1.42753
28.35,-1.42514
28.4,-1.43208
28.45,-1.43438
28.5,-1.4238
28.55,-1.41131
28.6,-1.39679
28.65,-1.37996
28.7,-1.35908
28.75,-1.32308
28.8,-1.28623
28.85,-1.23327
28.9,-1.17266
28.95,-1.0965
29,-1.00181
29.05,-0.888354
29.1,-0.746743
29.15,-0.588646
29.2,-0.403385
29.25,-0.205438
29.3,0.00228222
29.35,0.209093
29.4,0.401846
29.45,0.579112
29.5,0.733033
29.55,0.858635
29.6,0.96427
29.65,1.04744
29.7,1.10833
29.75,1.15805
29.8,1.18922
29.85,1.20947
29.9,1.23304
29.95,1.24347
30,1.2489
30.05,1.2534
30.1,1.27194
30.15,1.27773
30.2,1.27945
30.25,1.28621
30.3,1.28583
30.35,1.28861
30.4,1.28102
30.45,1.27036
30.5,1.25008
30.55,1.24018
30.6,1.22732
30.65,1.20431
30.7,1.18097
30.75,1.1541
30.8,1.1187
30.85,1.08897
30.9,1.05066
30.95,1.0489
31,1.0186
31.05,0.984486
31.1,0.944181
31.15,0.929376
31.2,0.884818
31.25,0.874319
31.3,0.867163
31.35,0.873277
31.4,0.898427
31.45,0.87844
31.5,0.85476
31.55,0.872649
31.6,0.886974
31.65,0.904394
31.7,0.899227
31.75,0.93457
31.8,0.987062
31.85,1.01261
31.9,1.02365
31.95,1.03796
32,1.04467
32.05,1.06732
32.1,1.09093
32.15,1.10676
32.2,1.13362
32.25,1.14038
32.3,1.15163
32.35,1.17582
32.4,1.18121
32.45,1.20606
32.5,1.20189
32.55,1.20622
32.6,1.22158
32.65,1.23672
32.7,1.23978
32.75,1.22889
32.8,1.2399
32.85,1.26194
32.9,1.26524
32.95,1.28531
33,1.29573
33.05,1.30283
33.1,1.30639
33.15,1.32871
33.2,1.34568
33.25,1.36056
33.3,1.37392
33.35,1.38693
33.4,1.39903
