tau,x
34.35,-1.39014
34.4,-1.39156
34.45,-1.39625
34.5,-1.39602
34.55,-1.40078
34.6,-1.40417
34.65,-1.40755
34.7,-1.41341
34.75,-1.41494
34.8,-1.4193
34.85,-1.4212
34.9,-1.42565
34.95,-1.42532
35,-1.42169
35.05,-1.41395
35.1,-1.40441
35.15,-1.39253
35.2,-1.38104
35.25,-1.36557
35.3,-1.35994
35.35,-1.35065
35.4,-1.34522
35.45,-1.34038
35.5,-1.33496
35.55,-1.33582
35.6,-1.33174
35.65,-1.32558
35.7,-1.32276
35.75,-1.33039
35.8,-1.33802
35.85,-1.34629
35.9,-1.35
35.95,-1.35723
36,-1.35805
36.05,-1.36383
36.1,-1.36882
36.15,-1.37335
36.2,-1.37355
36.25,-1.37066
36.3,-1.36517
36.35,-1.35976
36.4,-1.35463
36.45,-1.35254
36.5,-1.34629
36.55,-1.33739
36.6,-1.32614
36.65,-1.31765
36.7,-1.30966
36.75,-1.31108
36.8,-1.30727
36.85,-1.29827
36.9,-1.2897
36.95,-1.28014
37,-1.2845
37.05,-1.28983
37.1,-1.28418
37.15,-1.27826
37.2,-1.28382
37.25,-1.28454
37.3,-1.28115
37.35,-1.2791
37.4,-1.27919
37.45,-1.27191
37.5,-1.27296
37.55,-1.2793
37.6,-1.26571
37.65,-1.2649
37.7,-1.27214
37.75,-1.27346
37.8,-1.28201
37.85,-1.28008
37.9,-1.29231
37.95,-1.29393
38,-1.29392
38.05,-1.30487
38.1,-1.31544
38.15,-1.32797
38.2,-1.3451
38.25,-1.35298
38.3,-1.36507
38.35,-1.37981
38.4,-1.39314
38.45,-1.40468
38.5,-1.41807
38.55,-1.42121
38.6,-1.42447
38.65,-1.41829
38.7,-1.41182
38.75,-1.40255
38.8,-1.3905
38.85,-1.37706
38.9,-1.36364
38.95,-1.34786
39,-1.31868
39.05,-1.29717
39.1,-1.26757
39.15,-1.24125
39.2,-1.20363
39.25,-1.1497
39.3,-1.09404
39.35,-1.02597
39.4,-0.942699
39.45,-0.845581
39.5,-0.730619
39.55,-0.593525
39.6,-0.437334
39.65,-0.260755
39.7,-0.0760206
39.75,0.123121
39.8,0.318735
39.85,0.501617
39.9,0.678742
39.95,0.826435
