tau,x
0,-1.89108
0.05,-1.63491
0.1,-1.3309
0.15,-1.08097
0.2,-1.38665
0.25,-0.938511
0.3,-0.913301
0.35,-1.24622
0.4,-1.28068
0.45,-1.15697
0.5,-1.53474
0.55,-1.74356
0.6,-1.48897
0.65,-1.35696
0.7,-1.75982
0.75,-1.08396
0.8,-1.46485
0.85,-1.22396
0.9,-1.8423
0.95,-1.17465
1,-1.17286
1.05,-0.824413
1.1,-1.02175
1.15,-0.833274
1.2,-1.38228
1.25,-1.6302
1.3,-1.50793
1.35,-1.50655
1.4,-1.43246
1.45,-1.50944
1.5,-1.41454
1.55,-1.44555
1.6,-1.10517
1.65,-1.21874
1.7,-1.47821
1.75,-1.54193
1.8,-1.89915
1.85,-1.8852
1.9,-1.72467
1.95,-1.17625
2,-1.15285
2.05,-0.937429
2.1,-1.75713
2.15,-1.15265
2.2,-1.21333
2.25,-1.28807
2.3,-1.7858
2.35,-2.02167
2.4,-1.56225
2.45,-1.73094
2.5,-1.26116
2.55,-0.767121
2.6,-1.24383
2.65,-1.27544
2.7,-1.54949
2.75,-1.03445
2.8,-0.799931
2.85,-0.577863
2.9,-0.745627
2.95,-1.23694
3,-1.37311
3.05,-1.57223
3.1,-1.31148
3.15,-1.12282
3.2,-0.92454
3.25,-1.06896
3.3,-1.32916
3.35,-1.39218
3.4,-1.61562
3.45,-1.13509
3.5,-0.686064
3.55,-1.23015
3.6,-1.00967
3.65,-0.881587
3.7,-0.650066
3.75,-0.841946
3.8,-1.20592
3.85,-1.51022
3.9,-1.50227
3.95,-1.33139
4,-1.49841
4.05,-1.481
4.1,-1.6274
4.15,-1.79642
4.2,-1.18275
4.25,-0.69589
4.3,-0.901726
4.35,-0.848847
4.4,-0.999875
4.45,-1.19474
4.5,-1.18721
4.55,-1.38131
4.6,-1.07383
4.65,-1.09401
4.7,-1.26899
4.75,-1.50338
4.8,-1.65567
4.85,-1.28014
4.9,-1.26934
4.95,-1.4752
5,-1.56802
5.05,-0.854764
5.1,-0.948035
5.15,-1.55516
5.2,-1.46174
5.25,-1.63213
5.3,-1.34148
5.35,-1.06917
5.4,-1.32464
5.45,-1.66827
5.5,-1.68624
5.55,-1.63414
5.6,-1.37767
5.65,-2.02282
5.7,-1.72439
5.75,-1.82779
5.8,-1.70878
5.85,-1.42281
5.9,-1.30585
5.95,-1.38928
6,-1.51042
6.05,-1.46905
6.1,-1.32002
6.15,-1.56541
6.2,-1.24158
6.25,-1.42664
6.3,-1.39227
6.35,-1.03829
6.4,-1.00256
6.45,-0.727847
6.5,-0.222077
6.55,-0.41628
6.6,-0.527319
6.65,-0.709907
6.7,-0.760118
6.75,-0.985203
6.8,-0.764033
6.85,-0.199831
6.9,0.262717
6.95,-0.0910913
7,0.0312441
7.05,0.118084
7.1,-0.337119
7.15,-0.580645
7.2,-0.960492
7.25,-1.50427
7.3,-1.249
7.35,-1.34396
7.4,-1.36048
7.45,-1.47167
7.5,-1.22004
7.55,-1.05817
7.6,-0.799032
7.65,-0.741605
7.7,-0.719432
7.75,-0.557025
7.8,-0.721414
7.85,-0.651435
7.9,-0.291336
7.95,-0.270119
8,-0.0159314
8.05,0.673888
8.1,0.688884
8.15,0.833387
8.2,0.800899
8.25,1.33708
8.3,1.36431
8.35,0.851044
8.4,1.11051
8.45,1.02963
8.5,0.775417
8.55,0.795217
8.6,0.803286
8.65,0.379784
8.7,0.5869
8.75,1.23759
8.8,1.51242
8.85,1.33932
8.9,1.50809
8.95,0.965667
9,1.12989
9.05,0.829277
9.1,0.636255
9.15,0.405178
9.2,0.848405
9.25,0.85806
9.3,1.16907
9.35,1.41763
9.4,1.41316
9.45,1.82479
9.5,1.5801
9.55,1.15341
9.6,0.939078
9.65,1.2795
9.7,0.958179
9.75,1.48973
9.8,1.8412
9.85,1.66535
9.9,2.03893
9.95,1.94327
10,1.69747
10.05,1.73266
10.1,1.43242
10.15,1.42006
10.2,1.35212
10.25,0.77349
10.3,0.70831
10.35,0.0635347
10.4,0.3709
10.45,0.205388
10.5,0.45188
10.55,0.412508
10.6,-0.0134652
10.65,-0.0214482
10.7,-0.358304
10.75,-0.598821
10.8,-0.551061
10.85,-0.917871
10.9,-1.37413
10.95,-1.44844
11,-1.38433
11.05,-1.33273
11.1,-0.983837
11.15,-0.795371
11.2,-0.489569
11.25,0.158579
11.3,-0.236336
11.35,-0.591724
11.4,-0.645787
11.45,-0.892277
11.5,-1.06778
11.55,-1.21705
11.6,-1.50296
11.65,-1.53006
11.7,-1.07068
11.75,-1.2246
11.8,-1.08022
11.85,-1.10414
11.9,-0.451493
11.95,-0.793929
12,-0.587081
12.05,-0.634317
12.1,-1.09296
12.15,-0.729142
12.2,-0.857479
12.25,-0.784426
12.3,-0.149883
12.35,0.200252
12.4,-0.200055
12.45,-0.626245
12.5,-1.3417
12.55,-1.40644
12.6,-1.75568
12.65,-1.95034
12.7,-1.54642
12.75,-1.50643
12.8,-1.09045
12.85,-1.57331
12.9,-1.84774
12.95,-1.44918
13,-1.65418
13.05,-1.96608
13.1,-2.12037
13.15,-1.95182
13.2,-1.70865
13.25,-1.86449
13.3,-1.79053
13.35,-1.16694
13.4,-1.53136
13.45,-1.11331
13.5,-0.861468
13.55,-0.377541
13.6,-0.500145
13.65,-0.609708
13.7,-0.744754
13.75,-1.17556
13.8,-0.982384
13.85,-1.0457
13.9,-0.807233
13.95,-1.01902
14,-1.14986
14.05,-1.08645
14.1,-1.17489
14.15,-1.65621
14.2,-1.81176
14.25,-1.43528
14.3,-1.09081
14.35,-1.33749
14.4,-1.69859
14.45,-1.68
14.5,-1.9302
14.55,-1.84245
14.6,-1.29892
14.65,-0.983568
14.7,-1.46693
14.75,-1.29179
14.8,-1.40697
14.85,-1.765
14.9,-1.44751
14.95,-1.73638
15,-1.27013
15.05,-1.34991
15.1,-1.42208
15.15,-1.42237
15.2,-1.88231
15.25,-1.9757
15.3,-1.53134
15.35,-1.19951
15.4,-1.16627
15.45,-1.26301
15.5,-1.16365
15.55,-1.27798
15.6,-1.29231
15.65,-1.42584
15.7,-1.33775
15.75,-1.62132
15.8,-1.35936
15.85,-1.47053
15.9,-1.57129
15.95,-1.02929
16,-1.17322
16.05,-1.26891
16.1,-1.2606
16.15,-1.55755
16.2,-1.9138
16.25,-1.25168
16.3,-1.11099
16.35,-1.27894
16.4,-1.1315
16.45,-1.57725
16.5,-1.74629
16.55,-1.29619
16.6,-1.10405
16.65,-1.48323
16.7,-1.33129
16.75,-1.40206
16.8,-1.41157
16.85,-1.34591
16.9,-1.21122
16.95,-0.891377
17,-0.99888
17.05,-1.14417
17.1,-1.06226
17.15,-1.02696
17.2,-1.41921
17.25,-1.02657
17.3,-1.44897
17.35,-0.932821
17.4,-0.807382
17.45,-1.45902
17.5,-1.18831
17.55,-1.34781
17.6,-0.946743
17.65,-0.745375
17.7,-1.13227
17.75,-1.55128
17.8,-2.02563
17.85,-1.99717
17.9,-2.18163
17.95,-1.43948
18,-1.73281
18.05,-1.59365
18.1,-1.64937
18.15,-1.46358
18.2,-1.45308
18.25,-1.79035
18.3,-1.87353
18.35,-1.53937
18.4,-1.58826
18.45,-0.980634
18.5,-0.901418
18.55,-0.985758
18.6,-1.32667
18.65,-1.36989
18.7,-1.93293
18.75,-1.27763
18.8,-1.27101
18.85,-1.27844
18.9,-1.61179
18.95,-1.15644
19,-1.05576
19.05,-1.24869
19.1,-1.6604
19.15,-1.83988
19.2,-1.51191
19.25,-1.91988
19.3,-2.17751
19.35,-1.78761
19.4,-1.63834
19.45,-1.54005
19.5,-1.461
19.55,-0.963854
19.6,-1.41884
19.65,-1.57419
19.7,-1.46525
19.75,-1.12137
19.8,-1.42839
19.85,-1.27792
19.9,-1.21192
19.95,-0.591512
20,-0.365649
20.05,-0.202188
20.1,-0.170327
20.15,-0.150114
20.2,0.0772134
20.25,-0.0797406
20.3,-0.152437
20.35,-0.20677
20.4,-0.255135
20.45,-0.129744
20.5,-0.0352053
20.55,0.128764
20.6,0.214096
20.65,-0.385185
20.7,-0.431065
20.75,-0.423218
20.8,-0.974258
20.85,-0.932933
20.9,-0.906439
20.95,-0.0206046
21,-0.1991
21.05,-0.34864
21.1,-0.706184
21.15,-0.659121
21.2,-0.599277
21.25,-0.314535
21.3,-0.835327
21.35,-0.968965
21.4,-0.830337
21.45,-0.140983
21.5,0.0790761
21.55,0.577319
21.6,0.610404
21.65,0.495998
21.7,1.05602
21.75,1.20763
21.8,1.04248
21.85,1.08208
21.9,1.15302
21.95,1.5184
22,1.45092
22.05,1.14718
22.1,1.18528
22.15,1.46801
22.2,1.53692
22.25,1.6964
22.3,1.47421
22.35,1.8331
22.4,1.3472
22.45,1.46653
22.5,1.4905
22.55,1.38118
22.6,0.918798
22.65,0.997178
22.7,0.721689
22.75,0.949296
22.8,1.28119
22.85,1.67058
22.9,1.49277
22.95,1.53807
23,1.78065
23.05,1.96239
23.1,1.72943
23.15,1.20961
23.2,1.35221
23.25,1.38646
23.3,1.23885
23.35,0.888153
23.4,1.06392
23.45,1.44249
23.5,1.2269
23.55,1.23711
23.6,1.03698
23.65,1.50995
23.7,1.23666
23.75,1.60409
23.8,1.61276
23.85,1.60232
23.9,1.54867
23.95,1.35402
24,1.05965
24.05,1.15137
24.1,0.692479
24.15,0.625681
24.2,1.30621
24.25,1.2404
24.3,1.78937
24.35,1.08627
24.4,0.787444
24.45,0.937874
24.5,1.33914
24.55,1.07593
24.6,1.24172
24.65,0.98353
24.7,1.06242
24.75,1.13326
24.8,0.69866
24.85,0.630878
24.9,0.823414
24.95,0.724511
25,0.761969
25.05,0.460544
25.1,0.481753
25.15,0.271464
25.2,-0.200432
25.25,-0.351074
25.3,-0.630124
25.35,-0.38457
25.4,-0.539639
25.45,-0.267529
25.5,-0.763779
25.55,-0.817272
25.6,-0.690576
25.65,-1.14253
25.7,-1.18072
25.75,-1.12713
25.8,-1.55402
25.85,-1.11647
25.9,-0.609872
25.95,-1.09147
26,-1.01287
26.05,-1.02549
26.1,-0.916697
26.15,-0.910408
